countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Bulgaria,2019,7171.448940784473,4316.428821325139,6903.5821731850365,4048.5620537257005,4231.292277371598,1376.2721579122642,7072.327619891833,4217.307500432498,6738.379971697301,3883.3598522379666,3406.8546242328084,551.8345047734742,7096.051487715998,4241.031368256663,6777.9197514042435,3922.8996319449084,3604.1769534369746,749.1568339776394
Cyprus,2019,25386.544114104483,24996.81015276876,24970.832827757542,24581.098866421817,20823.61785205829,20433.88389072256,25371.135040227244,24981.40107889152,24945.15103796214,24555.417076626414,20695.453491555538,20305.71953021981,25354.25614208944,24964.52218075372,24917.019541065813,24527.285579730087,20555.063926091938,20165.329964756213
Czechia,2019,19142.064801404722,16543.879652012245,18621.93468440722,16023.749535014742,13433.017564836899,10834.832415444424,19247.599468152453,16649.41431875998,18797.82579565344,16199.640646260965,14310.797967627563,11712.612818235086,19201.97478036489,16603.789630972413,18721.784649340832,16123.599499948356,13931.316437457981,11333.131288065504
Germany,2019,40368.76806466474,38402.39018472748,39970.20876707179,38003.83088713452,35994.105298227776,34027.72741829052,40316.86928161027,38350.49140167301,39883.71079531433,37917.33291537707,35562.43922964772,33596.06134971046,40215.266362295675,38248.888482358416,39714.37259645668,37747.99471651941,34717.360980110476,32750.983100173213
Denmark,2019,52209.51081994895,51202.03767136559,51859.99069785627,50852.51754927291,48373.11138459832,47365.638236014966,51768.43507723196,50760.961928648605,51124.86445999461,50117.39131141126,44704.48139755543,43697.00824897207,51599.87173820862,50592.39858962526,50843.925561622375,49836.45241303902,43302.46251425015,42294.98936566679
Estonia,2019,19850.133592488037,19440.192469165624,19352.806951887804,18942.86582856539,14391.381656375961,13981.440533053546,19839.547629949728,19429.606506627315,19335.163680990623,18925.22255766821,14303.333333041472,13893.392209719059,19729.22320851889,19319.28208519648,19151.289645272565,18741.348521950153,13385.714335743723,12975.773212421309
Greece,2019,15902.185783076831,14348.410325178591,15585.940235807419,14032.164777909178,12431.014419000654,10877.238961102414,15780.368191370138,14226.592733471902,15382.910916296265,13829.135458398025,11417.801434011659,9864.025976113418,15858.515197146298,14304.739739248058,15513.155925923198,13959.380468024958,12067.78605348321,10514.010595584972
Spain,2019,25369.71694262487,23814.090994280425,25132.962430092553,23577.336481748112,22771.054316972557,21215.428368628116,25292.846685974368,23737.220737629923,25004.84533567505,23449.21938733061,22131.68900768902,20576.06305934458,25251.108517882887,23695.482569538442,24935.281722189247,23379.655773844803,21784.533450864627,20228.907502520186
Finland,2019,42537.592356103814,41897.863155294595,42186.97976465403,41547.25056384481,38689.20176900023,38049.47256819101,42411.80300308685,41772.073802277635,41977.33084295909,41337.60164214987,37642.95381692264,37003.22461611343,42288.521907441915,41648.792706632696,41771.86235021753,41132.13314940832,36617.568196002874,35977.838995193655
France,2019,35028.608003845206,33240.86035781313,34770.501719188214,32982.75407315613,32195.58426034819,30407.83661431611,34977.97146747021,33190.22382143813,34686.10749189656,32898.35984586448,31774.416878435553,29986.669232403474,34885.58422121463,33097.836575182555,34532.12874813725,32744.38110210517,31005.989623865302,29218.24197783322
Croatia,2019,12222.176186373443,9556.18136123286,12025.753031343056,9359.758206202472,10066.198222825611,7400.203397685028,12129.459492822565,9463.464667681981,11871.225208758255,9205.230383617672,9295.030803450038,6629.035978309455,12042.464154464673,9376.469329324089,11726.23297816177,9060.238153021186,8571.450528854244,5905.455703713663
Hungary,2019,13456.037605461548,10925.740089080296,13200.826418361412,10670.528901980158,10654.791004195746,8124.493487814491,13391.087309610512,10860.78979322926,13092.57592527635,10562.278408895098,10114.569495847436,7584.271979466182,13288.113614165748,10757.816097784495,12920.953099535074,10390.65558315382,9258.089870243359,6727.792353862104
Ireland,2019,71167.7215988614,70150.82225767909,70586.89182299399,69569.99248181167,64792.42334469765,63775.524003515326,71036.22912684536,70019.32978566302,70367.73770296724,69350.8383617849,63698.73992665939,62681.84058547707,70872.89959974228,69856.00025855994,70095.5218244621,69078.62248327977,62340.253066309975,61323.35372512765
Italy,2019,28105.8046198758,24481.653167671164,27838.681025088106,24214.529572883468,25173.80516280135,21549.65371059671,28044.25014068686,24420.098688482223,27736.09022643988,24111.938774235237,24661.82822478542,21037.67677258078,27945.107144218302,24320.955692013667,27570.851898992278,23946.700446787636,23837.210285904068,20213.058833699426
Lithuania,2019,16766.20450729086,15825.707643805848,16549.700046596787,15609.203183111778,14389.81030776785,13449.313444282836,16516.445495643806,15575.948632158797,16133.435027185038,15192.938163700028,12312.449639465402,11371.952775980393,16333.739489167498,15393.242625682491,15828.925016391187,14888.42815290618,10792.799680837052,9852.302817352043
Latvia,2019,14797.138838251472,13015.303832147205,14603.50598603727,12821.670979932998,12671.787769900333,10889.952763796065,14656.14310027563,12874.308094171363,14368.513089410868,12586.678083306597,11499.06131435524,9717.226308250973,14403.20700967412,12621.372003569853,13946.952938408349,12165.117932304081,9395.275417923633,7613.440411819364
Malta,2019,28370.730670497345,27885.205592441835,28187.293877732955,27701.768799677444,26357.293492773915,25871.7684147184,28328.788233402694,27843.263155347184,28117.389815908533,27631.864737853022,26008.43893662156,25522.913858566044,27288.56366045397,26803.038582398458,26383.682194327324,25898.157116271814,17356.412329873434,16870.887251817923
Netherlands,2019,45476.75003279393,43556.72897449237,45025.83174322566,43105.81068492411,40527.38499729461,38607.363938993054,45407.91116066664,43487.89010236508,44911.10028968018,42991.079231378615,39954.82041007714,38034.79935177559,45353.74997146827,43433.72891316671,44820.83164101623,42900.81058271467,39504.336868173275,37584.31580987172
Norway,2019,67684.92954723007,66957.0085185623,67401.7110416601,66673.79001299232,64576.269283712034,63848.34825504426,67269.81816126608,66541.89713259831,66709.85873172012,65981.93770305233,61123.596803630535,60395.67577496276,67195.24866215457,66467.32763348678,66585.5762332009,65857.65520453313,60503.36795387756,59775.446925209784
Poland,2019,11921.606526111365,9537.794132654699,11513.941223894612,9130.128830437945,7446.994518446512,5063.182124989848,11860.532198542734,9476.71980508607,11412.150677946895,9028.338284490228,6939.011222478862,4555.198829022195,11869.215832506952,9485.403439050287,11426.623401220588,9042.811007763923,7011.237003387581,4627.424609930916
Portugal,2019,19585.4538436141,17647.51421095094,19341.214353128078,17403.274720464917,16904.634674231802,14966.695041568644,19535.691080700002,17597.751448036837,19258.276414937915,17320.336782274753,16490.7348684066,14552.795235743437,19505.987346484744,17568.047713821583,19208.770191245818,17270.830558582657,16243.675237790803,14305.735605127642
Romania,2019,10112.866759298664,7573.373378489373,9966.754707136302,7427.261326327009,8509.113043897492,5969.6196630882,9947.780605115528,7408.287224306237,9691.611116831074,7152.117736021783,7136.015507517131,4596.522126707838,9920.958048441527,7381.464667632236,9646.906855707743,7107.413474898451,6912.919956768302,4373.426575959008
Sweden,2019,46331.405767735385,45932.60615316341,46280.696303537035,45881.896688965055,45774.80902974873,45376.009415176755,46070.69317851437,45671.893563942394,45846.17532150201,45447.37570693003,43606.342414640596,43207.54280006862,45899.89298281898,45501.093368247006,45561.50832867636,45162.70871410439,42185.71856472977,41786.91895015779
Slovenia,2019,21015.898133891555,17008.953595738018,20736.154666136128,16729.210127982595,17945.380547337994,13938.436009184454,20913.130977429086,16906.18643927555,20564.876072032017,16557.93153387848,17090.618801523182,13083.674263369647,20715.073350662307,16708.12881250877,20234.780027420722,16227.835489267187,15443.28235032015,11436.337812166614
Slovakia,2019,15917.919071756109,14022.61516917684,15652.174157739375,13756.870255160105,13001.052277429579,11105.74837485031,15853.493643876316,13958.189741297048,15544.79844460639,13649.49454202712,12465.196337604013,10569.892435024743,15778.906249618149,13883.602347038879,15420.486120842776,13525.182218263506,11844.81864567893,9949.51474309966
Belgium,2020,38215.14453561919,35671.57178956888,37825.34988275053,35281.77713670021,33936.6841791322,31393.111433081882,38207.86576558438,35664.29301953406,37813.21859935916,35269.645853308844,33876.14329820767,31332.570552157355,37728.188457653065,35184.61571160275,37013.756419473655,34470.18367342334,29886.44632430284,27342.873578252522
Bulgaria,2020,7284.283191411558,4379.609138598071,7050.828926551201,4146.154873737715,4721.844712825266,1817.1706600117782,7186.00574159726,4281.331688783773,6887.033176860704,3982.3591240472174,3904.425923893639,999.7518710801525,7191.841197979077,4287.167145165592,6896.7589374970685,3992.0848846835825,3952.962100783689,1048.2880479702026
Cyprus,2020,23916.807706037693,23598.8673723684,23525.12633036976,23207.185996700464,19617.638320730177,19299.69798706088,23897.3449170106,23579.404583341307,23492.688348657946,23174.748014988654,19455.75734533026,19137.81701166097,23935.00777926926,23617.06744559997,23555.45978575571,23237.519452086417,19769.016707608625,19451.076373939337
Czechia,2020,18296.307677274013,15929.952964665312,17805.424987556034,15439.070274947333,12908.285773464764,10541.931060856059,18422.550554616966,16056.195842008261,18015.82978312762,15649.475070518916,13958.305896126767,11591.951183518066,18375.745069753062,16009.390357144359,17937.82064168778,15571.465929079079,13569.003133131766,11202.648420523063
Germany,2020,39567.61982404234,37782.94818135828,39196.3772984121,37411.705655728045,35492.79114986283,33708.11950717879,39543.90846547737,37759.23682279331,39156.858367470486,37372.186724786436,35295.57286592564,33510.9012232416,39448.44268470362,37663.771042019565,38997.74873284756,37213.07709016352,34501.540022664594,32716.86837998054
Denmark,2020,52420.34653376756,51449.908657968735,52088.87305287885,51118.43517708002,48782.03046972717,47811.59259392835,52067.79889706828,51097.36102126946,51501.29365838005,50530.85578258123,45849.7294914665,44879.29161566768,51914.06744689591,50943.62957109709,51245.074574759434,50274.63669896061,44571.07425511222,43600.63637931339
Estonia,2020,19518.67392563899,19137.534436287788,19078.877947382043,18697.738458030846,14691.38949762825,14310.250008277053,19599.717974357703,19218.5784850065,19213.951361913234,18832.811872562033,15365.470156812462,14984.330667461265,19447.102577239923,19065.963087888722,18959.592366716934,18578.452877365733,14096.097647451872,13714.958158100671
Greece,2020,14360.364762447214,12960.894502948855,14085.88501445856,12686.414754960204,11347.622766666993,9948.152507168637,14244.509195977262,12845.038936478906,13892.792403675307,12493.32214417695,10383.998689996284,8984.528430497927,14267.557822355884,12868.08756285753,13931.206780973014,12531.736521474657,10575.704725272459,9176.234465774105
Spain,2020,22573.97790757975,21089.824773083525,22371.532228158794,20887.379093662563,20351.89556917351,18867.742434677282,22508.72855510093,21024.575420604702,22262.783307360758,20778.630172864527,19809.18666919093,18325.033534694703,22459.066852495616,20974.91371799939,22180.01380301857,20695.860668522346,19396.127428473737,17911.97429397751
Finland,2020,42274.93757234912,41713.43208612323,41980.692685382055,41419.18719915617,39045.249646353535,38483.744160127644,42153.44688919427,41591.94140296839,41778.208213457314,41216.70272723144,38034.75571027196,37473.25022404608,42035.360912923694,41473.85542669781,41581.39825300636,41019.89276678047,37052.58028859289,36491.074802367
France,2020,33304.35939859432,31704.892491625404,33073.08138843464,31473.61448146572,30765.807906127335,29166.340999158405,33259.03987844438,31659.572971475463,32997.54885485142,31398.08194788249,30388.864595673906,28789.39768870498,33170.977166346136,31571.510259377217,32850.777668021,31251.31076105207,29656.40648234878,28056.939575379853
Croatia,2020,10856.2945042895,7800.821286960979,10667.519217922387,7612.046000593865,8784.261003926651,5728.78778659813,10765.649855777181,7710.176638448658,10516.444803735185,7460.971586406664,8030.327736935289,4974.854519606768,10677.391344849211,7621.91812752069,10369.347285521906,7313.874068193383,7296.241074613773,4240.767857285251
Hungary,2020,12645.128049508236,10232.720670890278,12404.999476228428,9992.592097610468,10009.431090413189,7597.023711795229,12580.58771840722,10168.18033978926,12297.43225772673,9885.02487910877,9472.619447604726,7060.212068986767,12494.528896310834,10082.121517692874,12154.000887566091,9741.593508948132,8756.828609850672,6344.421231232714
Ireland,2020,74160.2094681374,73194.01968943122,73601.0028909605,72634.81311225436,68022.25156150543,67056.06178279925,74177.42612116774,73211.23634246158,73629.69731267776,72663.50753397161,68165.45038988486,67199.2606111787,74067.05899013182,73100.86921142566,73445.75209428454,72479.56231557838,67247.47615714159,66281.28637843543
Italy,2020,26015.923236757608,22520.5414888542,25767.742703434902,22272.36095553149,23291.846430525005,19796.4646826216,25972.01126142913,22476.62951352572,25694.556077887428,22199.174329984024,22926.610318269053,19431.228570365653,25883.710260287102,22388.328512383698,25547.38774265072,22052.005994747313,22192.170245278252,18696.788497374848
Lithuania,2020,17127.42382206729,16193.936188168598,16923.481908957834,15989.994275059144,14888.918537699215,13955.43090380052,16823.474190813467,15889.986556914773,16416.89919020146,15483.411556302766,12360.829541238829,11427.341907340135,16676.70966282761,15743.222028928916,16172.291643558367,15238.804009659674,11140.12140370568,10206.633769806986
Latvia,2020,14615.81177087292,12948.766781553462,14367.077012593863,12700.032023274405,11885.651685952796,10218.606696633336,14603.092188852925,12936.047199533463,14345.877709227201,12678.832719907741,11779.85706724678,10112.81207792732,14379.298408465802,12712.253419146344,13972.888075248668,12305.843085929208,9918.461179582475,8251.416190263015
Malta,2020,25431.380817546506,24944.21282678151,25258.32969076733,24771.161700002333,23531.93868789888,23044.770697133885,25418.66899757853,24931.501006813534,25237.143324154044,24749.975333389044,23426.208629752568,22939.04063898757,24580.79363124898,24093.62564048398,23840.684380271454,23353.516389506458,16457.213519328987,15970.04552856399
Netherlands,2020,44320.04462566174,42531.39686567666,43912.46146119637,42123.813701211286,39846.33417760132,38057.68641761623,44272.04068059355,42483.39292060846,43832.454886082705,42043.80712609762,39447.063269415026,37658.41550942994,44217.23863883991,42428.59087885482,43741.118149826645,41952.470389841554,38991.24946181334,37202.60170182825
Norway,2020,59383.545169265686,58671.78966007903,59146.26001282646,58434.50450363982,56779.0580950162,56067.30258582956,58973.576079489656,58261.82057030302,58462.978196533084,57751.22268734645,53369.15645941879,52657.400950232135,58905.11573050557,58193.36022131892,58348.87761489294,57637.1221057063,52799.74022342417,52087.98471423752
Poland,2020,11851.302748728083,9558.205026547928,11460.784167442564,9167.686445262409,7564.896416046539,5271.798693866384,11790.951761447572,9497.854039267415,11360.199188641707,9067.101466461554,7062.9294742213115,4769.8317520411565,11810.659977904343,9517.562255724186,11393.04621606966,9099.948493889504,7226.851782528425,4933.75406034827
Portugal,2020,18290.33248341647,16459.138379719556,18072.32379666526,16241.12969296834,15897.427612171006,14066.233508474093,18253.419949975276,16422.22584627836,18010.8029075966,16179.608803899684,15590.409080056945,13759.214976360028,18216.927232333735,16385.733128636817,17949.981711527365,16118.787607830449,15286.882349197143,13455.688245500225
Romania,2020,10041.389967053374,7591.798330918807,9907.47453147468,7457.882895340114,8571.508638439622,6121.917002305053,9870.136820140455,7420.545184005889,9622.052619953149,7172.460983818583,7147.117384751221,4697.525748616652,9847.8602714933,7398.268635358732,9584.925038874557,7135.33340273999,6961.833075368525,4512.241439233957
Sweden,2020,46305.02091185077,45928.35665342609,46284.98223486624,45908.31797644155,46085.0725763777,45708.408317953006,46036.530556505495,45659.8662980808,45837.49830929078,45460.83405086609,43851.91470017252,43475.25044174783,45886.09987031146,45509.435611886765,45586.780498967375,45210.11624054269,42600.713437225284,42224.04917880059
Slovenia,2020,20273.751220620074,16518.359398357046,20016.60339449992,16261.2115722369,17451.247700587013,13695.855878323991,20168.04858806476,16412.65676580174,19840.432340241077,16085.040517978056,16572.070248857155,12816.67842659413,19989.16000719036,16233.768184927341,19542.28470545041,15786.892883187389,15084.171576187546,11328.779753924522
Slovakia,2020,15822.975700057514,14026.081488887705,15595.668457840631,13798.77424667082,13328.008112867416,11531.113901697605,15733.906508839618,13937.012297669808,15447.2198058108,13650.325594640992,12587.178649404264,10790.284438234457,15664.197429863245,13867.303218693438,15331.03800751685,13534.14379634704,12007.376151251598,10210.481940081789
Belgium,2021,42134.12442050973,39507.872176046476,41732.00907538853,39105.75683092528,37720.42979906042,35094.17755459716,42134.52730799072,39508.27506352746,41732.68055452351,39106.428310060255,37723.780799695916,35097.52855523265,41567.62437520116,38941.3721307379,40787.84233320758,38161.59008874433,33008.588152366894,30382.335907903635
Bulgaria,2021,8671.083277525147,5853.652158851498,8398.789569739125,5581.358451065474,5682.335675397614,2864.9045567239627,8571.098917694202,5753.667799020553,8232.148970020884,5414.7178513472345,4850.719730137058,2033.2886114634073,8586.885015036403,5769.453896362754,8258.459132257885,5441.028013584235,4982.019968348374,2164.588849674724
Cyprus,2021,26867.05063576512,26554.538491328745,26468.201408024714,26155.689263588338,22489.205540804927,22176.693396368555,26854.725277760102,26542.21313332373,26447.659144683017,26135.147000246645,22386.689864699714,22074.177720263346,26868.3911084958,26555.87896405943,26470.435529242517,26157.92338480614,22500.354869549014,22187.842725112638
Czechia,2021,20773.816181691644,18369.074013638707,20263.99084473545,17859.248676682513,15177.876173672465,12773.134005619524,20879.877098440604,18475.13493038767,20440.75903931705,18036.016871264113,16060.03363996541,13655.291471912473,20805.04489525039,18400.302727197453,20316.038700666693,17911.296532613753,15437.619759462652,13032.877591409719
Germany,2021,42114.06427662807,40323.48617259249,41728.002617652804,39937.424513617225,37876.577972161416,36085.99986812584,42086.51452712669,40295.93642309111,41682.086368483826,39891.508264448246,37647.43402392767,35856.85591989209,41971.57523499895,40180.99713096337,41490.520881604265,39699.942777568685,36691.431022738245,34900.85291870266
Denmark,2021,57681.856145286554,56743.82939121188,57349.08645258727,56411.05969851261,54029.31261351582,53091.28585944115,57279.69629327,56341.66953919534,56678.82003255968,55740.79327848502,50684.36400309244,49746.33724901777,57095.470178573974,56157.443424499295,56371.7765080663,55433.74975399163,49152.0706046683,48214.04385059362
Estonia,2021,22380.95061079584,22007.74924214401,21891.573000027067,21518.371631375237,17009.448740214786,16636.247371562957,22471.011906526583,22097.810537874753,22041.67515957831,21668.47379092648,17758.52999359431,17385.328624942485,22306.04086745189,21932.839498800062,21766.72342778715,21393.522059135325,16386.38992256035,16013.188553908521
Greece,2021,15920.847068425994,14503.118322646571,15637.615171306586,14219.886425527166,12812.039816710605,11394.311070931182,15805.751708379876,14388.022962600453,15445.789571229723,14028.060825450302,11854.738726803207,10437.009981023784,15844.99134132162,14427.262595542197,15511.18895946597,14093.460213686547,12181.112816667903,10763.38407088848
Spain,2021,24680.139540951495,23183.323012817124,24463.642338655103,22966.82581052073,22303.825010983954,20807.008482849582,24612.345497343966,23115.528969209594,24350.65226597589,22853.835737841517,21739.95074351815,20243.13421538378,24556.63455213757,23059.81802400319,24257.800690631884,22760.984162497512,21276.57716751569,19779.760639381315
Finland,2021,44373.12706402281,43806.0228346091,44006.21928124164,43439.115051827925,40345.87735301989,39778.77312360618,44362.71370960569,43795.609480191975,43988.86369054643,43421.75946113272,40259.264690883814,39692.1604614701,44206.17209339417,43639.067863980454,43727.960996860566,43160.85676744685,38957.23601001338,38390.13178059967
France,2021,35798.26536570327,34129.4513260937,35551.35253897021,33882.53849936064,33088.10314846655,31419.28910885698,35755.687098173985,34086.87305856441,35480.38875975473,33811.57472014516,32733.960097905485,31065.14605829591,35654.13926584014,33985.325226230576,35311.14237253166,33642.328332922094,31889.340032144642,30220.525992535077
Croatia,2021,12919.87483831328,9974.965502786548,12725.87552457601,9780.966189049279,10790.501418482765,7845.592082956034,12825.858309705167,9880.948974178435,12569.181310229154,9624.271974702422,10008.522672599413,7063.61333707268,12739.069238872695,9794.159903345964,12424.532858841703,9479.623523314971,9286.658019961078,6341.7486844343475
Hungary,2021,14333.833461414983,11906.143518931487,14087.721506474509,11660.031563991015,11632.461765520762,9204.771823037267,14263.29178648621,11835.601844002716,13970.15204825989,11542.462105776396,11045.734183573511,8618.044241090018,14152.675670930323,11724.985728446827,13785.791855666743,11358.101913183247,10125.689031965809,7697.999089482313
Ireland,2021,85224.70234147849,84237.92985671724,84642.0750404888,83655.30255572751,78829.6741091867,77842.90162442543,85247.31489230022,84260.54240753895,84679.76262519167,83692.99014043038,79017.75310332293,78030.98061856165,85134.51997531122,84147.74749054995,84491.77109687666,83504.9986121154,78079.58585725575,77092.81337249448
Italy,2021,28868.68606369216,25399.190964537185,28592.082159928083,25122.587060773112,25832.62892951985,22363.13383036488,28828.07080497364,25358.57570581867,28524.390062063896,25054.894962908926,25494.81312684523,22025.318027690257,28725.69787475273,25256.20277559776,28353.768511695715,24884.27341254074,24643.330342150675,21173.835242995698
Lithuania,2021,19470.817463014366,18579.361418688834,19257.475106235335,18366.0190619098,17129.13111836834,16237.675074042809,19219.3350296207,18327.878985295167,18838.337717245893,17946.88167292036,15037.435958078177,14145.979913752646,19029.853686977767,18138.39764265223,18522.535479507667,17631.07943518214,13461.432409746463,12569.976365420935
Latvia,2021,16335.721857911087,14544.270006755678,16044.383785217064,14252.931934061651,13137.939679055242,11346.487827899831,16374.102690089863,14582.650838934453,16108.351838848355,14316.899987692945,13457.170727653322,11665.71887649791,16105.670445182634,14314.218594027223,15660.964764002974,13869.512912847564,11224.496182710649,9433.044331555238
Malta,2021,29189.454439062196,28730.430182135246,29015.769261770976,28556.745004844022,27283.052850222826,26824.028593295872,29178.101391067623,28719.077134140673,28996.847515113353,28537.8232581864,27188.624324045726,26729.600067118776,28124.630552082926,27665.606295155976,27241.062783472196,26782.038526545246,18426.42242518892,17967.398168261963
Netherlands,2021,48402.00819723022,46653.92395133392,47988.70234555231,46240.618099656,43865.48444428931,42117.400198393,48354.87172961901,46606.78748372271,47910.141566200284,46162.05732030398,43473.428745427795,41725.34449953148,48267.3324694641,46519.248223567796,47764.24279927544,46016.15855337914,42745.324422869504,40997.240176973195
Norway,2021,78120.95807148097,77420.901921364,77858.72696097825,77158.67081086127,75242.65945382004,74542.60330370307,77758.12307769925,77058.06692758229,77254.00197134203,76553.94582122506,72224.79379125456,71524.7376411376,77714.73890199175,77014.68275187476,77181.69501182952,76481.63886171256,71863.94763140165,71163.89148128468
Poland,2021,13193.227162044737,10955.78940930789,12771.625667901013,10534.187915164168,8565.648857276721,6328.211104539876,13124.89868397017,10887.460931233325,12657.744871110071,10420.307118373226,7997.329452339074,5759.891699602228,13147.411693417502,10909.973940680657,12695.266553522288,10457.828800785443,8184.580515043855,5947.142762307009
Portugal,2021,19793.128879833203,17922.218609915548,19587.160259139124,17716.249989221473,17532.378066976802,15661.467797059155,19743.899727287702,17872.98945737005,19505.111671563292,17634.201401645638,17122.91654421741,15252.006274299756,19688.03677112776,17817.126501210107,19412.006744630064,17541.09647471241,16658.278623141094,14787.36835322344
Romania,2021,11130.505738617834,8536.801713101708,10985.826665525099,8392.122640008973,9542.480674433285,6948.776648917161,10961.3994317294,8367.695406213275,10703.982820711039,8110.278795194915,8135.945677456462,5542.241651940337,10932.530211971234,8338.82618645511,10655.867454447432,8062.163428931309,7895.827087721886,5302.123062205761
Sweden,2021,51870.8348145033,51502.69139281618,51846.12730402209,51477.98388233497,51599.64047326914,51231.497051582024,51598.15387654942,51230.010454862306,51391.65907409896,51023.51565241185,49331.6275925099,48963.484170822776,51418.279087365765,51050.13566567864,51091.86775879286,50723.72433710575,47835.52617136328,47467.38274967616
Slovenia,2021,22567.304307728347,18738.333151570645,22308.39667620842,18479.425520050718,19725.484828426295,15896.513672268595,22456.343232804342,18627.372076646643,22123.46155133508,18294.490395177378,18802.570490963157,14973.599334805454,22228.091952681327,18399.120796523624,21743.04275113005,17914.07159497235,16904.099526130445,13075.128369972743
Slovakia,2021,16979.11604220023,15129.14994923789,16720.549286500685,14870.583193538348,14141.038080831448,12291.07198786911,16890.464987723866,15040.49889476153,16572.797529040083,14722.83143607775,13403.686453123302,11553.720360160967,16820.421409052855,14970.455316090514,16456.05823125506,14606.092138292728,12821.101767034246,10971.135674071907
Austria,1995,21076.853947553776,17599.944791640042,20758.64874326634,17281.739587352607,17584.17301477978,14107.263858866045,,,,,,,,,,,,
Switzerland,1995,35405.16436386893,31697.78747444891,35103.966717873096,31396.58982845308,32099.161630438513,28391.7847410185,35337.68147515756,31630.30458573754,34991.49523668748,31284.118347267464,31537.875381474096,27830.498492054077,34914.98843215539,31207.611542735376,34287.00683168387,30579.62994226386,28022.142769837053,24314.76588041704
Luxembourg,1995,30968.19759891532,17566.62345371626,29978.80536423025,16577.23121903119,20108.43997534821,6706.865830149147,,,,,,,,,,,,
Austria,1996,21326.58918628499,17791.171575946737,20987.248944338076,17451.83133399983,17601.926054439125,14066.508444100875,,,,,,,,,,,,
Switzerland,1996,35104.89222181518,31557.627329542716,34811.65705688292,31264.392164610457,31886.287197201575,28339.022304929113,35020.08663528978,31472.821743017317,34670.31441267392,31123.04952040146,31180.920096577618,27633.655204305152,34448.112418194454,30900.847525921992,33717.02405084839,30169.759158575926,26423.547243276862,22876.282351004396
Luxembourg,1996,31874.755364431483,18892.76063654033,30896.88801749271,17914.893289601554,21141.497103984446,8159.502376093294,,,,,,,,,,,,
Austria,1997,21507.818752396437,18126.027781286197,21191.217920704246,17809.42694959401,18032.747718822655,14650.956747712422,,,,,,,,,,,,
Switzerland,1997,34065.78892553468,30738.40448986384,33770.608060202016,30443.223624531172,30825.82752271663,27498.443087045784,33997.300970090895,30669.916534420056,33656.461467795714,30329.077032124867,30256.181671088987,26928.797235418144,33523.19330750811,30195.80887183726,32866.28203015773,29538.897594486887,26312.810001352755,22985.425565681908
Luxembourg,1997,34877.438886889766,24465.718728559434,33985.710927192034,23573.990768861702,25089.662948302746,14677.942789972412,,,,,,,,,,,,
Austria,1998,22367.100149590096,18969.40741622628,22036.422748834666,18638.730015470857,18737.522012726946,15339.829279363139,,,,,,,,,,,,
Switzerland,1998,35727.40908792253,32431.968601708617,35418.30022879338,32122.859742579465,32334.57137224296,29039.130886029052,35664.68038324915,32369.23989703524,35313.75238767107,32018.311901457153,31812.82786035641,28517.3873741425,35023.022684662596,31727.582198448687,34244.32289002682,30948.88240381291,26475.86541496987,23180.424928755958
Luxembourg,1998,37849.557843857365,30172.03388698022,37048.22411562611,29370.70015874897,29053.96620779529,21376.442250918142,,,,,,,,,,,,
Austria,1999,23508.89791005556,20217.77323860399,23193.316444640317,19902.191773188744,20045.01563490257,16753.890963451,,,,,,,,,,,,
Switzerland,1999,37011.77043264569,33831.533037935726,36702.70168210786,33522.4642873979,33619.372956504274,30439.135561794315,36951.88973521827,33771.65234050831,36602.900519728835,33422.66312501887,33121.31763186989,29941.080237159935,36403.714313373755,33223.4769186638,35689.274816654644,32509.037421944686,28561.890313671087,25381.65291896113
Luxembourg,1999,43092.17882531883,35104.9242026442,42262.05302679303,34274.7984041184,33980.559941499945,25993.305318825318,,,,,,,,,,,,
Austria,2000,24630.221087587815,21367.592460235242,24282.055741268698,21019.42711391612,20808.69192918035,17546.063301827777,,,,,,,,,,,,
Switzerland,2000,40116.62609882941,37076.36703183132,39768.796022971466,36728.53695597339,36298.776932864814,33258.517865866736,40121.4627908016,37081.20372380351,39776.85717625845,36736.59810926036,36339.005926411286,33298.7468594132,39718.512010531704,36678.252943533626,39105.27254247528,36065.0134754772,32987.47880162673,29947.21973462864
