countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Netherlands,2018,745688.26445,710757.76229,737650.21793,702719.71577,657461.13479,622530.63263,744633.31590626,709702.81374626,735891.9703571,700961.4681971,648686.64214048,613756.1399804801,743901.55830626,708971.05614626,734672.3743571,699741.8721971,642600.27734048,607669.77518048
Norway,2018,367639.8052731176,363563.41037811764,365971.6198731176,361895.2249781176,349329.48457311763,345253.0896781176,365643.9904321676,361567.5955371676,362645.26180486765,358568.8669098676,332729.3738325176,328652.9789375176,365307.5704321676,361231.17553716764,362084.56180486764,358008.1669098676,329931.2138325176,325854.8189375176
Poland,2018,412724.97686399997,311058.98251899995,397069.637724,295403.643379,240888.99249399998,139222.998149,409361.33308722,307695.33874221996,391463.5647627,289797.5704177,212912.01885856,111246.02451356,409621.97668722,307955.98234222,391897.97076269996,290231.9764177,215079.91165855998,113413.91731355997
Portugal,2018,191714.76342600002,171691.267083,189010.30614600002,168986.809803,162030.12518600002,142006.628843,191292.66745233,171269.17110933003,188306.81285655,168283.31651355,158519.35867484,138495.86233184,191010.44005233,170986.94370933,187836.43385655002,167812.93751355002,156171.94347484,136148.44713184
Romania,2018,178500.7998,130273.90702099999,175517.57843999998,127290.685661,145756.39392,97529.501141,175302.15485904,127075.26208004,170186.5035384,121959.61075939999,119151.79155391999,70924.89877492,174791.52095904,126564.62818004,169335.4470384,121108.55425939999,114904.61435392,66677.72157492
Sweden,2018,467448.081433,463176.084612,466762.075273,462490.078452,459918.34715299995,455646.350332,464950.64768839,460678.65086739,462599.68569864996,458327.68887764995,439146.04108671995,434874.04426572,463024.23998838995,458752.24316739,459389.00619865,455117.00937765,423123.22148671997,418851.22466571996
Slovenia,2018,40507.073428,31673.007757000003,39720.188308000004,30886.122637000004,31870.072468000006,23036.006797000005,40583.034583060005,31748.96891206,39846.7902331,31012.724562100004,32501.876360880007,23667.810689880003,40165.33198306,31331.266312060005,39150.619233100006,30316.5535621,29027.651560880004,20193.585889880003
Slovakia,2018,81889.438914,71372.291406,80311.158294,69794.010786,64565.930204,54048.782696,81586.68655626,71069.53904826,79806.5710311,69289.42352309999,62047.79948248,51530.65197448,81208.07545626,70690.92794826,79175.5525311,68658.4050231,58898.71668248,48381.56917448
Belgium,2019,456426.251521,424508.405813,451554.955441,419637.109733,402957.977881,371040.132173,456186.78852163,424268.94281363,451155.85044205,419238.00473405,400966.25388624,369048.40817824,449774.82492163003,417856.97921363,440469.24444205,408551.39873405,347635.00108624,315717.15537824004
Bulgaria,2019,50200.422272,30215.170090000003,48325.344452000005,28340.09227,29619.210962000005,9633.958780000008,49506.56916002001,29521.316978020004,47168.9225987,27183.670416700006,23848.115236960002,3862.8630549600057,49672.63716002001,29687.384978020003,47445.70259870001,27460.450416700005,25229.379236960005,5244.127054960001
Cyprus,2019,22236.048603000003,21894.681016000002,21871.927503000003,21530.559916000002,18239.386053000002,17898.018466,22222.5518106,21881.1842236,21849.432849,21508.065262,18127.1270178,17785.7594308,22207.7676006,21866.400013600003,21824.792499000003,21483.424912000002,18004.159937800003,17662.792350800002
Czechia,2019,203859.161722,176189.009518,198319.880002,170649.727798,143058.950462,115388.79825800001,204983.08481593,177312.93261193,200193.08515855,172522.93295455002,152407.13619564002,124736.98399164001,204497.19101593,176827.03881193,199383.26215855,171713.10995455,148365.73379564,120695.58159164
Germany,2019,3351383.354508,3188136.210455,3318295.275288,3155048.131235,2988202.294498,2824955.1504450003,3347074.75838316,3183827.61433016,3311114.2817466,3147867.1376936,2952365.71720568,2789118.57315268,3338639.76398316,3175392.61993016,3297055.9577466,3133808.8136936,2882207.98600568,2718960.84195268
Denmark,2019,303132.648791,297283.178085,301103.30665100005,295253.835945,280858.202921,275008.732215,300571.72730165004,294722.25659565005,296835.10416875,290985.63346275,259557.84005720002,253708.36935120003,299593.03490165004,293743.56419565005,295203.95016875,289354.47946275,251417.60485720003,245568.1341512
Estonia,2019,26297.853986000002,25754.755787000002,25638.985706,25095.887507,19065.990246,18522.892047,26283.829491110002,25740.731292110002,25615.61154785,25072.51334885,18949.34206628,18406.24386728,26137.66949111,25594.57129211,25372.01154785,24828.91334885,17733.662066279998,17190.563867279998
Greece,2019,170544.565747,153880.947025,167152.959067,150489.340345,133317.644807,116654.02608499999,169238.1209248,152574.5022028,164975.55103,148311.932308,122451.34184139999,105787.72311939999,170076.21622479998,153412.5975028,166372.37653,149708.757808,129422.16624139999,112758.54751939999
Spain,2019,1190779.926319,1117763.417844,1179667.365559,1106650.857084,1068806.342739,995789.834264,1187171.86247038,1114155.35399538,1173653.9258113,1100637.4173363,1038796.41485524,965779.90638024,1185212.79557038,1112196.28709538,1170388.8143113,1097372.3058363,1022501.95365524,949485.4451802401
Finland,2019,234718.989076,231189.015164,232784.337196,229254.363284,213483.881536,209953.907624,234024.89361499,230494.91970299,231627.51142765,228097.53751565,207710.77008252,204180.79617052,233344.63851499,229814.66460299,230493.75292765,226963.77901564998,202052.77528252,198522.80137052
France,2019,2353139.078069,2233042.417444,2335800.108029,2215703.447404,2162823.240249,2042726.579624,2349737.4352601,2229640.7746351,2330130.7033475,2210034.0427225,2134530.2111718,2014433.5505468,2343531.0784601,2223434.4178351,2319786.7753475,2199690.1147225,2082909.0847718,1962812.4241468
Croatia,2019,49820.596791,38953.346049,49019.927691000004,38152.676949,41032.300241000004,30165.049499000004,49442.66073978,38575.40999778001,48390.0342723,37522.7835303,37888.83213244,27021.581390440002,49088.046339780005,38220.79559778,47799.0102723,36931.7595303,34939.34093244,24072.09019044
Hungary,2019,131502.572245,106774.59201,129008.455585,104280.47535,104126.672715,79398.69248,130867.82885152,106139.84861652,127950.5499292,103222.5696942,98847.21972796001,74119.23949296001,129861.49205152,105133.51181652001,126273.3219292,101545.3416942,90477.05332796,65749.07309296001
Ireland,2019,349023.58697400003,344036.46854900004,346175.05835400004,341187.93992900004,317757.594264,312770.475839,348378.71633304004,343391.59790804004,345100.2739524,340113.1555274,312393.90829792,307406.78987292,347577.70913304004,342590.59070804005,343765.26195240003,338778.14352740004,305731.56269792,300744.44427292
Italy,2019,1681195.724349,1464411.0420300001,1665217.279629,1448432.59731,1505813.271589,1289028.5892699999,1677513.74019567,1460729.05787667,1659080.63937345,1442295.95705445,1475188.51450416,1258403.83218516,1671583.33599567,1454798.65367667,1649196.63237345,1432411.95005445,1425862.61290416,1209077.93058516
Lithuania,2019,46847.860375,44219.939087,46242.907074999996,43614.985787,40207.777725,37579.856436999995,46149.987740799996,43522.0664528,45079.786018,42451.86473,34403.249783399995,31775.3284954,45639.4735408,43011.5522528,44228.929017999995,41601.00773,30157.0681834,27529.1468954
Latvia,2019,28410.033061000002,24988.966868000003,28038.264181000002,24617.197988,24329.427021000003,20908.360828000004,28139.32575595,24718.259562950003,27587.085339250003,24166.01914625,22077.829753600003,18656.763560600004,27653.696555950002,24232.630362950003,26777.70333925,23356.637146250003,18038.628153600002,14617.5619606
Malta,2019,14002.629459,13762.994187,13912.092579,13672.457307,13008.879419,12769.244147,13981.92839169,13742.29311969,13877.59080015,13637.95552815,12836.69911312,12597.06384112,13468.51619169,13228.88091969,13021.90380015,12782.26852815,8566.413513120002,8326.778241120002
Netherlands,2019,785936.606777,752754.489884,778143.763397,744961.6465040001,700400.873487,667218.756594,784746.92216816,751564.80527516,776160.9557156,742978.8388226,690505.71896268,657323.60206968,783810.89966816,750628.78277516,774600.9182156,741418.8013226,682720.38896268,649538.27206968
Norway,2019,360639.65383270587,356761.13627270586,359130.6055927059,355252.0880327059,344076.05291270587,340197.53535270586,358427.8523646759,354549.3348046759,355444.26981265587,351565.75225265586,325679.4819722659,321800.96441226586,358030.5302646759,354152.0127046759,354782.06631265586,350903.54875265586,322374.7711722659,318496.25361226586
Poland,2019,452696.92335399997,362176.86349399993,437216.725474,346696.66561399994,282783.32281399996,192263.26295399998,450377.75939520996,359857.69953521,433351.45220934995,342831.39234935,263493.76861708,172973.70875707996,450707.50139521,360187.44153521,433901.02220934996,343380.96234935,266236.38461708,175716.32475708
Portugal,2019,201272.207922,181356.74454800002,198762.252222,178846.788848,173722.456072,153806.99269800002,200760.81506667,180845.35169267,197909.93079645,177994.46742245002,169468.96629116,149553.50291716002,200455.56116667,180540.09779267,197401.17429645002,177485.71092245,166930.02909116002,147014.56571716
Romania,2019,196335.82695800002,147032.93937500002,193499.14065800002,144196.25307500002,165199.81780800002,115896.930225,193130.76875123,143827.88116823,188157.37698005,138854.48939705,138541.87335804,89238.98577504,192610.02335123002,143307.13576823001,187289.46798005002,137986.58039705,134210.59415804,84907.70657503998
Sweden,2019,473978.852314,469899.058479,473460.085114,469380.291279,468284.764714,464204.97087900003,471311.71429444,467231.92045944,469014.8550814,464935.0612464,446100.95007512,442021.15624012,469564.39669444,465484.60285944,466102.6590814,462022.8652464,431567.70527512,427487.91144012
Slovenia,2019,43732.15055400001,35394.067609000005,43150.030134,34811.947189000006,37342.685944000004,29004.602999000002,43518.301555980004,35180.21861098,42793.6151373,34455.5321923,35564.00538904,27225.922444040003,43106.161855980004,34768.07891098,42106.7156373,33768.6326923,32136.049789040004,23797.966844040006
Slovakia,2019,86759.36038499999,76429.156193,85310.938725,74980.734533,70861.208355,60531.004163,86408.21467995,76078.01048795,84725.69588325,74395.49169125,67940.5678876,57610.3636956,86001.68197995,75671.47778795,84048.14138325,73717.93719125,64559.2482876,54229.044095599995
Belgium,2020,440331.710003,411023.545651,435840.324503,406532.160151,391033.407253,361725.242901,440247.84081200004,410939.67646,435700.542518,406392.378166,390335.828585,361027.664233,434720.787812,405412.62346000003,426488.787518,397180.623166,344364.784585,315056.620233
Bulgaria,2020,50636.563488,30444.774093999997,49013.710368,28821.920974,32823.818528,12632.029133999997,49953.38956461,29761.60017061,47875.08716235,27683.29776835,27141.54653028,6949.757136280001,49993.954634609996,29802.16524061,47942.69561235,27750.90621835,27478.94489028,7287.15549628
Cyprus,2020,21238.244827,20955.912221,20890.429807,20608.097200999997,17420.560917,17138.228311,21220.961773029998,20938.629167029998,20861.62471705,20579.29211105,17276.80980144,16994.47719544,21254.40658303,20972.07397703,20917.36606705,20635.03346105,17554.985681439997,17272.65307544
Czechia,2020,195659.598226,170353.945277,190410.128686,165104.475737,138040.420656,112734.76770699999,197009.63185549,171703.97890649,192660.18473515,167354.53178615,149269.27179651998,123963.61884752,196509.09685549,171203.44390649,191825.95973514998,166520.30678615,145106.09179652,119800.43884752
Germany,2020,3290708.802864,3142283.532127,3259833.783024,3111408.512287,2951818.704144,2803393.4334070003,3288736.80715881,3140311.53642181,3256547.12351535,3108121.85277835,2935416.70811988,2786991.43738288,3280797.23215881,3132371.96142181,3243314.49851535,3094889.22777835,2869379.60811988,2720954.33738288
Denmark,2020,305231.254244,299580.624487,303301.162724,297650.532967,284046.202084,278395.572327,303178.45290929,297527.82315229,299879.82716615,294229.19740915,266972.10844291997,261321.47868591998,302283.31110929,296632.68135229,298387.92416615,292737.29440914997,259526.80204292,253876.17228591998
Estonia,2020,25939.849199,25433.323965,25355.370899,24848.845665,19524.504049,19017.978815000002,26047.55479469,25541.02956069,25534.880225150002,25028.35499115,20420.34106712,19913.815833120003,25844.732594690002,25338.20736069,25196.84322515,24690.31799115,18733.37546712,18226.85023312
Greece,2020,153922.50313000003,138922.190188,150980.47411,135980.16116800002,121630.23222,106629.91927800002,152680.69771018001,137680.38476818003,148910.79841030002,133910.4854683,111301.56491864001,96301.25197664001,152927.74591018,137927.43296818002,149322.54541030002,134322.2324683,113356.37851864,98356.06557664002
Spain,2020,1068485.382744,998236.535312,1058903.099544,988654.252112,963308.4171440001,893059.569712,1065396.96032937,995148.11289737,1053755.72885295,983506.8814209499,937620.58626676,867371.73883476,1063046.34212937,992797.49469737,1049838.03185295,979589.18442095,918069.41266676,847820.56523476
Finland,2020,233581.374369,230478.892598,231955.585449,228853.103678,215736.405509,212633.923738,232910.10286928999,229807.62109829,230836.79961615,227734.31784515,210153.13144792,207050.64967692,232257.64336929,229155.16159829,229749.36711615,226646.88534515,204726.32544792,201623.84367692
France,2020,2242056.668455,2134380.210793,2226486.982855,2118810.525193,2071160.833655,1963484.3759929999,2239005.74856949,2131329.29090749,2221402.11637915,2113725.65871715,2045784.92857552,1938108.47091352,2233077.34776949,2125400.89010749,2211521.44837915,2103844.99071715,1996475.69017552,1888799.23251352
Croatia,2020,44056.634387,31657.019917999998,43290.553127,30890.938658,35647.980557,23248.366088,43688.78344697,31289.16897797,42677.46822695,30277.85375795,32588.39496056,20188.780491560003,43330.61584697,30931.001377970002,42080.52222695,29680.90775795,29609.35016056,17209.735691560003
Hungary,2020,123536.907253,99968.83064500001,121190.964913,97622.888305,97787.397283,74219.320675,122906.37881026001,99338.30220226,120140.0841751,96572.0075671,92543.00198148,68974.92537348001,122065.62491026,98497.54830226,118738.82767510001,95170.7510671,85550.06478148,61981.988173480015
Ireland,2020,368163.910292,363367.31910699996,365387.76279199996,360591.171607,337692.386542,332895.79535699997,368249.38133297,363452.79014796996,365530.21452695,360733.62334195,338403.28853356,333606.69734856,367701.47033296997,362904.87914797,364617.02952695,359820.43834194995,333846.06053356,329049.46934856
Italy,2020,1551628.373534,1343158.604961,1536826.5172340001,1328356.748661,1389160.379384,1180690.610811,1549009.3979843901,1340539.62941139,1532461.5579846501,1323991.78941165,1367377.15417772,1158907.38560472,1543742.9948843902,1335273.22631139,1523684.21948465,1315214.45091165,1323574.05537772,1115104.28680472
Lithuania,2020,47855.563626999996,45247.315164,47285.731566999995,44677.483104,41600.978397,38992.729933999995,47006.301001809996,44398.05253881,45870.29385835,43262.04539535,34537.27021288,31929.021749879998,46596.22770181,43987.979238809996,45186.838358349996,42578.58989535,31126.50181288,28518.25334988
Latvia,2020,27882.21872,24702.03867,27407.71364,24227.53359,22673.96058,19493.78053,27857.95389137,24677.77384137,27367.27225895,24187.09220895,22472.13883076,19291.95878076,27431.02809137,24250.84804137,26655.72925895,23475.54920895,18921.20043076,15741.02038076
Malta,2020,13086.073039,12835.393929,12997.027159,12746.348049,12108.688499,11858.009389,13079.53199407,12828.85288407,12986.12541745,12735.44630745,12054.28361736,11803.60450736,12648.39149407,12397.71238407,12267.55791745,12016.87880745,8468.289617360002,8217.610507360001
Netherlands,2020,771504.944025,740368.906108,764409.905445,733273.867528,693628.449135,662492.411218,770669.3112708901,739533.27335389,763017.18418815,731881.14627115,686678.10686272,655542.06894572,769715.34007089,738579.30215389,761427.23218815,730291.19427115,678743.48926272,647607.45134572
Norway,2020,318745.9293796471,314925.524743647,317472.282319647,313651.87768364704,304766.13664964703,300945.73201364704,316545.38749274705,312724.98285674705,313804.71250814706,309984.30787214707,286463.21682844707,282642.812192447,316177.92109274707,312357.516456747,313192.26850814704,309371.86387214705,283406.82962844707,279586.424992447
Poland,2020,449853.38521599997,362811.66542999994,435030.02701599995,347988.3072299999,287149.38211599994,200107.66232999996,447562.57411236997,360520.85432636994,431212.00850994996,344170.28872395,268095.65166676,181053.93188076,448310.66131237,361268.94152636995,432458.82050995,345417.10072394996,274317.83726675995,187276.11748075997
Portugal,2020,188315.598829,169461.790976,186071.001229,167217.19337599998,163678.46802899998,144824.660176,187935.55074372998,169081.74289073,185437.58775355,166583.77990055,160517.43316104,141663.62530804,187559.82504373,168706.01719073,184811.37825355,165957.57040055,157392.34956104,138538.54170804
Romania,2020,194088.399968,146740.640067,191499.970208,144152.21030700003,165677.30188800002,118329.541987,190778.27563433,143430.51573333002,185983.09631855,138635.33641755002,138145.47409684001,90797.71419584,190347.69583433002,142999.93593333,185265.46331855003,137917.70341755002,134564.14369684,87216.38379584
Sweden,2020,478219.224614,474329.19096200005,478012.273394,474122.239742,475947.688604,472057.654952,475446.36657353,471556.33292153,473390.84332655004,469500.80967455,452884.55188644,448994.51823444,473892.78027353005,470002.74662153004,470801.53282655,466911.49917455,439962.65948644,436072.62583444
Slovenia,2020,42490.964507000004,34620.185247,41952.018407,34081.239147,36575.389457,28704.610197,42269.42648183,34398.647221830004,41582.78836505,33712.009105050005,34732.755723840004,26861.97646384,41894.50088183,34023.72162183,40957.912365050004,33087.13310505,31614.326923840003,23743.547663840003
Slovakia,2020,86359.791853,76552.571454,85119.17779300001,75311.95739400001,72742.57562300001,62935.355224000006,85873.66351912,76066.44312012,84308.96390320001,74501.74350420001,68699.22249676,58892.00209776001,85493.20021912,75685.97982012,83674.8584032,73867.63800420001,65534.73409676001,55727.51369776001
Belgium,2021,486849.990428,456504.25766,482203.64130799996,451857.90854,435850.77746799996,405505.04469999997,486854.64569896995,456508.91293096996,482211.40009295,451865.66732495,435889.49749956,405543.76473155996,480304.21439896995,449958.48163096997,471294.01459295,440948.28182495,381406.54509956,351060.81233155995
Bulgaria,2021,59973.96370100001,40487.06613200001,58090.631201000004,38603.733632,39302.14745100001,19815.24988200001,59282.417076980004,39795.51950798,56938.05349430001,37451.15592530001,33550.23584804001,14063.338279040006,59391.60237698001,39904.70480798001,57120.02899430001,37633.13142530001,34458.38024804001,14971.482679040011
Cyprus,2021,24073.065438999998,23793.052369999998,23715.693739,23435.680669999998,20150.485589,19870.47252,24062.021831949998,23782.008762949998,23697.287727249997,23417.274658249997,20058.630825599997,19778.617756599997,24074.266511949998,23794.253442949997,23717.695527249998,23437.682458249998,20160.4754656,19880.4623966
Czechia,2021,218017.793921,192780.419245,212667.260621,187429.885945,159289.32127100002,134051.946595,219130.88584829,193893.51117229002,214522.41383315,189285.03915715,168547.41920592,143310.04452992,218345.53414829,193108.15947229002,213213.49433315,187976.11965715,162015.28760592,136777.91292992
Germany,2021,3501996.320459,3353100.74271,3469893.351239,3320997.77349,3149628.015449,3000732.4377,3499705.42018517,3350809.84243617,3466075.18411595,3317179.60636695,3130573.54333016,2981677.96558116,3490147.63978517,3341252.06203617,3450145.55011595,3301249.97236695,3051077.08413016,2902181.50638116
Denmark,2021,336864.635572,331386.517117,334921.245592,329443.12713700003,315533.616982,310055.498527,334516.00393903,329037.88548403,331006.85953705,325528.74108205,295998.96657444,290520.84811944,333440.11513903004,327961.99668403,329213.71153705,323735.59308205004,287050.30417444004,281572.18571944
Estonia,2021,29768.186217,29271.803019,29117.280717,28620.897519,22623.723467,22127.340269,29887.97386449,29391.59066649,29316.92679615,28820.54359815,23620.05247152,23123.66927352,29668.55116449,29172.16796649,28951.22229615,28454.83909815,21795.01287152,21298.62967352
Greece,2021,170012.866972,154873.46342,166988.337772,151848.93422,136815.058372,121675.65482,168783.80597716,153644.40242516,164939.9027806,149800.4992286,126592.39231967999,111452.98876767998,169202.83157716,154063.42802515998,165638.2787806,150498.8752286,130077.62111968,114938.21756768
Spain,2021,1169806.406659,1098859.256571,1159544.721799,1088597.571711,1057172.199029,986225.048941,1166593.05746323,1095645.90737523,1154189.13980605,1083241.98971805,1030445.29460704,959498.14451904,1163952.43136323,1093005.28127523,1149788.09630605,1078840.94621805,1008481.9918070401,937534.84171904
Finland,2021,245551.699935,242413.46252,243521.308215,240383.0708,223265.733675,220127.49625999999,245494.07458722,242355.83717222,243425.2659687,240287.02855370002,222786.43713156,219648.19971656,244627.80568722,241489.56827222,241981.48446870001,238843.2470537,215581.27993155998,212443.04251656
France,2021,2421991.855999,2309085.435204,2405286.553399,2292380.132604,2238631.272699,2125724.851904,2419111.15169266,2306204.73089766,2400485.3795551,2287578.9587601,2214671.12894468,2101764.70814968,2412240.76229266,2299334.34149766,2389034.7305551,2276128.3097601,2157526.93774468,2044620.51694968
Croatia,2021,52149.201403,40262.501882,51366.151303,39479.451782000004,43554.294353,31667.594832,51769.71731767,39883.01779667,50733.677827449996,38846.97830645,40397.95053216,28511.25101116,51419.40581767,39532.706296669996,50149.82532745,38263.12580645,37484.248532159996,25597.54901116
Hungary,2021,139479.265299,115855.96798199999,137084.40597899997,113461.10866199998,113192.833239,89569.53592199998,138792.84034377,115169.54302677,135940.36438694998,112317.06706994999,107483.52091296,83860.22359596,137716.46014376997,114093.16282676999,134146.39738694998,110523.10006994999,98530.77131295999,74907.47399596
Ireland,2021,426662.472725,421722.36995200004,423745.651685,418805.548912,394646.889405,389706.786632,426775.67848088,421835.57570788,423934.3279448,418994.2251718,395588.47378724004,390648.37101424,426210.99058088,421270.88780788,422993.1814448,418053.07867180003,390891.70458724,385951.60181424004
Italy,2021,1710071.6366990001,1504551.8860030002,1693686.668939,1488166.918243,1530227.109619,1324707.358923,1707665.7425825,1502145.9918865,1689676.8454115002,1484157.0947155003,1510216.180777,1304696.430081,1701601.5578825,1496081.8071865002,1679569.8709115002,1474050.1202155002,1459777.5651770001,1254257.814481
Lithuania,2021,54434.174965,51941.949131,53837.738005,51345.512170999995,47887.569285,45395.343451,53731.11055561,51238.88472161,52665.96398935,50173.73815535,42039.85895928,39547.63312528,53201.38135561,50709.155521609995,51783.08198935,49290.85615535,37633.857359279995,35141.63152528
Latvia,2021,30927.164343,27535.546495000002,30375.596403000003,26983.978555,24873.049573000004,21481.431725000002,30999.827817240002,27608.20996924,30496.7021934,27105.084345400002,25477.425136520003,22085.80728852,30491.62571724,27100.007869240002,29649.6986934,26258.0808454,21250.474336520005,17858.856488520003
Malta,2021,15064.677436,14827.775017,14975.038516,14738.136097,14080.783576,13843.881157,15058.81812793,14821.91570893,14965.27300255,14728.37058355,14032.04901364,13795.14659464,14515.12182793,14278.21940893,14059.11250255,13822.21008355,9509.87661364,9272.974194639999
Netherlands,2021,845845.18008,815296.682428,838622.4888,808073.991148,766567.54484,736019.047188,845021.45074686,814472.95309486,837249.6065781,806701.1089261,759716.20879928,729167.71114728,843491.66584686,812943.16819486,834699.9650781,804151.4674261,746992.28359928,716443.78594728
Norway,2021,421178.91159688233,417404.6505708823,419765.12691688235,415990.8658908823,405660.94165688235,401886.6806308823,419222.7342592923,415448.47323329234,416504.83135423233,412730.5703282323,389390.5142775623,385616.25325156236,418988.83415929234,415214.5731332923,416114.9978542323,412340.73682823236,387445.0594775623,383670.7984515623
Poland,2021,499231.729005,414567.082204,483278.328045,398613.681244,324124.161325,239459.514524,496646.17932632996,411981.53252532997,478969.07858055,394304.43177955,302618.95447384,217954.30767284002,497498.07162632997,412833.42482533003,480388.89908054995,395724.25227954995,309704.53487384,225039.88807284
Portugal,2021,203834.62907300002,184567.523644,201713.512313,182446.406884,180552.847493,161285.74206400002,203327.65485434,184060.54942534002,200868.55528190001,181601.4498529,176336.10954732,157069.00411832,202752.36405434003,183485.25862534,199909.73728190002,180642.63185290003,171551.15114732002,152284.04571832
Romania,2021,213724.209082,163920.78105599998,210946.130422,161142.70239599998,183231.488552,133428.060526,210477.08693505998,160673.65890906,205534.2601771,155730.83215109998,156223.67894888,106420.25092287999,209922.74993505998,160119.32190906,204610.3651771,154806.9371511,151613.00294888,101809.57492288001
Sweden,2021,538382.696436,534561.62726,538126.249896,534305.18072,535567.890366,531746.82119,535552.4605401,531731.3913641,533409.1900695,529588.1208935,512027.5156128,508206.4464368,533685.4870401,529864.4178641,530297.5675695,526476.4983935,496499.0376128,492677.9684368
Slovenia,2021,47593.925737000005,39518.71363500001,47047.895497000005,38972.683395,41600.593817,33525.381715,47359.91138209,39284.699280090004,46657.871572150005,38582.65947015,39654.188706320005,31578.976604320003,46878.53468209,38803.32258009,45855.57707215,37780.36497015,35650.35710632001,27575.145004320002
Slovakia,2021,92702.255164,82601.845439,91290.537304,81190.12757899999,77206.971034,67106.561309,92218.23982114,82117.83009614,90483.8450659,80383.4353409,73181.19262672,63080.78290172,91835.81722114,81735.40749613999,89846.4740659,79746.0643409,70000.40782672,59899.99810172
Austria,1995,167423.757487,139804.96785299998,164896.097947,137277.308313,139679.684917,112060.89528299999,,,,,,,,,,,,
Switzerland,1995,248509.5213681189,222487.3725411189,246395.4093681189,220373.2605411189,225304.6253681189,199282.47654111893,248035.8576900789,222013.7088630789,245605.96990471892,219583.82107771892,221364.9465221989,195342.7976951989,245068.96719007893,219046.81836307893,240661.15240471892,214639.00357771892,196687.9525221989,170665.8036951989
Luxembourg,1995,12562.249356,7125.900804000001,12160.902396000001,6724.553844000002,8156.988676000001,2720.6401240000014,,,,,,,,,,,,
Austria,1996,169611.79268,141494.379552,166912.997,138795.58387200002,139989.29724,111871.88411200001,,,,,,,,,,,,
Switzerland,1996,247923.17600230532,222871.13560130532,245852.24546230532,220800.2050613053,225192.24793230533,200140.20753130532,247324.24892908533,222272.20852808532,244854.03367360533,219801.99327260532,220210.69576774532,195158.6553667453,243284.7645290853,218232.7241280853,238121.5596736053,213069.5192726053,186612.44456774532,161560.4041667453
Luxembourg,1996,13119.649307999998,7776.260278,12717.159108,7373.770078,8701.840207999998,3358.4511779999993,,,,,,,,,,,,
Austria,1997,171309.04509700002,144373.194993,168787.33023700002,141851.480133,143630.222467,116694.37236300002,,,,,,,,,,,,
Switzerland,1997,241231.6381446793,217669.2776806793,239141.3603046793,215578.99984067932,218288.35042467932,194725.98996067932,240746.6512353493,217184.29077134933,238333.0487891293,214770.6883251293,214254.49105183932,190692.13058783932,237389.3308353493,213826.9703713493,232737.51478912932,209175.15432512932,186330.11185183932,162767.75138783932
Luxembourg,1997,14538.6604,10198.534852,14166.9436,9826.818052,10458.626,6118.500452,,,,,,,,,,,,
Austria,1998,178290.749876,151207.34696599998,175654.881956,148571.479046,149358.96151599998,122275.55860599999,,,,,,,,,,,,
Switzerland,1998,253538.30813312417,230152.33006312416,251344.72793312417,227958.74986312416,229461.15403312416,206075.17596312414,253093.15607591416,229707.17800591417,250602.80783777416,227216.82976777415,225758.61946204415,202372.64139204417,248539.65467591415,225153.67660591417,243013.63883777417,219627.66076777416,187885.05226204416,164499.07419204415
Luxembourg,1998,15974.405888000001,12734.106902000001,15636.202988000001,12395.904002000001,12262.226438000002,9021.927452000002,,,,,,,,,,,,
Austria,1999,187658.86072,161387.58638400002,185139.74398,158868.469644,160008.55555,133737.28121400002,,,,,,,,,,,,
Switzerland,1999,263654.71611245757,241000.17736245756,261453.05343245756,238798.51468245758,239488.84717245758,216834.30842245757,263228.15374874754,240573.61499874757,260742.11615960757,238087.57740960756,235940.93163937755,213286.39288937757,259323.20584874757,236668.66709874757,254233.86965960756,231579.33090960758,203461.6824393776,180807.14368937758
Luxembourg,1999,18415.442621,15002.089358,18060.688361,14647.335098,14521.592291,11108.239028,,,,,,,,,,,,
Austria,2000,197095.610364,170987.449239,194309.526504,168201.365379,166515.023234,140406.862109,,,,,,,,,,,,
Switzerland,2000,287413.32115400175,265631.55532300175,284921.3120540018,263139.5462230018,260060.55460400175,238278.78877300175,287447.97336278175,265666.20753178175,284979.06573530176,263197.29990430176,260348.77297544177,238567.00714444177,284561.0550627818,262779.2892317818,280167.53523530177,258385.76940430177,236336.94457544177,214555.17874444177
