countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Portugal,2009,160435.186449,136797.048028,157763.984349,134125.845928,131115.563399,107477.424978,159603.10187568,135964.96345468,156377.17672679998,132739.0383058,124194.73297963999,100556.59455863999,157187.55587568,133549.41745468,152351.2667268,128713.1283058,104103.52497964,80465.38655863999
Romania,2009,85843.601563,15892.034595000005,81649.339183,11697.772215000005,39806.578773,-30144.988195000013,83806.12138350999,13854.554415509992,78253.53888385,8301.971915850008,22859.91823247999,-47091.64873552002,83532.65728351,13581.090315509995,77797.76538385,7846.198415850013,20585.39143248,-49366.175535520015
Sweden,2009,311076.857434,305805.75008,310636.872994,305365.76564,306247.504414,300976.39706,307788.64421179,302517.53685779,305156.51762365,299885.41026965,278897.92142292,273626.81406892,305898.51191179,300627.40455779,302006.29712365,296735.18976965,263176.82102292,257905.71366891998
Slovenia,2009,30123.455307000004,18565.513223,29605.701147,18047.759063,24440.487027000003,12882.544943,29719.628681910002,18161.686597910004,28932.65677185,17374.714687850003,21081.675097680003,9523.733013680005,29519.710781910002,17961.768697910004,28599.460271850003,17041.51818785,19418.865897680003,7860.923813680001
Slovakia,2009,53926.67078,39099.336024000004,52291.13996,37463.805204000004,35974.772970000005,21147.438214,53541.329341489996,38713.99458549,51648.90422915,36821.569473150004,32769.71084652,17942.376090519996,52843.03734149,38015.70258549,50485.08422915,35657.749473150005,26961.694846519997,12134.36009052
Belgium,2010,331829.067765,284207.01510799996,326231.22124499996,278609.168588,270386.038105,222763.985448,331650.04747970996,284027.99482270994,325932.85410284996,278310.80144585,268897.04398608,221274.99132907996,325255.71757970995,277633.66492271,315275.63760285,267653.58494584996,215712.45878607998,168090.40612907996
Bulgaria,2010,18983.754424000002,-12146.395902999997,16985.395684,-14144.754643,-2950.611745999995,-34080.76207299999,18155.63060902,-12974.519717979994,15605.189325700001,-15524.961001299998,-9838.498715039997,-40968.64904204001,18336.484709020002,-12793.66561797999,15906.612825700002,-15223.537501300001,-8334.251915039997,-39464.40224204
Cyprus,2010,18350.006903999998,17891.029873,17960.187264,17501.210232999998,14071.272283999999,13612.295252999998,18298.5960438,17839.619012799998,17874.502496999998,17415.525466,13643.664494399998,13184.687463399998,18263.8956438,17804.9186128,17816.668497,17357.691466,13355.045294399999,12896.068263399999
Czechia,2010,130022.03469799999,89636.08100899999,124393.98639799998,84008.03270899999,68247.504548,27861.550858999995,130145.48879429,89759.53510529,124599.74322514998,84213.78953614998,69274.32909491999,28888.375405919985,129945.87959428999,89559.92590528999,124267.06122514998,83881.10753614998,67614.08749492,27228.13380591999
Germany,2010,2413921.631026,2205736.108366,2374873.252426,2166687.729766,1985319.1897260002,1777133.667066,2409536.72711569,2201351.20445569,2367565.07924215,2159379.55658215,1948847.9254561202,1740662.40279612,2397504.76661569,2189319.24395569,2347511.81174215,2139326.28908215,1848772.5714561201,1640587.04879612
Denmark,2010,234435.01266399998,226125.834665,231613.230484,223304.052485,203462.593974,195153.415975,232195.88103115,223886.70303215,227881.34442925,219572.16643024998,184838.7054722,176529.5274732,231366.81363115,223057.63563215,226499.56542925,218190.38743025,177942.9702722,169633.7922732
Estonia,2010,12692.234736,11535.437004,12035.819676000001,10879.021944,5487.298006000001,4330.500274,12232.08407223,11075.28634023,11268.90190305,10112.10417105,1660.013120040001,503.2153880400019,12341.111872230002,11184.31414023,11450.61490305,10293.817171050001,2566.8475200400026,1410.0497880400017
Greece,2010,203631.911363,177402.655491,198769.715423,172540.459551,150263.522593,124034.266721,202763.34307577,176534.08720377,197322.10161095,171092.84573895,143039.24033096002,116809.98445896001,203106.44737577,176877.19150377,197893.94211095,171664.68623895,145892.99673096,119663.74085896001
Spain,2010,1005326.0267330001,913167.120858,992284.715093,900125.809218,862182.1061130001,770023.200238,1002067.15291634,909908.24704134,986853.2587319,894694.3528569,835076.5524633201,742917.64658832,999216.21391634,907057.30804134,982101.6937319,889942.7878569,811363.98046332,719205.07458832
Finland,2010,181742.74663,176463.50134,179659.57393,174380.32864,158877.44628,153598.20099,179829.14850328,174549.90321328,176470.2437188,171190.9984288,142961.16979744,137681.92450744,178660.95210328,173381.70681328,174523.2497188,169244.0044288,133244.74259744,127965.49730744
France,2010,1881078.633442,1705194.639839,1861502.268802,1685618.275199,1666204.726322,1490320.732719,1876231.24563898,1700347.25203598,1853423.2891303,1677539.2955272999,1625886.77062704,1450002.77702404,1868248.85583898,1692364.86223598,1840119.3061303,1664235.3125272999,1559493.5602270402,1383609.56662404
Croatia,2010,37265.032059000005,20505.696054000004,36371.127999000004,19611.791994000003,27453.370829000003,10694.034824000002,36799.59522021,20040.259215210004,35595.39993435,18836.063929350003,23582.118392080007,6822.782387080006,36602.92182021,19843.585815210005,35267.61093435,18508.274929350002,21946.295192080004,5186.959187080007
Hungary,2010,81939.00637300001,51395.08416300001,79347.53035300001,48803.608143000005,53494.47196300001,22950.549753000014,81299.4851704,50755.562960400006,78281.661682,47737.73947200001,48175.279738200006,17631.35752820001,80035.17597040001,49491.25376040001,76174.479682,45630.55747200001,37659.43813820001,7115.5159282000095
Ireland,2010,159208.561058,153002.607808,156264.867158,150058.913908,126898.016108,120692.06285799999,159170.76713057,152964.81388057,156201.87727895,149995.92402895,126583.66661635999,120377.71336636,158650.43753057,152444.48428057,155334.66127895,149128.70802895,122255.84581636,116049.89256636
Italy,2010,1450744.2839549999,1138101.8336959998,1430509.477335,1117867.0270759999,1228643.192245,916000.741986,1447049.20022994,1134406.74997094,1424351.0044598999,1111708.5542009,1197909.47999212,885267.0297331199,1436490.28682994,1123847.83657094,1406752.8154598998,1094110.3652009,1110086.13679212,797443.68653312
Lithuania,2010,26207.101039999998,23585.276148999998,25769.94026,23148.115369,21408.74105,18786.916159,25415.90716604,22794.08227504,24451.283803399998,21829.458912399998,14828.017399919998,12206.192508919998,24983.82796604,22362.00307504,23731.1518034,21109.3269124,11234.215799919999,8612.390908919999
Latvia,2010,10184.052886000001,6464.426172000001,9770.553646,6050.926932,5645.406466,1925.7797520000004,9948.763834450001,6229.137120450001,9378.405226750001,5658.778512750001,3688.3991166000014,-31.227597400000377,9646.15593445,5926.529220450002,8874.05872675,5154.432012750001,1171.4699165999991,-2548.156797399999
Malta,2010,6405.895812000001,6035.667367,6281.007552,5910.779107,5035.098482,4664.870037000001,6393.4114989,6023.1830539,6260.2003635,5889.9719185,4931.2607032,4561.0322582,6185.2657989,5815.0373539,5913.2908635,5543.0624185,3200.0171032000003,2829.7886582
Netherlands,2010,603591.361327,559194.039104,594360.170827,549962.8486039999,502268.056077,457870.733854,602775.18341326,558377.86119026,592999.8743041,548602.5520811001,495479.52866748,451082.20644448,600251.45381326,555854.13159026,588793.6583041,544396.3360811,474488.50786748,430091.18564448
Norway,2010,320447.7650472353,315335.12990923534,319129.0225872353,314016.3874492353,305972.9966172353,300860.36147923535,318330.1759835753,313217.54084557533,315599.7074811353,310487.0723431353,288360.0336115553,283247.39847355534,317717.3182835753,312604.68314557534,314578.2779811353,309465.64284313534,283262.6140115553,278149.9788735553
Poland,2010,267859.051484,155464.21838099998,252115.665224,139720.83212099998,95056.64515400003,-17338.187948999985,265249.7657042,152854.9326012,247766.855591,135372.022488,73354.01422359998,-39040.81887940003,265531.5395042,153136.7064012,248236.478591,135841.645488,75697.65662359999,-36697.17647940002
Portugal,2010,164971.68977199998,142079.19946099998,162320.08067199998,139427.59036099998,135867.123222,112974.632911,164387.84347182998,141495.35316082998,161347.00350505,138454.51319405,131011.00478883999,108118.51447783998,161684.94817182998,138792.45786083,156842.17800505,133949.68769405,108529.78038884,85637.29007783999
Romania,2010,90970.743968,24774.541201999993,87214.500008,21018.297242,49741.494787999996,-16454.70797799999,88562.78477387,22366.58200786999,83201.23468445,17005.031918449997,29713.38974475999,-36482.81302124,88060.41647386999,21864.21370786999,82363.95418444999,16167.751418450003,25534.961344760013,-40661.241421239974
Sweden,2010,370857.100946,365485.68250600004,370265.419646,364894.001206,364362.694296,358991.275856,367407.70889423,362036.29045423004,364516.43289305,359145.01445305,335672.51278604,330301.09434604,365327.19689423003,359955.77845423,361048.91289305,355677.49445305,318367.93678604,312996.51834604
Slovenia,2010,30073.185644,18266.622663000002,29542.677344000003,17736.114363,24250.225494000002,12443.662513000003,29664.722886710002,17858.159905710003,28861.90608185,17055.34310085,20852.85271908,9046.289738080006,29445.53958671,17638.976605710002,28496.60058185,16690.037600850002,19029.804319080005,7223.241338080006
Slovakia,2010,58069.916699999994,42459.953853,56364.586919999994,40754.624073,39351.89220999999,23741.929362999996,57738.700034429996,42128.73718743,55812.55914404999,40202.59629705,36597.01073764,20987.047890639995,56933.92543443,41323.962587429996,54471.268144049995,38861.30529705,29903.329937639995,14293.367090639993
Belgium,2011,348009.912289,305654.279002,342848.043409,300492.410122,291352.25624899997,248996.622962,347812.89677757997,305457.26349058,342519.68422329996,300164.0509363,289713.58755084,247357.95426384,340578.32957758,298222.69629058,330462.0722233,288106.4389363,229540.36195084,187184.72866383998
Bulgaria,2011,18072.513137,-25436.139246999992,15708.646457000003,-27800.005927,-7873.737802999996,-51382.39018699999,17456.537827190004,-26052.114556809996,14682.020940650003,-28826.63144335,-12997.087998879993,-56505.740382879994,17845.701427190004,-25662.950956809997,15330.626940650003,-28178.02544335,-9760.235198879993,-53268.88758288
Cyprus,2011,18769.944529999997,18307.835603,18394.736689999998,17932.627762999997,14651.591809999998,14189.482882999999,18729.59909564,18267.490168639997,18327.494299399998,17865.3853724,14316.020260719997,13853.911333719998,18694.137025639997,18232.02809864,18268.3908494,17806.281922399998,14021.065900719997,13558.956973719998
Czechia,2011,137907.561213,98371.42924600001,132362.871993,92826.74002600001,77047.99620300002,37511.86423600002,138093.10733943002,98556.97537243001,132672.11553705,93135.98357005001,78591.26874664001,39055.136779640015,138056.04380943,98519.91184243001,132610.34298705,93074.21102005002,78282.99430664002,38746.86233964002
Germany,2011,2546747.845663,2342100.486707,2509002.735883,2304355.376927,2132450.331173,1927802.972217,2542256.7736972,2337609.4147412,2501517.61594,2296870.256984,2095096.0183146,1890448.6593586002,2531283.6352972,2326636.2763412,2483229.05194,2278581.692984,2003827.3751146002,1799180.0161586
Denmark,2011,239769.015694,232023.484882,237188.748214,229443.21740199998,211447.508354,203701.977542,237239.65804506998,229494.12723307,232973.15213245,225227.62132044998,190409.67648035998,182664.14566836,236255.80594507,228510.27513306998,231333.39863245,223587.86782045,182226.52568035998,174480.99486836
Estonia,2011,14454.636096999999,13102.806344999999,13787.695416999999,12435.865665,7134.168157,5782.338405,14008.48327345,12656.65352145,13044.107377749999,11692.277625749999,3423.309751599998,2071.4799995999983,13972.08124345,12620.251491449999,12983.43732775,11631.60757575,3120.537311599999,1768.7075595999977
Greece,2011,184726.97244900002,161970.255341,179994.417909,157237.700801,132781.552379,110024.83527100002,183882.49819047,161125.78108247003,178586.96081145,155830.24370345002,125757.67124456001,103000.95413656002,184642.47349047,161885.75638247002,179853.58631145,157096.86920345,132078.73564456002,109322.01853656002
Spain,2011,996049.879449,901109.606395,982984.884009,888044.610955,852646.000929,757705.7278750001,992808.83058711,897868.55753311,977583.13590585,882642.86285185,825688.7056332801,730748.4325792801,990465.47628711,895525.20323311,973677.54540585,878737.27235185,806197.94923328,711257.67617928
Finland,2011,192295.156963,187461.714977,190506.760423,185673.318437,172665.375893,167831.933907,190460.58948301,185627.14749701,187449.14795635,182615.70597035,157406.43367847998,152572.99169248,189574.25508301,184740.81309701,185971.92395635002,181138.48197035,150034.38247848,145200.94049248
France,2011,1954957.145051,1797806.321304,1936508.779871,1779357.956124,1752464.374861,1595313.551114,1949984.12313812,1792833.29939112,1928220.4100162,1771069.5862692,1711101.46244276,1553950.6386957602,1940722.14663812,1783571.3228911199,1912783.7825162,1755632.9587692,1634065.34044276,1476914.5166957602
Croatia,2011,37458.607776,21854.482356999997,36524.085516,20919.960097,27201.113446,11596.988027,37076.40519657,21472.27977757,35887.08121695,20282.95579795,24022.15865836,8418.033239359997,36913.405296569996,21309.27987757,35615.41471695,20011.28929795,22666.41345836,7062.288039359999
Hungary,2011,83796.937219,51978.804502,81247.989979,49429.857262000005,55819.206799,24001.074082000006,83149.59750787,51331.464790870006,80169.09046045001,48350.95774345,50434.984439759995,18616.851722759995,81952.45890787,50134.32619087001,78173.85946045,46355.72674345,40477.83163976,8659.698922759999
Ireland,2011,164285.969703,158650.087186,161554.749603,155918.867086,134307.57765300001,128671.695136,164138.00117649,158502.11865949,161308.13539215,155672.25287515,133076.85530552,127440.97278852001,163519.90817649,157884.02565949,160277.98039215,154642.09787515,127935.89130552,122300.00878852
Italy,2011,1501011.8217270002,1221381.3495510002,1480999.8230070001,1201369.3508310001,1281356.3119670001,1001725.8397910001,1497864.5584841701,1218234.08630817,1475754.38426895,1196123.9120929502,1255179.07483616,975548.60266016,1487932.53918417,1208302.06700817,1459201.0187689501,1179570.5465929501,1172569.89843616,892939.42626016
Lithuania,2011,29412.609977,26621.982421,28968.571697,26177.944141,24538.761237,21748.133681,28594.47474587,25803.84718987,27605.012978450002,24814.385422450003,17733.95391776,14943.32636176,27986.75784587,25196.13028987,26592.15147845,23801.52392245,12679.29271776,9888.66516176
Latvia,2011,17335.173833,13516.281963000001,16971.951113,13153.059243,13348.372073,9529.480203000001,17083.76584148,13264.87397148,16552.9377938,12734.0459238,11257.296080040001,7438.404210040002,16727.23624148,12908.34437148,15958.7217938,12139.8299238,8291.875280040002,4472.983410040002
Malta,2011,6554.952527,6198.950489000001,6430.670747,6074.6687090000005,5190.812037000001,4834.809999000001,6540.90693152,6184.904893520001,6407.261421200001,6051.2593832,5073.9883539600005,4717.986315960001,6190.5198315200005,5834.517793520001,5823.2829212,5467.2808832,2159.65755396,1803.6555159599993
Netherlands,2011,617221.188353,574472.694444,608567.874593,565819.380684,522240.768273,479492.274364,616412.02670957,573663.53280057,607219.27185395,564470.77794495,515510.59841335996,472762.10450436,613739.11940957,570990.62550057,602764.42635395,560015.93244495,493278.79801336,450530.30410436
Norway,2011,355753.3415041765,350832.1532791765,354530.3401441765,349609.1519191765,342329.4456241765,337408.2573991765,353203.0563791665,348281.8681541665,350279.8649358265,345358.6767108265,321117.5502986965,316196.3620736965,352800.0831791665,347878.8949541665,349608.2429358265,344687.0547108265,317765.8366986965,312844.6484736965
Poland,2011,288836.296487,181817.96114700002,273381.513647,166363.17830700002,119201.65626700004,12183.320927000022,285906.46609421005,178888.13075421005,268498.46299235005,161480.12765235003,94832.90823808004,-12185.427101919951,286413.84919421,179395.51385421006,269344.10149235005,162325.76615235003,99053.04703808005,-7965.288301919936
Portugal,2011,161244.98627400002,138097.32179100002,158507.96261400002,135360.29813100002,131202.893244,108055.22876100002,160879.30997301,137731.64549001,157898.50211235002,134750.83762935002,128161.39512148002,105013.73063848002,160170.21347301002,137022.54899001002,156716.67461235,133569.01012935,122263.51312148,99115.84863848
Romania,2011,102202.97291200001,39135.07293200001,98197.71011200002,35129.81013200001,58240.44551200002,-4827.454467999982,99777.80513179002,36709.90515179002,94155.76381165002,31087.863831650015,38069.208736920016,-24998.691243079986,99557.04683179001,36489.14685179001,93787.83331165,30719.933331650012,36233.06033692001,-26834.83964307999
