countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Denmark,1996,2965.7569328818913,6420.656298091782,3745.3384318915137,7200.237797101405,11522.591957725603,14977.491322935495,3069.383697152957,6524.283062362849,3918.0497056766226,7372.949070886514,12384.503457377004,15839.402822586895,3047.0620636896365,6501.961428899528,3880.846983237755,7335.746348447647,12198.84415682494,15653.743522034832
Estonia,1996,2992.0095355573144,4117.394952399396,3501.895992960948,4627.28140980303,8588.620413249584,9714.005830091664,,,,,,,,,,,,
Greece,1996,3496.2991662898366,6899.692229899856,3933.3862202280775,7336.7792838380965,8293.849924992906,11697.242988602926,,,,,,,,,,,,
Spain,1996,3153.5799076596295,7658.947868782583,3450.3687350555942,7955.736696178547,6411.190608362954,10916.558569485907,,,,,,,,,,,,
Finland,1996,1631.3582926212462,3079.896807513095,2014.320124819566,3462.858639711415,5834.8203079408995,7283.358822832748,,,,,,,,,,,,
France,1996,3661.8423988408913,8799.75159459992,4030.678254419516,9168.587450178544,7710.255004120557,12848.164199879584,,,,,,,,,,,,
Croatia,1996,3545.1435522870047,7954.740040910973,3682.9379527094297,8092.534441333398,5057.601137876004,9467.197626499972,,,,,,,,,,,,
Hungary,1996,3661.38287765924,9946.521973691311,3975.196040800955,10260.335136833026,7105.85593023854,13390.995026270612,3694.0647361975975,9979.203832229668,4029.665805031552,10314.804901063622,7377.685991732185,13662.825087764259,3738.693578363584,10023.832674395655,4104.047208641528,10389.1863046736,7748.884615461976,14034.023711494048
Ireland,1996,4105.611334879346,7939.99794395957,4901.519551996995,8735.906161077219,12841.65152752782,16676.038136608044,,,,,,,,,,,,
Italy,1996,4901.530114111736,13183.311367666958,5274.618972064994,13556.400225620217,8996.624483551064,17278.405737106288,,,,,,,,,,,,
Lithuania,1996,899.2449986335517,1936.0669966242644,1183.1601991805737,2219.9821971712863,4015.5523189234823,5052.374316914194,,,,,,,,,,,,
Latvia,1996,2585.791825654345,4937.458998489997,2546.08969597871,4897.756868814362,2150.0136880241635,4501.680860859815,,,,,,,,,,,,
Malta,1996,1140.1364256191796,2283.7689321465946,1448.4480185198888,2592.080525047304,4524.22319531506,5667.855701842475,1182.057014936417,2325.689521463832,1518.3156673819515,2661.9481739093667,4872.896033445735,6016.52853997315,1402.2550043868457,2545.887510914261,1885.3123164659992,3028.944822993414,6704.384072684221,7848.016579211636
Netherlands,1996,3527.35493858256,8623.199870348884,4200.431636111502,9296.276567877825,10915.17297574547,16011.017907511794,3571.032291999769,8666.877223766092,4273.227225140183,9369.072156906508,11278.457629564791,16374.302561331115,3711.6704106799784,8807.515342446302,4507.6240896071995,9603.469021373523,12448.209600809712,17544.054532576036
Norway,1996,1495.814694461457,2933.6239918984797,1886.4054668649385,3324.214764301961,5783.013410604431,7220.822708041454,,,,,,,,,,,,
Poland,1996,3489.9479111550013,7978.548116768147,3953.000909208662,8441.601114821808,8572.505818363037,13061.106023976183,,,,,,,,,,,,
Portugal,1996,2847.8045184176776,6216.808924765024,3090.8101299989953,6459.814536346342,5515.08039791738,8884.084804264727,2911.6743714030285,6280.678777750375,3197.259884974581,6566.264291321927,6046.315365605063,9415.319771952409,2968.2330893965,6337.237495743846,3291.524414963699,6660.528821311046,6516.740258122188,9885.744664469534
Romania,1996,2682.5134005807254,6420.297886688137,2981.83341287761,6719.617898985021,5967.906868887007,9705.691354994418,,,,,,,,,,,,
Sweden,1996,761.0331027023944,1684.708992456687,913.2342329773048,1836.9101227315973,2431.6216992912923,3355.297589045585,,,,,,,,,,,,
Slovenia,1996,5128.662045173861,15358.458654270335,5418.915850444111,15648.712459540584,8314.543098259228,18544.3397073557,,,,,,,,,,,,
Slovakia,1996,3145.6688024307955,7854.959668876763,3487.423215326978,8196.714081772945,6896.830334457943,11606.12120090391,3256.346459827974,7965.637326273941,3671.8859776556087,8381.176844101576,7817.387357888442,12526.67822433441,3306.0594888399132,8015.350355285881,3754.741026008842,8464.031892454808,8230.873503956005,12940.164370401972
Belgium,1997,5583.982779242074,14267.62188037906,6190.188924513575,14873.82802565056,12237.816897579267,20921.455998716254,,,,,,,,,,,,
Bulgaria,1997,5271.577534463758,14037.069517018233,5539.873488299155,14305.36547085363,8216.445027752281,16981.937010306756,,,,,,,,,,,,
Cyprus,1997,3113.888577890571,4185.981472671252,3576.5489792334834,4648.641874014164,8192.13726882111,9264.230163601791,,,,,,,,,,,,
Czechia,1997,5775.45343446304,14577.025049720456,6387.470857453926,15189.042472711344,12493.073243958248,21294.644859215663,,,,,,,,,,,,
Germany,1997,2699.831853634099,6782.324159653296,3256.105114665798,7338.597420684995,8805.593123529654,12888.085429548852,,,,,,,,,,,,
Denmark,1997,2513.67321887024,5263.884509947734,3216.8505488310125,5967.061839908506,10231.88153105872,12982.092822136212,2628.5904558833818,5378.801746960875,3408.379277186248,6158.590568263742,11187.701089707703,13937.912380785197,2652.201478265617,5402.412769343111,3447.7309811566406,6197.942272234134,11384.084831426615,14134.296122504109
Estonia,1997,2500.9872609879403,3597.8750408962756,3005.5287817319536,4102.416561640289,8038.931095821041,9135.818875729376,,,,,,,,,,,,
Greece,1997,3551.0623162443844,7050.647647575322,4006.673659905241,7506.258991236178,8551.939207379022,12051.52453870996,,,,,,,,,,,,
Spain,1997,3114.2994377795144,7678.075089322149,3424.7299566146526,7988.505608157287,6521.643942136625,11085.41959367926,,,,,,,,,,,,
Finland,1997,1568.2718131371387,2975.787559817003,1976.8131238893911,3384.3288705692553,6052.499057346386,7460.014804026249,,,,,,,,,,,,
France,1997,3372.0414869568704,8092.87964188893,3733.0686179136974,8453.906772845758,7334.744043411567,12055.582198343627,,,,,,,,,,,,
Croatia,1997,3535.453763135811,8153.0746406155,3692.976509520788,8310.597387000478,5264.453431789964,9882.074309269654,,,,,,,,,,,,
Hungary,1997,3621.6920981508356,9959.265264583986,3928.1247174249875,10265.697883858138,6985.154895421884,13322.728061855036,3657.4461854210463,9995.019351854198,3987.7148628753393,10325.28802930849,7282.538097478878,13620.111263912027,3707.631536767344,10045.204703200496,4071.35711511917,10408.93028155232,7699.952765819517,14037.525932252665
Ireland,1997,4244.167147611941,8269.166096709809,5042.872652878079,9067.871601975949,13010.910907795034,17035.909856892904,,,,,,,,,,,,
Italy,1997,4698.012014727243,12678.664347460748,5082.794454406403,13063.44678713991,8921.457364538985,16902.10969727249,,,,,,,,,,,,
Lithuania,1997,866.9136909481655,1891.5950017460918,1133.4660529379353,2158.1473637358617,3792.6431880263535,4817.3244988242795,,,,,,,,,,,,
Latvia,1997,3128.3746429319335,5361.841646243301,3109.0238851132476,5342.490888424614,2915.9770392554005,5149.444042566767,,,,,,,,,,,,
Malta,1997,1147.0911786683446,2303.0490397346653,1456.441239627168,2612.3991006934884,4542.576371573524,5698.534232639845,1190.8301953828607,2346.788056449181,1529.3396008180282,2685.2974618843486,4906.373907421244,6062.331768487566,1367.8522585440671,2523.8101196103876,1824.3763727533726,2980.334233819693,6378.747893079534,7534.705754145855
Netherlands,1997,3219.998032453943,7958.428576998925,3867.0364873190633,8605.467031864046,10322.015358473478,15060.44590301846,3273.3527890378086,8011.783333582791,3955.9610816255067,8694.391626170489,10765.791429107541,15504.221973652522,3419.2368315898384,8157.66737613482,4199.101152545556,8937.531697090539,11979.17616398474,16717.60670852972
Norway,1997,1541.8692204462957,3043.305607153921,1940.6239447465803,3442.0603314542054,5918.677027647037,7420.113414354662,,,,,,,,,,,,
Poland,1997,3253.1467195830282,7353.744321519355,3704.6896271082883,7805.287229044616,8209.367680753148,12309.965282689474,,,,,,,,,,,,
Portugal,1997,2909.903714584683,6359.0949436127585,3160.9914443352745,6610.18267336335,5665.890462561418,9115.081691589494,2979.3531306372865,6428.544359665361,3276.740471089614,6725.931700117689,6243.533224649739,9692.724453677814,3080.3317212953816,6529.522950323457,3445.038122186439,6894.229351214515,7083.418645361515,10532.60987438959
Romania,1997,2666.5006411340214,6413.663847516205,2953.2865102532287,6700.449716635413,5814.316966466273,9561.480172848456,,,,,,,,,,,,
Sweden,1997,694.8137075938388,1563.8365729929983,819.8744261263414,1688.8972915255008,2067.503975295831,2936.5268406949904,,,,,,,,,,,,
Slovenia,1997,5195.789734618561,15593.421614311907,5493.471402710332,15891.103282403677,8463.200424863953,18860.832304557298,,,,,,,,,,,,
Slovakia,1997,2992.741538097154,7370.260308366047,3334.0114295923427,7711.530199861237,6738.584870937205,11116.103641206098,3100.6623776876154,7478.181147956509,3513.8794955764456,7891.398265845339,7636.212171657868,12013.730941926762,3137.522352864844,7515.0411231337375,3575.312787538493,7952.831557807386,7942.793552497038,12320.31232276593
Belgium,1998,5234.628375108808,13704.412136204479,5858.627788781766,14328.411549877437,12083.764796614374,20553.548557710044,,,,,,,,,,,,
Bulgaria,1998,5140.583525328376,13446.63118492853,5391.423444683214,13697.47110428337,7893.850259199343,16199.897918799497,,,,,,,,,,,,
Cyprus,1998,3107.5605829254387,4204.402485134365,3584.0142458328087,4680.856148041735,8337.206740075384,9434.04864228431,,,,,,,,,,,,
Czechia,1998,4639.411363780904,11179.047984853081,5227.922828589807,11767.559449661985,11099.025298945298,17638.661920017475,,,,,,,,,,,,
Germany,1998,2539.4224580826544,6314.780131985449,3082.739461420039,6858.097135322833,8502.973375666801,12278.331049569595,,,,,,,,,,,,
Denmark,1998,2335.895565132978,4789.987165099738,3003.7610535500467,5457.852653516807,9666.514378472708,12120.605978439467,2499.836248269076,4953.927848235836,3276.995525443543,5731.087125410303,11030.084504874538,13484.176104841297,2552.3340669082845,5006.425666875045,3364.4918898422243,5818.583489808984,11466.733028159384,13920.824628126144
Estonia,1998,2236.917705735661,3266.0280049731746,2678.7836798332323,3707.893979070746,7086.922802378051,8116.033101615564,,,,,,,,,,,,
Greece,1998,3587.5226403572346,7169.263970168096,4061.838725738199,7643.580055549061,8793.706339419727,12375.447669230589,,,,,,,,,,,,
Spain,1998,2965.430184287354,7335.260918537419,3283.820898548104,7653.651632798168,6460.147309863684,10829.978044113748,,,,,,,,,,,,
Finland,1998,1521.7570572735597,2837.9549888690276,1915.2029767167526,3231.4009083122205,5840.29441116194,7156.492342757408,,,,,,,,,,,,
France,1998,3321.421724299992,8065.848649010482,3689.425840900935,8433.852765611426,7360.705004134154,12105.131928844645,,,,,,,,,,,,
Croatia,1998,3551.4802652170733,8352.581513847168,3711.81600758418,8512.917256214276,5311.355913579844,10112.45716220994,,,,,,,,,,,,
Hungary,1998,3458.571110469503,9497.761948958942,3759.1454799759217,9798.336318465359,6757.732642432812,12796.92348092225,3501.367817582456,9540.558656071895,3830.473325164178,9869.664163653615,7113.692555562775,13152.883394052213,3561.959755653945,9601.150594143382,3931.4598886166596,9970.650727106098,7617.663596030398,13656.854434519835
Ireland,1998,4115.704029852282,8331.109221186196,4933.611245615812,9149.016436949725,13093.209421923406,17308.61461325732,,,,,,,,,,,,
Italy,1998,4542.319004711395,12275.73547431209,4937.9363971795565,12671.352866780253,8884.690860135737,16618.107329736435,,,,,,,,,,,,
Lithuania,1998,785.1575794137487,1885.7734834701894,974.6692238440698,2075.2851279005104,2865.273486137035,3965.8893901934753,,,,,,,,,,,,
Latvia,1998,3040.836038167721,5238.29979523205,3028.997806913366,5226.461563977695,2910.897357018724,5108.3611140830535,,,,,,,,,,,,
Malta,1998,1143.3528903419267,2307.7447758319104,1447.6729415684479,2612.0648270584315,4483.627738328266,5648.01962381825,1185.0252070144932,2349.417092504477,1517.1268026893922,2681.518688179376,4830.2355785889795,5994.627464078963,1552.0124732674606,2716.4043587574442,2128.7722464443377,3293.1641319343216,7882.63760266128,9047.029488151264
Netherlands,1998,3054.2600891825014,7494.832464875862,3698.30662828206,8138.87900397542,10123.437577870516,14564.009953563876,3109.726761873753,7550.299137567114,3790.7510827674782,8231.32345846084,10584.779426921556,15025.351802614916,3271.619161047086,7712.191536740446,4060.571748056367,8501.144123749727,11931.3130327442,16371.88540843756
Norway,1998,1474.1440196226902,2906.589521579749,1847.4628382841395,3279.9083402411984,5571.76248159717,7004.207983554229,,,,,,,,,,,,
Poland,1998,2917.6908263452497,6610.514491355518,3329.5168679476,7022.340532957868,7437.971902028193,11130.795567038462,,,,,,,,,,,,
Portugal,1998,3363.2940568543277,7764.393218981547,3634.8728156918687,8035.971977819087,6344.194243142573,10745.293405269793,3430.0595153436657,7831.158677470885,3746.148579840766,8147.247741967984,6899.5132947046895,11300.612456831908,3565.415145505744,7966.514307632962,3971.7412967775626,8372.84045890478,8025.328377322609,12426.427539449827
Romania,1998,2271.7975601894213,5557.237563522445,2523.2707854841938,5808.710788817218,5032.015580686806,8317.45558401983,,,,,,,,,,,,
Sweden,1998,672.6338798265072,1504.5462270383296,796.68942241562,1628.6017696274423,2034.29114491177,2866.2034921235927,,,,,,,,,,,,
Slovenia,1998,4913.865350948123,14729.122523644493,5200.292129216095,15015.549301912468,8057.74022669897,17872.997399395343,,,,,,,,,,,,
Slovakia,1998,2979.766294209906,7362.752254322386,3306.666638515865,7689.652598628344,6567.8867400443605,10950.87270015684,3100.051590888421,7483.037551000901,3507.1421329800564,7890.128093092536,7568.354921941848,11951.340882054328,3154.62941238759,7537.6153725000695,3598.105168812005,7981.091128924485,8022.303786474622,12405.289746587101
Belgium,1999,4935.31280414876,12718.425000234978,5534.138211305699,13317.250407391917,11508.134535085637,19291.246731171854,,,,,,,,,,,,
Bulgaria,1999,4341.380054920975,11113.42916607283,4558.371259813197,11330.420370965052,6723.116851476076,13495.16596262793,,,,,,,,,,,,
Cyprus,1999,3082.413111287493,4189.9235951041355,3569.6900427904907,4677.200526607133,8430.857526118016,9538.368009934657,,,,,,,,,,,,
Czechia,1999,3807.1012974141613,8687.00547289351,4354.063483873701,9233.967659353051,9810.662439267686,14690.566614747035,,,,,,,,,,,,
Germany,1999,2400.8088986201606,5944.738525773447,2924.6077093788804,6468.537336532166,8150.124416709917,11694.054043863202,,,,,,,,,,,,
Denmark,1999,2222.255795860303,4427.2859207648635,2868.592243040799,5073.62236794536,9316.567751817654,11521.597876722215,2373.3103045462594,4578.34042945082,3120.3497575173938,5325.379882421954,10572.957633586566,12777.987758491126,2501.160451443538,4706.190576348098,3333.433335679524,5538.463460584085,11636.346156986152,13841.376281890713
Estonia,1999,2074.4606242436944,3041.018571862559,2498.7582612705432,3465.316208889408,6731.632306847917,7698.190254466781,,,,,,,,,,,,
Greece,1999,3473.2856866653615,7019.508007057838,3943.336832168316,7489.559152560792,8632.656593257316,12178.878913649793,,,,,,,,,,,,
Spain,1999,2921.517716570404,7274.118200477933,3262.204163983695,7614.804647891224,6660.957056035337,11013.557539942865,,,,,,,,,,,,
Finland,1999,1466.7561495497946,2773.5068632615494,1851.6819525990736,3158.432666310828,5691.775083019262,6998.525796731016,,,,,,,,,,,,
France,1999,3063.8873238148944,7557.969799562765,3423.7643238075634,7917.846799555435,7013.965823734432,11508.048299482303,,,,,,,,,,,,
Croatia,1999,3510.675557155668,8262.904590874354,3675.9138762131524,8428.142909931837,5324.362821096155,10076.59185481484,,,,,,,,,,,,
Hungary,1999,3264.453502325469,9268.7668798379,3576.7641859064333,9581.077563418865,6692.43505305939,12696.74843057182,3294.0461200569644,9298.359497569396,3626.0852154589265,9630.398592971358,6938.570476730877,12942.883854243308,3356.985807669366,9361.299185181797,3730.984694812929,9735.29807232536,7462.068830840376,13466.382208352805
Ireland,1999,3727.4910399393784,7604.56868986813,4551.817817549061,8428.895467477812,12775.458765607558,16652.53641553631,,,,,,,,,,,,
Italy,1999,4308.899304661403,11695.048856853478,4701.4153540692405,12087.564906261316,8617.230227923617,16003.379780115692,,,,,,,,,,,,
Lithuania,1999,676.3949475752325,1629.5800473419163,842.0082024069103,1795.193302173594,2494.1975779896,3447.382677756284,,,,,,,,,,,,
Latvia,1999,3062.239405013571,5199.2812414556565,3100.8962424893134,5237.938078931398,3486.5442163544576,5623.586052796543,,,,,,,,,,,,
Malta,1999,1146.4890928242196,2305.361907571746,1455.2154028110983,2614.088217558625,4535.127876251628,5694.000690999153,1189.075137591648,2347.9479523391747,1526.1921440901456,2685.0649588376723,4889.3356136823,6048.208428429827,1453.8761065432705,2612.7489212907967,1967.5270923428493,3126.399907090376,7091.807164962461,8250.679979709987
Netherlands,1999,2927.593987141681,7251.399729255134,3533.690398836311,7857.496140949765,9580.2236488375,13904.029390950955,2988.738181622407,7312.54392373586,3635.597389637521,7959.403131750974,10088.788060074015,14412.593802187468,2893.356903753595,7217.162645867048,3476.628593189501,7800.434335302954,9295.458066371513,13619.263808484968
Norway,1999,1424.5033930724878,2801.768861162701,1789.4193441753196,3166.684812265533,5429.8903801773795,6807.155848267593,,,,,,,,,,,,
Poland,1999,2782.676447578028,6274.445104496516,3184.583039049103,6676.351695967591,7194.079749201017,10685.848406119505,,,,,,,,,,,,
Portugal,1999,3204.4182240178648,7094.268621116651,3505.9861315327516,7395.836528631538,6514.485018407454,10404.33541550624,3274.448692868518,7164.299089967304,3622.703579617173,7512.55397671596,7096.960664085899,10986.811061184686,3466.8532889303765,7356.703686029163,3943.3779063869383,7833.228303485725,8697.278256727393,12587.128653826181
Romania,1999,1937.0590916862525,4982.00681056331,2156.2748203700585,5201.222539247116,4343.2126850966015,7388.1604039736585,,,,,,,,,,,,
Sweden,1999,619.5000352370289,1406.9297986904023,726.8467366558388,1514.2765001092123,1797.7578770006332,2585.1876404540067,,,,,,,,,,,,
Slovenia,1999,4607.785869827845,13790.452491844148,4881.326151701381,14063.992773717684,7610.216106582609,16792.882728598914,,,,,,,,,,,,
Slovakia,1999,2861.15627392979,7027.930930907545,3184.3900037119565,7351.164660689712,6409.031260348331,10575.805917326086,2971.3919609884856,7138.16661796624,3368.1161488097823,7534.890805787538,7325.9122130270025,11492.686870004758,2997.719727128544,7164.494384106299,3411.9957590432127,7578.770416020968,7544.892363144313,11711.667020122068
Belgium,2000,4511.628140698119,11788.103636311253,5115.395791811476,12391.871287424608,11138.696882680435,18415.17237829357,,,,,,,,,,,,
Bulgaria,2000,4245.218297774255,11376.518849754288,4452.273125609519,11583.573677589553,6517.8915271089445,13649.192079088976,,,,,,,,,,,,
Cyprus,2000,2958.89393292078,4032.598502238243,3460.8122323485836,4534.516801666046,8468.044790925956,9541.749360243419,,,,,,,,,,,,
Czechia,2000,3825.72892455394,8655.08437475494,4410.995918505544,9240.351368706544,10249.730929594172,15079.086379795172,,,,,,,,,,,,
Germany,2000,2306.304321330129,5592.633133652149,2837.9481900929823,6124.277002415002,8141.7286903700215,11428.057502692041,2326.8633357107888,5613.192148032808,2872.213214060749,6158.542026382769,8312.727476647256,11599.056288969277,2468.495469697332,5754.824282019352,3108.2667707049873,6394.595583027008,9490.747130757552,12777.075943079573
Denmark,2000,1988.043855182532,3969.209804278408,2596.3445144671127,4577.510463562989,8664.867758282333,10646.033707378208,2182.969782798188,4164.135731894064,2921.2210604932066,4902.387009589082,10286.156426069696,12267.322375165571,2316.7337649220826,4297.899714017958,3144.161030699697,5125.326979795573,11398.733039290659,13379.898988386536
Estonia,2000,1903.6491068688672,2815.741083318466,2286.551229973238,3198.6432064228366,6106.455743800178,7018.547720249777,,,,,,,,,,,,
Greece,2000,3480.623535410051,7172.577103309162,3964.4489462190922,7656.402514118204,8791.183401671198,12483.136969570309,,,,,,,,,,,,
Spain,2000,2752.6054520090865,6973.637712427387,3105.332838310438,7326.365098728738,6624.20843022154,10845.24069063984,,,,,,,,,,,,
Finland,2000,1347.1744610931637,2560.5898203199117,1719.0991678691362,2932.514527095884,5429.490885467529,6642.906244694276,,,,,,,,,,,,
France,2000,2650.660524229391,6843.830726793691,3015.557120022188,7208.727322586487,6655.835063764615,10849.005266328915,,,,,,,,,,,,
Croatia,2000,3016.896966806626,7092.528251219781,3193.9294598281135,7269.560744241268,4960.039330685334,9035.670615098488,,,,,,,,,,,,
Hungary,2000,2913.4662094473256,8237.49216544814,3218.6729902743627,8542.698946275179,6263.473970429805,11587.49992643062,2937.090531289292,8261.116487290106,3258.0468600109725,8582.072816011789,6459.968329877268,11783.994285878083,3027.9494087849275,8351.975364785743,3409.478322503699,8733.504278504515,7215.683437936206,12539.709393937022
Ireland,2000,3447.721819214229,7052.136255233199,4304.2515784639045,7908.666014482875,12849.155605264237,16453.57004128321,,,,,,,,,,,,
