countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Ireland,2015,263506800000.0,4677627.0,255885427206.0,250474854168.0,253030122726.0,247619549688.0,224545061366.0,219134488328.0,255655550241.9,250244977203.9,252646994452.5,247236421414.5,222633068839.2,217222495801.2,255172037841.9,249761464803.9,251841140452.5,246430567414.5,218611473639.2,213200900601.2,54704.11112429443,53547.419272207895,54093.69381654416,52937.00196445762,48004.054484464024,46847.36263237749,54654.9671963797,53498.275344293164,54011.78727001961,52855.095417933066,47595.30181418912,46438.60996210258,54551.600168611134,53394.9083165246,53839.50889040533,52682.81703831879,46735.55066259024,45578.858810503705,56333.435735683925
Ireland,2016,269724800000.0,4726286.0,262020011606.0,256578117889.0,259120255166.0,253678361449.0,230191732586.0,224749838869.0,261545430603.23,256103536886.23,258329286828.05,252887393111.05,226244423928.03998,220802530211.03998,261002282403.23,255560388686.23,257424039828.05,251982146111.05,221726810328.03998,216284916611.03998,55438.88194789735,54287.47178841907,54825.34386746803,53673.93370798974,48704.57111270879,47553.16095323051,55338.468853393555,54187.05869391526,54657.98870996169,53506.5785504834,47869.38918382002,46717.97902434173,55223.54813128745,54072.137971809156,54466.454173118174,53315.04401363988,46913.54063804856,45762.130478570274,57069.08130400911
Ireland,2017,298528300000.0,4784383.0,290764593079.0,285396875584.0,287788330699.0,282420613204.0,258096570289.0,252728852794.0,290271184981.72,284903467486.72,286965983870.2,281598266375.2,253992668019.56,248624950524.56,289595642281.72,284227924786.72,285840079370.2,280472361875.2,248373868419.56,243006150924.56,60773.68661309097,59651.76190618519,60151.6079918769,59029.68328497112,53945.633175479474,52823.70846857369,60670.557725357685,59548.6330184519,59979.726512321446,58857.801805415664,53087.86274417412,51965.93803726834,60529.36027105689,59407.43556415111,59744.39742182012,58622.47271491434,51913.45852110084,50791.533814195056,62396.40513729775
Ireland,2018,327441400000.0,4830392.0,319732708168.0,314306146368.0,316792788388.0,311366226588.0,287463588678.0,282037026878.0,319089881087.02,313663319287.02,315721409919.7,310294848119.7,282116899940.96,276690338140.96,318361727087.02,312935165287.02,314507819919.7,309081258119.7,276060507940.96,270633946140.96002,66191.87597362699,65068.45538995593,65583.24632617808,64459.825742507026,59511.441033771174,58388.02045010011,66058.79628134114,64935.37569767009,65361.446839035016,64238.026255363955,58404.55597412385,57281.135390452786,65908.05199392099,64784.63141024994,65110.20636000143,63986.78577633037,57150.7463454229,56027.32576175185,67787.7489031946
Ireland,2019,356357400000.0,4904240.0,349023586974.0,344036468549.0,346175058354.0,341187939929.0,317757594264.0,312770475839.0,348378716333.04,343391597908.04,345100273952.4,340113155527.4,312393908297.92,307406789872.92,347577709133.04,342590590708.04,343765261952.4,338778143527.4,305731562697.92,300744444272.92,71167.72159886139,70150.82225767907,70586.89182299397,69569.99248181166,64792.42334469765,63775.524003515326,71036.22912684534,70019.32978566301,70367.73770296724,69350.8383617849,63698.73992665938,62681.84058547705,70872.89959974226,69856.00025855993,70095.5218244621,69078.62248327977,62340.25306630997,61323.35372512764,72663.12415379345
Ireland,2020,375249600000.0,4964440.0,368163910292.0,363367319107.0,365387762792.0,360591171607.0,337692386542.0,332895795357.0,368249381332.97,363452790147.97,365530214526.95,360733623341.95,338403288533.56,333606697348.56,367701470332.97,362904879147.97,364617029526.95,359820438341.95,333846060533.56,329049469348.56,74160.2094681374,73194.01968943124,73601.00289096052,72634.81311225436,68022.25156150543,67056.06178279927,74177.42612116774,73211.23634246158,73629.69731267777,72663.50753397161,68165.45038988486,67199.2606111787,74067.05899013182,73100.86921142566,73445.75209428456,72479.5623155784,67247.47615714159,66281.28637843543,75587.498287823
Ireland,2021,434069700000.0,5006324.0,426662472725.0,421722369952.0,423745651685.0,418805548912.0,394646889405.0,389706786632.0,426775678480.88,421835575707.88,423934327944.8,418994225171.8,395588473787.24,390648371014.24,426210990580.88,421270887807.88,422993181444.8,418053078671.8,390891704587.24,385951601814.24,85224.70234147849,84237.92985671722,84642.0750404888,83655.30255572751,78829.6741091867,77842.90162442543,85247.31489230022,84260.54240753895,84679.76262519165,83692.99014043038,79017.75310332292,78030.98061856165,85134.51997531122,84147.74749054995,84491.77109687666,83504.99861211539,78079.58585725575,77092.81337249446,86704.27643116986
Italy,1990,,56694360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1991,,56744119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1992,,56772923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1993,,56821250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1994,,56842392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1995,898299300000.0,56844408.0,606171222969.0,111471222105.0,584678387409.0,89978386545.0,370261765989.0,-124438234875.0,,,,,,,,,,,,,10663.691369061316,1960.988354474551,10285.591986620742,1582.8889720339773,6513.600528463591,-2189.102486123173,,,,,,,,,,,,,15802.7734232011
Italy,1996,1033759700000.0,56844197.0,755136156592.0,284364951504.0,733928220052.0,263157014964.0,522353805522.0,51582600434.0,,,,,,,,,,,,,13284.313904407867,5002.532650852646,12911.22504645461,4629.4437928993875,9189.219534968539,907.4382814133164,,,,,,,,,,,,,18185.844018519605
Italy,1997,1096302000000.0,56876364.0,829096158574.0,375185671540.0,807211132474.0,353300645440.0,588881943524.0,134971456490.0,,,,,,,,,,,,,14577.165280361452,6596.512947627946,14192.38284068229,6211.730507948785,10353.719930549709,2373.0675978162035,,,,,,,,,,,,,19275.177295088695
Italy,1998,1134534900000.0,56904379.0,876057057817.0,435991796066.0,853544695777.0,413479434026.0,628957083997.0,188891822246.0,,,,,,,,,,,,,15395.24854171592,7661.832072115223,14999.631149247758,7266.2146796470615,11052.876686291576,3319.4602166908808,,,,,,,,,,,,,19937.567546427315
Italy,1999,1175149500000.0,56909109.0,929933879801.0,509594689845.0,907596141161.0,487256951205.0,684750605681.0,264411415725.0,,,,,,,,,,,,,16340.685984048705,8954.53643185663,15948.169934640868,8562.020382448793,12032.35506078649,4646.205508594415,,,,,,,,,,,,,20649.585288710106
Italy,2000,1241512900000.0,56923524.0,1023205747914.0,636448538638.0,1000591939914.0,613834730638.0,774992283914.0,388235074638.0,,,,,,,,,,,,,17975.09493463546,11180.764891470879,17577.828454787865,10783.498411623286,13614.62238202259,6820.292338858008,,,,,,,,,,,,,21810.190458341967
Italy,2001,1304136800000.0,56960692.0,1098309322015.0,722464219169.0,1076047644955.0,700202542109.0,853960914285.0,478115811439.0,,,,,,,,,,,,,19281.88165296517,12683.557621964987,18891.0563964883,12292.732365488117,14992.109194969049,8393.785163968865,,,,,,,,,,,,,22895.381959193895
Italy,2002,1350258900000.0,56987507.0,1154947598892.0,766475727692.0,1132619008692.0,744147137492.0,909864739792.0,521392868592.0,,,,,,,,,,,,,20266.680535647927,13449.890476732031,19874.865006675936,13058.074947760042,15966.038658122034,9149.248599206137,,,,,,,,,,,,,23693.94576253353
Italy,2003,1394693200000.0,57130506.0,1214279323902.0,869136882514.0,1190796700542.0,845654259154.0,956529577022.0,611387135634.0,,,,,,,,,,,,,21254.482218344085,15213.183697585315,20843.447466437632,14802.148945678864,16742.886489085184,10701.587968326414,,,,,,,,,,,,,24412.40761984499
Italy,2004,1452319000000.0,57495900.0,1276999961358.0,945720431005.0,1253545770738.0,922266240385.0,1019562297648.0,688282767295.0,,,,,,,,,,,,,22210.2786695747,16448.48469203891,21802.350615226478,16040.556637690688,17732.782644466824,11970.988666931033,,,,,,,,,,,,,25259.52285293386
Italy,2005,1493635300000.0,57874753.0,1317287645293.0,984989515018.0,1293824765713.0,961526635438.0,1059754609903.0,727456479628.0,,,,,,,,,,,,,22761.00677773951,17019.32991434106,22355.59892088006,16613.92205748161,18311.172920306028,12569.496056907577,,,,,,,,,,,,,25808.063491864923
Italy,2006,1552686800000.0,58064214.0,1381991215900.0,1062329080680.0,1358988336700.0,1039326201480.0,1129507232300.0,809845097080.0,,,,,,,,,,,,,23801.08367436094,18295.762699551913,23404.92091566072,17899.59994085169,19452.725775294228,13947.404800485201,,,,,,,,,,,,,26740.856252699814
Italy,2007,1614839800000.0,58223744.0,1430160124111.0,1077130095691.0,1406413776451.0,1053383748031.0,1169515689081.0,816485660661.0,,,,,,,,,,,,,24563.176907877994,18499.842533159666,24155.33045162812,18091.996076909792,20086.576519040067,14023.242144321739,,,,,,,,,,,,,27735.07316877458
Italy,2008,1637699400000.0,58652875.0,1465112672621.0,1136173511527.0,1442670936101.0,1113731775007.0,1218787897961.0,889848736867.0,1461736456983.8,1132797295889.8,1437043910039.0,1108104748945.0,1190706358375.4,861767197281.4,1453144838283.8,1124205677189.8,1422724545539.0,1093785384445.0,1119245910775.4,790306749681.4,24979.383749236506,19371.147817170087,24596.764201260383,18988.528269193965,20779.678710736687,15171.442778670269,24921.821086925407,19313.585154858993,24500.826430741887,18892.59049867547,20300.903551196763,14692.66761913035,24775.338605035133,19167.10267296872,24256.688960924763,18648.45302885835,19082.54132087131,13474.305388804896,27921.89470678121
Italy,2009,1577255900000.0,59000586.0,1419137243877.0,1110562862784.0,1399132056297.0,1090557675204.0,1199556494487.0,890982113394.0,1415978980030.92,1107404598937.92,1393868283220.2,1085293902127.2,1173287760275.16,864713379182.1599,1407142392130.92,1098568011037.9199,1379140636720.2,1070566255627.2,1099789791075.16,791215409982.1599,24052.934726394073,18822.91241622583,23713.86711815032,18483.844807982077,20331.26407400428,15101.24176383604,23999.405362362333,18769.38305219409,23624.65151143075,18394.62920126251,19886.035712851393,14656.013402683151,23849.634173649054,18619.61186348081,23375.032863575285,18145.010553407046,18640.31979402984,13410.2974838616,26732.885331003323
Italy,2010,1611279400000.0,59190143.0,1450744283955.0,1138101833696.0,1430509477335.0,1117867027076.0,1228643192245.0,916000741986.0,1447049200229.94,1134406749970.94,1424351004459.9,1111708554200.9,1197909479992.12,885267029733.12,1436490286829.94,1123847836570.94,1406752815459.9,1094110365200.9,1110086136792.12,797443686533.12,24509.89658793357,19227.89464617445,24168.035501029284,18886.033559270163,20757.564181674643,15475.562239915522,24447.469238753823,19165.467296994702,24063.989919063042,18781.98797730392,20238.32718214788,14956.325240388758,24269.079512613105,18987.077570853984,23766.67370882851,18484.67176706939,18754.577713929837,13472.575772170714,27222.09000238435
Italy,2011,1648755800000.0,59364690.0,1501011821727.0,1221381349551.0,1480999823007.0,1201369350831.0,1281356311967.0,1001725839791.0,1497864558484.17,1218234086308.17,1475754384268.95,1196123912092.95,1255179074836.16,975548602660.1599,1487932539184.17,1208302067008.17,1459201018768.95,1179570546592.95,1172569898436.16,892939426260.1599,25284.589572134548,20574.205804005713,24947.486847939406,20237.103079810575,21584.485861325982,16874.10209319715,25231.57382754243,20521.1900594136,24859.127273619215,20148.743505490384,21143.529509480464,16433.145741351633,25064.268661794915,20353.884893666083,24580.285330706687,19869.901562577856,19751.975432469368,15041.591664340534,27773.341358305755
Italy,2012,1624358700000.0,59394207.0,1483853899841.0,1220782016897.0,1464238387841.0,1201166504897.0,1268550303841.0,1005478420897.0,1481310413515.97,1218238530571.97,1459999243965.95,1196927361021.95,1247394957264.56,984323074320.56,1473488352415.97,1210416469471.97,1446962475465.95,1183890592521.95,1182335274464.56,919263391520.56,24983.141871748536,20553.89032969158,24652.88218834204,20223.630646285084,21358.148680072452,16928.897138015498,24940.31806024399,20511.066518187035,24581.509169167795,20152.257627110837,21001.96332724099,16572.711785184034,24808.620686121292,20379.369144064334,24362.01354562996,19932.762003573007,19906.57564406172,15477.324102004764,27348.77325662417
Italy,2013,1612751300000.0,59685227.0,1480629266139.0,1229289615279.0,1463189086179.0,1211849435319.0,1289202528959.0,1037862878099.0,1477083772531.47,1225744121671.47,1457279930166.45,1205940279306.45,1259713026572.56,1008373375712.56,1469454680431.47,1218115029571.47,1444564776666.45,1193225125806.45,1196258355772.56,944918704912.56,24807.298900597296,20596.212447663136,24515.096276319768,20304.009823385608,21600.027238884424,17388.940785950264,24747.895698402386,20536.80924546823,24416.090939328253,20205.004486394093,21105.9434618982,16894.857008964045,24620.073580879067,20408.98712794491,24203.054076789387,19991.967623855227,20042.788071704243,15831.701618770086,27020.946070959904
Italy,2014,1627405600000.0,60782668.0,1504132895435.0,1272322767890.0,1487606541395.0,1255796413850.0,1322736485615.0,1090926358070.0,1500644618042.54,1268834490497.54,1481792745740.9,1249982618195.9,1293722876826.92,1061912749281.9199,1492965340142.54,1261155212597.54,1468993949240.9,1237183821695.9,1229850787626.92,998040660081.9199,24746.082146887664,20932.32840470247,24474.189606073232,20660.43586388804,21761.737829853075,17947.984087667886,24688.692803720627,20874.93906153544,24378.540700794838,20564.786958609646,21284.404245416143,17470.650503230954,24562.352875700355,20748.599133515167,24167.974154094387,20354.220411909195,20233.57690759675,16419.82316541156,26774.171874127012
Italy,2015,1655355000000.0,60795612.0,1528491078521.0,1287729466025.0,1511616668381.0,1270855055885.0,1343274338651.0,1102512726155.0,1524905470413.17,1284143857917.17,1505640654867.95,1264879042371.95,1313451185500.16,1072689573004.1599,1519082493813.17,1278320881317.17,1495935693867.95,1255174081371.95,1265018808700.16,1024257196204.1599,25141.470383109227,21181.28963032727,24863.91071087499,20903.729958093027,22094.92255215722,18134.741799375257,25082.492309036545,21122.311556254586,24765.61392075385,20805.433167971893,21604.374761457453,17644.194008675495,24986.712755077948,21026.532002295986,24605.981330822855,20645.800578040893,20807.732122182762,16847.551369400804,27228.198640388717
Italy,2016,1695786800000.0,60665551.0,1573565632453.0,1342162646235.0,1556773977433.0,1325370991215.0,1389257228543.0,1157854242325.0,1570049424306.64,1338646438088.6401,1550913630522.4,1319510644304.4,1360011306817.72,1128608320599.72,1564851306906.64,1333448320688.6401,1542250101522.4,1310847115304.4,1316776171617.72,1085373185399.72,25938.372049946436,22123.966964958418,25661.581437428962,21847.176352440943,22900.26556493322,19085.8604799452,25880.411509105717,22066.006424117702,25564.980536027768,21750.57545103975,22418.181066512032,18603.77598152401,25794.726679506133,21980.32159451812,25422.172486695126,21607.767401707104,21705.500896509126,17891.095811521103,27953.043729875626
Italy,2017,1736592800000.0,60589445.0,1612210083832.0,1378314155326.0,1594820260612.0,1360924332106.0,1421336071822.0,1187440143316.0,1609722860057.65,1375826931551.65,1590674887654.75,1356778959148.75,1400648686778.2,1166752758272.2,1603869448157.65,1369973519651.65,1580919201154.75,1347023272648.75,1351963165578.2,1118067237072.2,26608.761374724592,22748.420212893518,26321.75060543961,22461.409443608536,23458.476502334688,19598.135340503613,26567.71092816001,22707.369766328935,26253.333194498646,22392.99203266757,23117.041042019777,19256.699880188702,26471.10314606199,22610.761984230914,26092.32022433528,22231.979062504204,22313.509648061638,18453.168486230563,28661.639003295048
Italy,2018,1771391200000.0,60483973.0,1648663742688.0,1414844624367.0,1632348412188.0,1398529293867.0,1469583567438.0,1235764449117.0,1644891797958.09,1411072679637.0898,1626061837638.15,1392242719317.15,1438210566827.32,1204391448506.32,1638515756958.09,1404696638637.09,1615435102638.15,1381615984317.15,1385178098827.32,1151358980506.32,27257.861230246894,23392.05832869147,26988.114887690994,23122.311986135566,24297.073994097576,20431.271092542152,27195.498515914125,23329.695614358698,26884.177030469706,23018.37412891428,23778.374592345644,19912.57169079022,27090.081482545633,23224.27858099021,26708.481974855553,22842.679073300125,22901.57260051882,19035.769698963395,29286.951768198163
Italy,2019,1796648500000.0,59816673.0,1681195724349.0,1464411042030.0,1665217279629.0,1448432597310.0,1505813271589.0,1289028589270.0,1677513740195.67,1460729057876.67,1659080639373.45,1442295957054.45,1475188514504.16,1258403832185.16,1671583335995.67,1454798653676.67,1649196632373.45,1432411950054.45,1425862612904.16,1209077930585.16,28105.8046198758,24481.65316767116,27838.681025088106,24214.529572883468,25173.80516280135,21549.65371059671,28044.25014068686,24420.098688482223,27736.090226439876,24111.938774235237,24661.82822478542,21037.67677258078,27945.107144218302,24320.95569201366,27570.851898992274,23946.700446787636,23837.210285904064,20213.058833699426,30035.9149028566
Italy,2020,1661239800000.0,59641488.0,1551628373534.0,1343158604961.0,1536826517234.0,1328356748661.0,1389160379384.0,1180690610811.0,1549009397984.39,1340539629411.3901,1532461557984.65,1323991789411.65,1367377154177.72,1158907385604.72,1543742994884.39,1335273226311.3901,1523684219484.65,1315214450911.65,1323574055377.72,1115104286804.72,26015.923236757608,22520.5414888542,25767.7427034349,22272.36095553149,23291.846430525005,19796.4646826216,25972.01126142912,22476.62951352572,25694.556077887424,22199.17432998402,22926.610318269053,19431.22857036565,25883.7102602871,22388.328512383698,25547.387742650717,22052.005994747313,22192.170245278252,18696.788497374848,27853.761797492378
Italy,2021,1821934600000.0,59236213.0,1710071636699.0,1504551886003.0,1693686668939.0,1488166918243.0,1530227109619.0,1324707358923.0,1707665742582.5,1502145991886.5,1689676845411.5,1484157094715.5,1510216180777.0,1304696430081.0,1701601557882.5,1496081807186.5,1679569870911.5,1474050120215.5,1459777565177.0,1254257814481.0,28868.686063692156,25399.19096453718,28592.082159928083,25122.587060773112,25832.62892951985,22363.13383036488,28828.07080497364,25358.57570581867,28524.390062063892,25054.894962908922,25494.81312684523,22025.318027690257,28725.69787475273,25256.202775597758,28353.768511695707,24884.273412540737,24643.33034215067,21173.835242995698,30757.107987304997
Lithuania,1990,,3693708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1991,,3701968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1992,,3706299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1993,,3693929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1994,,3671296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1995,5121700000.0,3642991.0,2274925739.0,-1485263143.0,1522292459.0,-2237896423.0,-5986120501.0,-9746309383.0,,,,,,,,,,,,,624.4664724672666,-407.70431302190974,417.8688497995191,-614.3019356896572,-1643.1883858620567,-2675.3591713512333,,,,,,,,,,,,,1405.9052026205939
Lithuania,1996,6601800000.0,3615212.0,3350838690.0,-397492639.0,2324425050.0,-1423906279.0,-7915272930.0,-11663604259.0,,,,,,,,,,,,,926.87197597264,-109.95002201807252,642.9567754256182,-393.86522256509437,-2189.4353443172904,-3226.257342308003,,,,,,,,,,,,,1826.116974606192
Lithuania,1997,8922800000.0,3588013.0,5812302407.0,2135732543.0,4855909067.0,1179339203.0,-4685253063.0,-8361822927.0,,,,,,,,,,,,,1619.9223377953201,595.2410269973939,1353.3699758055502,328.688665007624,-1305.8071592828678,-2330.488470080794,,,,,,,,,,,,,2486.8360287434857
Lithuania,1998,10025700000.0,3562261.0,7228763776.0,3308082665.0,6553673836.0,2632992725.0,-181151994.0,-4101833105.0,,,,,,,,,,,,,2029.262812578865,928.6469085224244,1839.751168148544,739.1352640921033,-50.8530941444212,-1151.4689982008617,,,,,,,,,,,,,2814.4203919926135
Lithuania,1999,10292300000.0,3536401.0,7900296231.0,4529451491.0,7314621351.0,3943776611.0,1471817191.0,-1899027549.0,,,,,,,,,,,,,2233.9933257003377,1280.808225933654,2068.38007086866,1115.1949711019763,416.1906952859701,-536.9944044807136,,,,,,,,,,,,,2910.38827327557
Lithuania,2000,12475700000.0,3512074.0,10652200723.0,8026055204.0,10230142723.0,7603997204.0,6019611723.0,3393466204.0,,,,,,,,,,,,,3033.0228585730256,2285.275083611564,2912.849422591893,2165.1016476304317,1713.976335065833,966.2285601043714,,,,,,,,,,,,,3552.2315304290287
Lithuania,2001,13664600000.0,3486998.0,11639170287.0,8975527285.0,11093495787.0,8429852785.0,5649743037.0,2986100035.0,,,,,,,,,,,,,3337.8769609274223,2573.998403497794,3181.388629130272,2417.5100717006435,1620.2312238206043,856.3526663909759,,,,,,,,,,,,,3918.728946790334
Lithuania,2002,15153300000.0,3454637.0,13036525995.0,10343739516.0,12435736155.0,9742949676.0,6442142275.0,3749355796.0,,,,,,,,,,,,,3773.6312078519395,2994.1610409429413,3599.722967999243,2820.2528010902447,1864.7812418497226,1085.3110749407247,,,,,,,,,,,,,4386.365340265851
Lithuania,2003,16650200000.0,3431497.0,14589178100.0,12158973796.0,13949329940.0,11519125636.0,7566082820.0,5135878516.0,,,,,,,,,,,,,4251.549134386538,3543.3438513861443,4065.085861943053,3356.8805789426597,2204.892739233052,1496.6874562326589,,,,,,,,,,,,,4852.168018797627
Lithuania,2004,18219400000.0,3398929.0,16057980142.0,13590838365.0,15361585282.0,12894443505.0,8414217512.000002,5947075735.000002,,,,,,,,,,,,,4724.42352929408,3998.5649494296586,4519.536972381595,3793.678392517172,2475.5496546117915,1749.6910747473696,,,,,,,,,,,,,5360.3355645263555
Lithuania,2005,20979900000.0,3355220.0,18453491850.0,15347228061.0,17683837650.0,14577573861.0,10005620750.0,6899356961.0,,,,,,,,,,,,,5499.9349819087865,4574.134650186873,5270.544897204953,4344.744565483038,2982.105718850031,2056.3053871281168,,,,,,,,,,,,,6252.9133708072795
Lithuania,2006,24053300000.0,3289835.0,21428562382.0,18277960344.0,20627688322.0,17477086284.0,12638016152.0,9487414114.0,,,,,,,,,,,,,6513.567513872276,5555.889685652928,6270.128538969279,5312.450710749931,3841.534956008432,2883.8571277890837,,,,,,,,,,,,,7311.40011581128
Lithuania,2007,29011200000.0,3249983.0,26449315405.0,23470897537.0,25641076225.0,22662658357.0,17577928215.0,14599510347.0,,,,,,,,,,,,,8138.293463381193,7221.852402612568,7889.603184078193,6973.162123309568,5408.621588174461,4492.180527405836,,,,,,,,,,,,,8926.569769749565
Lithuania,2008,32660100000.0,3212605.0,30209166767.0,27245771230.0,29469015887.0,26505620350.0,22085129727.0,19121734190.0,29619106692.41,26655711155.41,28485582429.35,25522186892.35,17177328471.68,14213932934.68,29137389792.41,26173994255.41,27682720929.35,24719325392.35,13170667271.68,10207271734.68,9403.324332434271,8480.896727110865,9172.93470158952,8250.507096266114,6874.5238605430795,5952.096255219673,9219.654047855245,8297.226442531839,8866.817560624477,7944.3899553010715,5346.853557060392,4424.4259517369865,9069.708162818024,8147.280557494619,8616.90775222911,7694.480146905704,4099.684608496843,3177.257003173437,10166.235811747787
Lithuania,2009,26897000000.0,3183856.0,24881565793.0,22135315413.0,24352469533.0,21606219153.0,19074104463.0,16327854083.0,24287266392.97,21541016012.97,23361970532.95,20615720152.95,14131042786.560001,11384792406.560001,23758204992.97,21011954612.97,22480201532.95,19733951152.95,9730595586.560001,6984345206.560001,7814.915559309215,6952.360726427326,7648.734595094753,6786.179762212864,5990.881642574287,5128.3268096923985,7628.2552957702865,6765.700462888397,7337.634155863205,6475.079322981316,4438.342307742561,3575.7874748606723,7462.085280543467,6599.530447661578,7060.684130485173,6198.129297603284,3056.2298001417153,2193.674967259826,8447.93231854707
Lithuania,2010,28033800000.0,3141976.0,26207101040.0,23585276149.0,25769940260.0,23148115369.0,21408741050.0,18786916159.0,25415907166.04,22794082275.04,24451283803.4,21829458912.4,14828017399.919998,12206192508.919998,24983827966.04,22362003075.04,23731151803.4,21109326912.4,11234215799.919998,8612390908.919998,8340.961560495689,7506.510600017314,8201.825940109027,7367.374979630653,6813.782489108765,5979.3315286303905,8089.14745562665,7254.696495148276,7782.135765327298,6947.684804848924,4719.328664483751,3884.877704005377,7951.629155041286,7117.178194562913,7552.938597685024,6718.48763720665,3575.525656440405,2741.074695962031,8922.346956182988
Lithuania,2011,31317200000.0,3052588.0,29412609977.0,26621982421.0,28968571697.0,26177944141.0,24538761237.0,21748133681.0,28594474745.87,25803847189.87,27605012978.45,24814385422.45,17733953917.76,14943326361.759998,27986757845.87,25196130289.87,26592151478.45,23801523922.45,12679292717.759998,9888665161.759998,9635.302889548148,8721.118742850329,9489.83999707789,8575.655850380072,8038.674474576982,7124.4903278791635,9367.289246328033,8453.105099630215,9043.150591711033,8128.966445013215,5809.481632555719,4895.297485857901,9168.20673011556,8254.022583417742,8711.34639802358,7797.162251325761,4153.620704058327,3239.436557360508,10259.22921796194
Lithuania,2012,33410199999.999996,3003641.0,31528271291.999996,28927671564.999996,31069488491.999996,28468888764.999996,26492583891.999996,23891984164.999996,30741638872.559998,28141039145.559998,29758434459.599995,27157834732.6,19949799958.879997,17349200231.879997,30288668872.559998,27688069145.559998,29003484459.6,26402884732.6,16182239958.879997,13581640231.879997,10496.684288168924,9630.86852423442,10343.942066312184,9478.12630237768,8820.156567312804,7954.340803378299,10234.791332439529,9368.975568505024,9907.45380676319,9041.638042828687,6641.872300611158,5776.056536676652,10083.984361832854,9218.16859789835,9656.108855752069,8790.293091817564,5387.541306993744,4521.7255430592395,11123.233435686887
Lithuania,2013,35039500000.0,2971905.0,33170914647.0,30516129188.0,32734060047.0,30079274588.0,28375915347.0,25721129888.0,32426309677.5,29771524218.5,31493051764.5,28838266305.5,22182693061.0,19527907602.0,31926064477.5,29271279018.5,30659309764.5,28004524305.5,18021923461.0,15367138002.0,11161.49898701338,10268.204800624515,11014.504180651804,10121.20999426294,9548.055993377984,8654.76180698912,10910.95094812923,10017.656761740365,10596.924115844888,9703.629929456023,7464.132622341562,6570.838435952697,10742.62618673881,9849.332000349945,10316.382846860852,9423.088660471987,6064.098099030756,5170.803912641892,11790.2490153622
