countries,Year,External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro]
Romania,2009,39370298437.0,109321865405.0,43564560817.0,113516127785.0,85407321227.0,155358888195.0,41407778616.490005,111359345584.49,46960361116.15,116911928084.15,102353981767.52,172305548735.52002,41681242716.490005,111632809684.49,47416134616.15,117367701584.15,104628508567.52,174580075535.52002
Romania,2010,37308156032.0,103504358798.0,41064399992.0,107260602758.0,78537405212.0,144733607978.0,39716115226.130005,105912317992.13,45077665315.55,111273868081.55,98565510255.24,164761713021.24,40218483526.13,106414686292.13,45914945815.55,112111148581.55,102743938655.23999,168940141421.24
Romania,2011,36317727088.0,99385627068.0,40322989888.0,103390889868.0,80280254488.0,143348154468.0,38742894868.21,101810794848.20999,44364936188.35,107432836168.35,100451491263.08,163519391243.08002,38963653168.21,102031553148.21,44732866688.350006,107800766668.35,102287639663.08,165355539643.08002
Romania,2012,34367006977.0,94731140301.0,38179841317.0,98543974641.0,76217402947.0,136581536271.0,36951658236.61,97315791560.61,42487593416.35,102851726740.35,97715137233.28,158079270557.28,37064667636.61,97428800960.61,42675942416.35,103040075740.35,98655088433.28,159019221757.28
Romania,2013,31276839763.0,86702854607.0,34584455263.0,90010470107.0,67581857513.0,123007872357.0,33885834426.73,89311849270.73,38932779702.55,94358794546.55,89282067097.04,144708081941.03998,33907244346.73,89333259190.73,38968462902.55,94394477746.55,89460143257.04,144886158101.03998
Romania,2014,29939617796.0,84036491288.0,32754028136.0,86850901628.0,60831121766.0,114927995258.0,33265871492.99,87362744984.99,38297784297.65,92394657789.65,88497104896.52,142593978388.52002,33423377792.99,87520251284.99,38560294797.65,92657168289.65,89807157296.52,143904030788.52002
Romania,2015,28866754067.0,80375406704.0,31672439327.0,83181091964.0,59662489897.0,111171142534.0,32147693740.13,83656346377.13,37140672115.55,88649324752.55,86951575432.24,138460228069.24,32239843840.13,83748496477.13,37294255615.55,88802908252.55,87718030232.24,139226682869.24
Romania,2016,27257075018.0,75977376540.0,29892522518.0,78612824040.0,56184248768.0,104904550290.0,30709792506.5,79430094028.5,35647051665.5,84367353187.5,84902089466.0,133622390988.0,30965339406.5,79685640928.5,36072963165.5,84793264687.5,87027590666.0,135747892188.0
Romania,2017,27384104530.0,75753601566.0,30232795270.0,78602292306.0,58651876700.0,107021373736.0,30730404090.52,79099901126.52,35809961204.2,84179458240.2,86484590504.96,134854087540.96,31056983490.52,79426480526.52,36354260204.2,84723757240.2,89200901704.96,137570398740.96002
Romania,2018,27571100200.0,75797992979.0,30554321560.0,78781214339.0,60315506080.0,108542398859.0,30769745140.96,78996637919.95999,35885396461.6,84112289240.6,86920108446.08,135147001225.08,31280379040.96,79507271819.95999,36736452961.6,84963345740.6,91167285646.08,139394178425.08002
Romania,2019,27842773042.0,77145660625.0,30679459342.0,79982346925.0,58978782192.0,108281669775.0,31047831248.77,80350718831.77,36021223019.95,85324110602.95,85636726641.96,134939614224.96,31568576648.77,80871464231.77,36889132019.95,86192019602.95,89968005841.96,139270893424.96002
Romania,2020,26398200032.0,73745959933.0,28986629792.0,76334389693.0,54809298112.0,102157058013.0,29708324365.67,77056084266.67,34503503681.45,81851263582.45,82341125903.16,129688885804.16,30138904165.67,77486664066.67,35221136681.45,82568896582.45,85922456303.16,133270216204.16
Romania,2021,27887090918.0,77690518944.0,30665169578.0,80468597604.0,58379811447.99999,108183239474.0,31134213064.94,80937641090.94,36077039822.9,85880467848.9,85387621051.12,135191049077.12,31688550064.94,81491978090.94,37000934822.9,86804362848.9,89998297051.12,139801725077.12
Sweden,1990,18335603802.0,27730719463.0,19391602662.0,28786718323.0,29926448432.0,39321564093.0,,,,,,,,,,,,
Sweden,1991,16866431744.0,26248500919.0,17938291064.0,27320360239.0,28631363804.0,38013432979.0,,,,,,,,,,,,
Sweden,1992,15967236024.0,24982440978.0,17066408364.0,26081613318.0,28031960994.0,37047165948.0,,,,,,,,,,,,
Sweden,1993,10777371817.0,19477443929.0,12053331397.0,20753403509.0,24782547207.0,33482619319.0,,,,,,,,,,,,
Sweden,1994,7681161399.0,16349769555.0,8997551859.0,17666160015.0,22130113829.0,30798721985.0,,,,,,,,,,,,
Sweden,1995,6871935908.0,15156782646.0,8160739088.0,16445585826.0,21018085098.0,29302931836.0,,,,,,,,,,,,
Sweden,1996,6725627001.0,14888608982.0,8070703881.0,16233685862.0,21489447041.0,29652429022.0,,,,,,,,,,,,
Sweden,1997,6145279142.0,13831351006.0,7251378542.0,14937450406.0,18286036842.0,25972108706.0,,,,,,,,,,,,
Sweden,1998,5951212331.0,13311660812.0,7048809251.0,14409257732.0,17998645191.0,25359093672.0,,,,,,,,,,,,
Sweden,1999,5485252791.0,12457409469.0,6435735051.0,13407891729.0,15917927121.0,22890083799.0,,,,,,,,,,,,
Sweden,2000,5175320643.0,12025739786.0,6021332523.0,12871751666.0,14461308183.0,21311727326.0,,,,,,,,,,,,
Sweden,2001,4996010087.0,11596495870.0,5837400287.0,12437886070.0,14231269187.0,20831754970.0,,,,,,,,,,,,
Sweden,2002,4933039439.0,11372555980.0,5842121879.0,12281638420.0,14911301459.0,21350818000.0,,,,,,,,,,,,
Sweden,2003,5115282912.0,11532368769.0,6155398632.0,12572484489.0,16531791172.0,22948877029.0,,,,,,,,,,,,
Sweden,2004,5112211204.0,11344130092.0,6225864304.0,12457783192.0,17335879754.0,23567798642.0,,,,,,,,,,,,
Sweden,2005,4845647664.0,11012472653.0,5818189164.0,11985014153.0,15520448414.0,21687273403.0,,,,,,,,,,,,
Sweden,2006,4283901641.0,10302893922.0,4946436941.0,10965429222.0,11556015291.0,17575007572.0,,,,,,,,,,,,
Sweden,2007,4322961762.0,10206546045.0,5025393702.0,10908977985.0,12032988532.0,17916572815.0,,,,,,,,,,,,
Sweden,2008,4007184405.0,9651296241.0,4619804805.0,10263916641.0,10731422605.0,16375534441.0,7379803887.54,13023915723.54,10240837275.9,15884949111.9,38783051316.92,44427163152.92,9844848987.54,15488960823.54,14349245775.9,19993357611.9,59285966116.92,64930077952.92
Sweden,2009,3560642566.0,8831749920.0,4000627006.0,9271734360.0,8389995586.0,13661102940.0,6848855788.21,12119963142.21,9480982376.35,14752089730.35,35739578577.08,41010685931.08,8738988088.21,14010095442.21,12631202876.35,17902310230.35,51460678977.08,56731786331.08
Sweden,2010,3838099054.0,9209517494.0,4429780354.0,9801198794.0,10332505704.0,15703924144.0,7287491105.77,12658909545.77,10178767106.95,15550185546.95,39022687213.96001,44394105653.96001,9368003105.77,14739421545.77,13646287106.95,19017705546.95,56327263213.96001,61698681653.96001
Sweden,2011,3426655750.0,8679735556.0,3798104170.0,9051183976.0,7503744360.0,12756824166.0,6865654673.5,12118734479.5,9529769042.5,14782848848.5,36107481438.0,41360561244.0,9073577873.5,14326657679.5,13209641042.5,18462720848.5,54471795038.0,59724874844.0
Sweden,2012,3097218910.0,8079271209.0,3343204090.0,8325256389.0,5797199100.0,10779251399.0,6502099226.530001,11484151525.53,9018004617.55,14000056916.55,34117156018.440002,39099208317.44,8442373226.53,13424425525.529999,12251794617.550001,17233846916.550003,50255308018.44,55237360317.44
Sweden,2013,3099444013.0,8025276436.0,3352178173.0,8278010596.0,5873502293.0,10799334716.0,6401640261.610001,11327472684.61,8855838587.349998,13781671010.349998,33339388551.28,38265220974.28,8223379761.61,13149212184.61,11892071087.35,16817903510.35,48491634551.28,53417466974.28
Sweden,2014,2937207146.0,7575225869.0,3180997406.0,7819016129.0,5613095476.0,10251114199.0,6160277929.1,10798296652.1,8552782044.5,13190800767.5,32420858814.800003,37058877537.8,8030243929.1,12668262652.1,11669392044.5,16307410767.5,47974226814.8,52612245537.8
Sweden,2015,2729463268.0,7201350318.0,3029565868.0,7501452918.0,6023446568.0,10495333618.0,5899589867.29,10371476917.29,8313110200.15,12784997250.15,32390848758.92,36862735808.92,7654083167.29,12125970217.29,11237265700.15,15709152750.15,46983777158.92,51455664208.92
Sweden,2016,2824736706.0,7272274253.0,3171320706.0,7618858253.0,6628908706.000001,11076446253.0,5977029761.73,10424567308.73,8425142465.55,12872680012.55,32847981106.04,37295518653.04,7727894261.7300005,12175431808.73,11343249965.550001,15790787512.550001,47410727106.04,51858264653.04
Sweden,2017,3339472266.0,7735284093.0,3917923566.0,8313735393.0,9688663916.0,14084475743.0,6051060040.77,10446871867.77,8437236523.95,12833048350.95,32242187629.96,36637999456.96,7928277340.7699995,12324089167.77,11565932023.949999,15961743850.949999,47855868029.96,52251679856.96
Sweden,2018,3225018567.0,7497015388.0,3911024727.0,8183021548.0,10754752847.0,15026749668.0,5722452311.610001,9994449132.61,8073414301.349999,12345411122.349998,31527058913.28,35799055734.28,7648860011.61,11920856832.61,11284093801.35,15556090622.35,47549878513.28,51821875334.28
Sweden,2019,2890647686.0,6970441521.0,3409414886.0,7489208721.0,8584735286.0,12664529121.0,5557785705.559999,9637579540.56,7854644918.599999,11934438753.599998,30768549924.879997,34848343759.88,7305103305.56,11384897140.560001,10766840918.6,14846634753.6,45301794724.880005,49381588559.880005
Sweden,2020,2337175386.0,6227209038.0,2544126606.0,6434160258.0,4608711396.0,8498745048.0,5110033426.469999,9000067078.47,7165556673.45,11055590325.45,27671848113.559998,31561881765.559998,6663619726.47,10553653378.470001,9754867173.45,13644900825.45,40593740513.56,44483774165.56
Sweden,2021,2351303564.0,6172372740.0,2607750104.0,6428819280.0,5166109634.0,8987178810.0,5181539459.9,9002608635.9,7324809930.5,11145879106.5,28706484387.199997,32527553563.199997,7048512959.9,10869582135.9,10436432430.5,14257501606.5,44234962387.2,48056031563.2
Slovenia,1990,13645412897.0,39528686262.0,14250342677.0,40133616042.0,20285237387.0,46168510752.0,,,,,,,,,,,,
Slovenia,1991,12806743433.0,37290256271.0,13340153513.0,37823666351.0,18661554073.0,43145066911.0,,,,,,,,,,,,
Slovenia,1992,12872949687.0,37754319791.0,13400829627.0,38282199731.0,18667060457.0,43548430561.0,,,,,,,,,,,,
Slovenia,1993,12920013506.0,37882845793.0,13457781926.0,38420614213.0,18822662116.0,43785494403.0,,,,,,,,,,,,
Slovenia,1994,12839057423.0,37585642149.0,13386405203.0,38132989929.0,18846850913.0,43593435639.0,,,,,,,,,,,,
Slovenia,1995,10785311366.0,31582122656.0,11361856286.0,32158667576.0,17113578226.0,37910389516.0,,,,,,,,,,,,
Slovenia,1996,10207401694.0,30567418072.0,10785083974.0,31145100352.0,16548152434.0,36908168812.0,,,,,,,,,,,,
Slovenia,1997,10323977049.0,30983957220.0,10915467249.0,31575447420.0,16816286149.0,37476266320.0,,,,,,,,,,,,
Slovenia,1998,9753644354.0,29236174067.0,10322179454.0,29804709167.0,15993993904.0,35476523617.0,,,,,,,,,,,,
Slovenia,1999,9115739451.0,27282121040.0,9656893491.0,27823275080.0,15055549271.0,33221930860.0,,,,,,,,,,,,
Slovenia,2000,8959880090.0,26884361084.0,9487762550.0,27412243544.0,14754018520.0,32678499514.0,,,,,,,,,,,,
Slovenia,2001,8592007464.0,25566401981.0,9171250464.0,26145644981.0,14949888964.0,31924283481.0,,,,,,,,,,,,
Slovenia,2002,8050250787.0,23967483168.0,8594275107.0,24511507488.0,14021565347.0,29938797728.0,,,,,,,,,,,,
Slovenia,2003,7955762355.0,23652626534.0,8498750535.0,24195614714.0,13915704045.0,29612568224.0,,,,,,,,,,,,
Slovenia,2004,7585754941.0,22384797152.0,8140205761.0,22939247972.0,13671512751.0,28470554962.0,,,,,,,,,,,,
Slovenia,2005,7774689975.0,22909410404.0,8338279575.0,23473000004.0,13960756775.0,29095477204.0,,,,,,,,,,,,
Slovenia,2006,6824337679.0,19735051663.0,7395199159.0,20305913143.0,13090222019.0,26000936003.0,,,,,,,,,,,,
Slovenia,2007,7008685530.0,20364596334.0,7574195370.0,20930106174.0,13215829250.0,26571740054.0,,,,,,,,,,,,
Slovenia,2008,6993017477.0,20177917285.0,7599437417.0,20784337225.0,13649198247.0,26834098055.0,7353530225.54,20538430033.54,8200291997.9,21385191805.9,16647748726.919998,29832648534.92,7674099425.54,20858999233.54,8734573997.9,21919473805.9,19314070326.92,32498970134.92
Slovenia,2009,6131444693.0,17689386777.0,6649198853.0,18207140937.0,11814412973.0,23372355057.0,6535271318.09,18093213402.09,7322243228.15,18880185312.15,15173224902.32,26731166986.32,6735189218.09,18293131302.09,7655439728.15,19213381812.15,16836034102.32,28393976186.32
Slovenia,2010,6290714356.0,18097277337.0,6821222656.0,18627785637.0,12113674506.0,23920237487.0,6699177113.29,18505740094.29,7501993918.15,19308556899.15,15511047280.919998,27317610261.92,6918360413.29,18724923394.29,7867299418.15,19673862399.15,17334095680.92,29140658661.92
Slovenia,2011,6225533652.0,17878157933.0,6756762672.0,18409386953.0,12056404562.0,23709028843.0,6599605908.81,18252230189.81,7380216433.35,19032840714.35,15167735713.880001,26820359994.88,6916848708.81,18569472989.81,7908954433.35,19561578714.35,17806390113.88,29459014394.88
Slovenia,2012,5955689693.0,17140146217.0,6462893033.0,17647349557.0,11522850163.0,22707306687.0,6311104852.61,17495561376.61,7055251632.35,18239708156.35,14479001649.279999,25663458173.28,6508420852.61,17692877376.61,7384111632.35,18568568156.35,16120169649.279999,27304626173.28
Slovenia,2013,5905983818.0,16825590480.0,6455120378.0,17374727040.0,11933411298.0,22853017960.0,6173181742.07,17092788404.07,6900450251.45,17820056913.45,14155819428.36,25075426090.36,6358578142.07,17278184804.07,7209444251.45,18129050913.45,15697846628.36,26617453290.36
Slovenia,2014,5593957335.0,15148131279.0,6326233635.0,15880407579.0,13631561485.0,23185735429.0,5484496997.79,15038670941.79,6143799739.65,15697973683.65,12721129473.92,22275303417.92,5737385297.79,15291559241.79,6565280239.65,16119454183.65,14824517873.919998,24378691817.92
Slovenia,2015,5630195836.0,15221510209.0,6374474056.0,15965788429.0,13799535346.0,23390849719.0,5538594295.9,15129908668.9,6221804822.5,15813119195.5,13037643171.2,22628957544.2,5786833195.9,15378147568.9,6635536322.5,16226850695.5,15102360371.2,24693674744.2
Slovenia,2016,5729742929.0,15401289748.0,6517106849.0,16188653668.0,14371999289.0,24043546108.0,5620787566.4,15292334385.4,6335514578.0,16007061397.0,13465767384.2,23137314203.2,5863954966.4,15535501785.4,6740793578.0,16412340397.0,15488302584.2,25159849403.2
Slovenia,2017,5608014191.0,14985701051.0,6398449991.0,15776136851.0,14283988091.0,23661674951.0,5521173635.24,14898860495.24,6253715731.4,15631402591.4,13561695214.52,22939382074.52,5849567435.24,15227254295.24,6801038731.4,16178725591.4,16293097614.52,25670784474.52
Slovenia,2018,5369226572.0,14203292243.0,6156111692.0,14990177363.0,14006227532.0,22840293203.0,5293265416.94,14127331087.94,6029509766.9,14863575437.9,13374423639.119999,22208489310.12,5710968016.94,14545033687.94,6725680766.9,15559746437.9,16848648439.119999,25682714110.12
Slovenia,2019,4850149446.0,13188232391.0,5432269866.0,13770352811.0,11239614056.0,19577697001.0,5063998444.02,13402081389.02,5788684862.7,14126767807.7,13018294610.96,21356377555.96,5476138144.02,13814221089.02,6475584362.7,14813667307.7,16446250210.96,24784333155.96
Slovenia,2020,4553935493.0,12424714753.0,5092881593.0,12963660853.0,10469510543.0,18340289803.0,4775473518.17,12646252778.17,5462111634.95,13332890894.95,12312144276.16,20182923536.16,5150399118.17,13021178378.17,6086987634.95,13957766894.95,15430573076.16,23301352336.16
Slovenia,2021,4684874263.0,12760086365.0,5230904503.0,13306116605.0,10678206183.0,18753418285.0,4918888617.91,12994100719.91,5620928427.85,13696140529.85,12624611293.68,20699823395.68,5400265317.91,13475477419.91,6423222927.85,14498435029.85,16628442893.68,24703654995.68
Slovakia,1990,26395914229.0,67750206849.0,29104646689.0,70458939309.0,56127477659.0,97481770279.0,,,,,,,,,,,,
Slovakia,1991,24136576953.0,61820405574.0,26415621273.0,64099449894.0,49151801513.0,86835630134.0,,,,,,,,,,,,
Slovakia,1992,22482070263.0,57608862030.0,24494264643.0,59621056410.0,44568299053.0,79695090820.0,,,,,,,,,,,,
Slovakia,1993,19883946981.0,50342628894.0,21762822021.0,52221503934.0,40506837301.0,70965519214.0,,,,,,,,,,,,
Slovakia,1994,18308905582.0,46464680602.0,20103812122.0,48259587142.0,38010141652.0,66165916672.0,,,,,,,,,,,,
Slovakia,1995,17362285567.0,43596265932.0,19200840187.0,45434820552.0,37542611277.0,63776591642.0,17961785485.989998,44195765850.99,20200006718.65,46433987083.65,42528928063.52,68762908428.51999,18112720885.989998,44346701250.99,20451565718.65,46685546083.65,43784327263.52,70018307628.51999
Slovakia,1996,16885289541.0,42163773961.0,18719755461.0,43998239881.0,37020736901.0,62299221321.0,17479383963.6,42757868383.6,19709912832.0,44988397252.0,41962093685.8,67240578105.8,17746233063.6,43024717483.6,20154661332.0,45433145752.0,44181600485.8,69460084905.8
Slovakia,1997,16097753227.0,39644129021.0,17933420767.0,41479796561.0,36246389797.0,59792765591.0,16678252084.54,40224627878.54,18900918862.9,42447294656.9,41074666008.92,64621041802.92,16876519384.54,40422895178.54,19231364362.9,42777740156.9,42723746408.92,66270122202.92
Slovakia,1998,16053937875.0,39667932183.0,17815162515.0,41429156823.0,35385474995.0,58999469303.0,16701992953.65,40315987261.65,18895254312.75,42509248620.75,40775647395.2,64389641703.2,16996039153.65,40610033461.65,19385331312.75,42999325620.75,43221364995.2,66835359303.2
Slovakia,1999,15431308747.0,37904316180.0,17174631727.0,39647639160.0,34566353837.0,57039361270.0,16025851917.34,38498859350.34,18165537010.9,40638544443.9,39511443063.32,61984450496.32,16167847617.34,38640855050.34,18402196510.9,40875203943.9,40692486663.32,63165494096.32
Slovakia,2000,15840106356.0,39546499801.0,17505670956.0,41212064401.0,34121660656.0,57828054101.0,16432761099.45,40139154544.45,18493428861.75,42199822306.75,39051042966.6,62757436411.6,16754722599.45,40461116044.45,19030031361.75,42736424806.75,41728944966.6,65435338411.6
Slovakia,2001,15830985786.0,39705926973.0,17620583106.0,41495524293.0,35473946846.0,59348888033.0,16381077848.52,40256019035.520004,18537403210.2,42412344397.2,40049315746.96,63924256933.96,16704841148.52,40579782335.520004,19077008710.2,42951949897.2,42742204146.96,66617145333.96
Slovakia,2002,13853121867.0,33878324801.0,15564620187.0,35589823121.0,32638853427.0,52664056361.0,14433462680.22,34458665614.22,16531854875.7,36557057809.7,37465815111.56,57491018045.56,14672037380.22,34697240314.22,16929479375.7,36954682309.7,39450150711.56,59475353645.56
Slovakia,2003,13035264729.0,32830851415.0,14774878269.0,34570464955.0,32129594299.0,51925180985.0,13579815017.31,33375401703.31,15682462082.849998,35478048768.85,36658869712.88,56454456398.88,13681534817.31,33477121503.31,15851995082.849998,35647581768.85,37504920112.88,57300506798.88
Slovakia,2004,12511973800.0,31086589614.0,14280807580.0,32855423394.0,31927030290.0,50501646104.0,13057787816.65,31632403630.65,15190497607.75,33765113421.75,36466816714.2,55041432528.2,13265410616.65,31840026430.65,15536535607.75,34111151421.75,38193711114.2,56768326928.2
Slovakia,2005,13521173962.0,33586742188.0,15452469202.0,35518037428.0,34719438382.0,54785006608.0,13822679757.64,33888247983.64,15954978861.400002,36020547087.4,37227200872.72,57292769098.72,13823912604.64,33889480830.64,15957033606.400002,36022601832.4,37237455028.72,57303023254.72
Slovakia,2006,12342657389.0,30984765111.0,14134154369.0,32776262091.0,32006469479.0,50648577201.0,12841143174.77,31483250896.77,14964964011.95,33607071733.95,36152605220.96,54794712942.96,13003103574.77,31645211296.77,15234898011.95,33877005733.95,37499704420.96,56141812142.96
Slovakia,2007,11402262744.0,28293549039.0,13139439444.0,30030725739.0,30469845094.0,47361131389.0,11871313072.53,28762599367.53,13921189991.55,30812476286.55,34371152588.44,51262438883.44,12354075772.53,29245362067.53,14725794491.55,31617080786.55,38386512188.44,55277798483.44
Slovakia,2008,11054513436.0,27105482881.0,12859570116.0,28910539561.0,30867159376.0,46918128821.0,11454980550.81,27505949995.81,13527015307.349998,29577984752.35,34198028711.879997,50248998156.88,12118704450.81,28169673895.809998,14633221807.349998,30684191252.35,39718525911.88,55769495356.88
Slovakia,2009,10168829220.0,24996163976.0,11804360040.0,26631694796.0,28120727030.0,42948061786.0,10554170658.51,25381505414.510002,12446595770.85,27273930526.85,31325789153.480003,46153123909.48,11252462658.51,26079797414.510002,13610415770.85,28437750526.85,37133805153.48,51961139909.48
Slovakia,2010,10694983300.0,26304946147.0,12400313080.0,28010275927.0,29413007790.0,45022970637.0,11026199965.57,26636162812.57,12952340855.95,28562303702.95,32167889262.36,47777852109.36,11830974565.57,27440937412.57,14293631855.95,29903594702.95,38861570062.36,54471532909.36
Slovakia,2011,10204928063.0,24976587927.0,11856950183.0,26628610047.0,28337837523.0,43109497387.0,10558238548.85,25329898412.85,12445800992.75,27217460856.75,31276483468.800003,46048143332.8,11258395348.85,26030055212.85,13612728992.75,28384388856.75,37100009868.8,51871669732.8
Slovakia,2012,9950811771.0,24651810180.0,11455948971.0,26156947380.0,26471484371.0,41172482780.0,10372624204.35,25073622613.35,12158969693.25,26859968102.25,29979892546.800003,44680890955.8,10841514304.35,25542512713.35,12940453193.25,27641451602.25,33879867346.800003,48580865755.8
Slovakia,2013,9429499107.0,23145872470.0,10888854207.0,24605227570.0,25447658657.0,39164032020.0,9899646509.34,23616019872.34,11672433210.9,25388806573.9,29358091019.32,43074464382.32,10383858209.34,24100231572.34,12479452710.9,26195826073.9,33385502619.32,47101875982.32
Slovakia,2014,8152527249.0,19348449639.0,9620733429.0,20816655819.0,24267837939.0,35463760329.0,8484265296.27,19680187686.27,10173630174.45,21369552564.45,27027055982.96,38222978372.96,8858649096.27,20054571486.27,10797603174.45,21993525564.45,30140978382.96,41336900772.96
Slovakia,2015,9332449874.0,22857324262.0,10809593654.0,24334468042.0,25545861364.0,39070735752.0,9697722879.86,23222597267.86,11418381997.099998,24943256385.1,28584005095.28,42108879483.28,10064401779.86,23589276167.86,12029513497.099998,25554387885.1,31633842295.28,45158716683.28
Slovakia,2016,8482236414.0,20161491950.0,9975005454.0,21654260990.0,24867153734.0,36546409270.0,8852312590.89,20531568126.89,10591799082.150002,22271054618.15,27945247649.72,39624503185.72,9215003590.89,20894259126.89,11196284082.150002,22875539618.15,30961915649.72,42641171185.72
Slovakia,2017,8710466954.0,20700780420.0,10253633894.0,22243947360.0,25648561224.0,37638874690.0,9074190884.99,21064504350.989998,10859840445.65,22850153911.65,28673820586.519997,40664134052.52,9374543384.99,21364856850.989998,11360427945.65,23350741411.65,31171990586.519997,43162304052.52
Slovakia,2018,7985261086.0,18502408594.0,9563541706.0,20080689214.0,25308769796.0,35825917304.0,8288013443.74,18805160951.739998,10068128968.9,20585276476.9,27826900517.519997,38344048025.52,8666624543.74,19183772051.739998,10699147468.9,21216294976.9,30975983317.519997,41493130825.52
Slovakia,2019,7670339615.0,18000543807.0,9118761275.0,19448965467.0,23568491645.0,33898695837.0,8021485320.05,18351689512.05,9704004116.75,20034208308.75,26489132112.4,36819336304.4,8428018020.05,18758222212.05,10381558616.75,20711762808.75,29870451712.4,40200655904.4
Slovakia,2020,7084308147.0,16891528546.0,8324922207.0,18132142606.0,20701524377.0,30508744776.0,7570436480.879999,17377656879.88,9135136096.8,18942356495.8,24744877503.239998,34552097902.24,7950899780.879999,17758120179.88,9769241596.8,19576461995.8,27909365903.239998,37716586302.24
Slovakia,2021,7553444836.0,17653854561.0,8965162696.0,19065572421.0,23048728966.0,33149138691.0,8037460178.860001,18137869903.86,9771854934.099998,19872264659.1,27074507373.28,37174917098.28,8419882778.860001,18520292503.86,10409225934.099998,20509635659.1,30255292173.28,40355701898.28
Austria,1990,26063591252.0,57714372581.0,28870862852.0,60521644181.0,56876739052.0,88527520381.0,,,,,,,,,,,,
Austria,1991,24717841295.0,56578557748.0,27385279775.0,59245996228.0,53996154135.0,85856870588.0,,,,,,,,,,,,
Austria,1992,21921935798.0,51541324428.0,24719988398.0,54339377028.0,52633894098.0,82253282728.0,,,,,,,,,,,,
Austria,1993,19815946629.0,48701522797.0,22313083929.0,51198660097.0,47225001279.0,76110577447.0,,,,,,,,,,,,
Austria,1994,18814206765.0,46625673111.0,21630516345.0,49441982691.0,49726557155.0,77538023501.0,,,,,,,,,,,,
Austria,1995,16927542513.0,44546332147.0,19455202053.0,47073991687.0,44671615083.0,72290404717.0,,,,,,,,,,,,
Austria,1996,17356307320.0,45473720448.0,20055103000.0,48172516128.0,46978802760.0,75096215888.0,,,,,,,,,,,,
Austria,1997,16544654903.0,43480505007.0,19066369763.0,46002219867.0,44223477533.0,71159327637.0,,,,,,,,,,,,
Austria,1998,16721150124.0,43804553034.0,19357018044.0,46440420954.0,45652938484.0,72736341394.0,,,,,,,,,,,,
Austria,1999,16191739280.0,42463013616.0,18710856020.0,44982130356.0,43842044450.0,70113318786.0,,,,,,,,,,,,
Austria,2000,16510889636.0,42619050761.0,19296973496.0,45405134621.0,47091476766.0,73199637891.0,,,,,,,,,,,,
Austria,2001,16046978343.0,42804980228.0,18360649563.0,45118651448.0,41442274353.0,68200276238.0,,,,,,,,,,,,
Austria,2002,17233194339.0,43977259700.0,20302687899.0,47046753260.0,50924540319.0,77668605680.0,,,,,,,,,,,,
Austria,2003,17663827268.0,44902031619.0,20869888448.0,48108092799.0,52854165458.0,80092369809.0,,,,,,,,,,,,
Austria,2004,16929815065.0,43595195512.0,19827928465.0,46493308912.0,48740059765.0,75405440212.0,,,,,,,,,,,,
Austria,2005,17406028579.0,44234504462.0,20521177819.0,47349653702.0,51598499999.0,78426975882.0,,,,,,,,,,,,
Austria,2006,17564024288.0,43782753123.0,20969627048.0,47188355883.0,54944568868.0,81163297703.0,,,,,,,,,,,,
Austria,2007,16880929193.0,42337782046.0,20312150273.0,45769003126.0,54542665333.0,79999518186.0,,,,,,,,,,,,
Austria,2008,15893291479.0,40132575314.0,19017987319.0,43257271154.0,50190548199.0,74429832034.0,16529676928.42,40768960763.42,20078629734.7,44317913569.7,55483658921.16,79722942756.16,18433070728.42,42672354563.42,23250952734.7,47490236569.7,71315061321.16,95554345156.16
Austria,2009,15050375628.0,37762496413.0,18078077508.0,40790198293.0,48283008168.0,70995128953.0,15422262421.740002,38134383206.74,18697888830.9,41410009615.9,51376161817.520004,74088282602.52,17185015021.74,39897135806.74,21635809830.9,44347930615.9,66037786617.520004,88749907402.52
Austria,2010,14738200342.0,37692340992.0,17465436322.0,40419576972.0,44672861932.0,67627002582.0,15823466630.259998,38777607280.26,19274213469.1,42228354119.1,53699521218.479996,76653661868.48,17662556330.26,40616696980.26,22339362969.1,45293503619.1,68996076818.48,91950217468.48
Austria,2011,14508103895.0,36611804005.0,17328227915.0,39431928025.0,45462322305.0,67566022415.0,15294946639.310001,37398646749.31,18639632488.85,40743332598.85,52006855606.880005,74110555716.88,17389702939.31,39493403049.31,22130892988.85,44234593098.85,69429908006.88,91533608116.88
