countries,Year,GHG [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t]
Iceland,2008,14950500.0,11052.1,315459.0,0.0,2.0,26285.0,74504.0,4633.0,2032.0,4024.0,6940.0,0.0,0.0,0.0,2.0
Italy,2008,534327059.99999994,1637699.4,58652875.0,22.0,309.0,1056081.0,293725.0,407549.0,228208.0,314988.0,1259810.0,7.0,11.0,60.0,74.0
Lithuania,2008,17622640.0,32660.1,3212605.0,0.0,4.0,63012.0,19469.0,37981.0,9505.0,27349.0,58309.0,0.0,0.0,1.0,9.0
Latvia,2008,4787240.0,24531.5,2191810.0,16.0,163.0,43540.0,6602.0,15018.0,25114.0,35371.0,44342.0,1.0,0.0,3.0,6.0
Malta,2008,3031900.0,6206.0,407832.0,0.0,1.0,9711.0,10392.0,1648.0,744.0,1414.0,3654.0,0.0,0.0,0.0,5.0
Netherlands,2008,213768790.0,647198.0,16405399.0,1.0,30.0,405946.0,53513.0,140666.0,25058.0,38945.0,267341.0,4.0,1.0,4.0,10.0
Norway,2008,31419590.0,318851.0,4737171.0,2.0,7.0,205266.0,19623.0,32119.0,34034.0,44140.0,179781.0,1.0,0.0,4.0,0.0
Poland,2008,373755000.0,366040.5,38115641.0,17.0,308.0,836442.0,877429.0,322349.0,331214.0,444767.0,856626.0,10.0,10.0,44.0,99.0
Portugal,2008,67605240.0,179102.8,10553339.0,3.0,30.0,233737.0,103919.0,60093.0,52258.0,70566.0,164075.0,2.0,2.0,10.0,66.0
Romania,2008,118476940.0,146590.6,20635460.0,7.0,62.0,308002.0,521558.0,192268.0,132494.0,171010.0,307479.0,4.0,3.0,19.0,18.0
Sweden,2008,14586200.0,354881.1,9182927.0,1.0,10.0,178377.0,28657.0,56596.0,27591.0,46495.0,195344.0,1.0,1.0,10.0,12.0
Slovenia,2008,14438570.0,37925.7,2010269.0,1.0,7.0,58163.0,11747.0,20083.0,15730.0,20238.0,43867.0,1.0,0.0,2.0,2.0
Slovakia,2008,42977540.0,66098.1,5376064.0,1.0,8.0,100287.0,67579.0,28694.0,25595.0,33558.0,125538.0,1.0,1.0,3.0,2.0
Belgium,2009,125246460.0,346472.8,10753080.0,2.0,38.0,248972.0,74432.0,74236.0,28901.0,37780.0,147050.0,2.0,2.0,13.0,11.0
Bulgaria,2009,44344520.0,37417.7,7467119.0,7.0,20.0,153482.0,572298.0,37565.0,34128.0,51046.0,99873.0,2.0,2.0,7.0,14.0
Cyprus,2009,9595890.0,18675.5,796930.0,0.0,1.0,19969.0,17596.0,6383.0,1628.0,3101.0,12993.0,0.0,0.0,1.0,11.0
Czechia,2009,130477319.99999999,149586.5,10425783.0,2.0,26.0,257542.0,168772.0,67583.0,42120.0,57730.0,257922.0,2.0,3.0,11.0,8.0
Germany,2009,888193220.0,2445730.0,82002356.0,7.0,146.0,1438884.0,393091.0,621684.0,113625.0,217520.0,1247001.0,10.0,10.0,69.0,151.0
Denmark,2009,67987210.0,231278.0,5511451.0,0.0,16.0,150318.0,15668.0,84057.0,20812.0,31909.0,133864.0,1.0,0.0,2.0,5.0
Estonia,2009,11707800.0,14131.9,1335740.0,1.0,6.0,36242.0,54695.0,9952.0,7258.0,14841.0,23633.0,1.0,0.0,3.0,2.0
Greece,2009,121834070.0,237534.2,11094745.0,3.0,68.0,434847.0,352243.0,66034.0,61018.0,118170.0,252783.0,8.0,3.0,9.0,59.0
Spain,2009,328155120.0,1069323.0,46239273.0,6.0,127.0,988963.0,285802.0,456987.0,163671.0,251659.0,609435.0,8.0,4.0,25.0,98.0
European Union - 27 countries (from 2020),2009,3745936960.0,10587797.6,440047892.0,107.0,1388.0,8830579.0,4107357.0,3612367.0,1736512.0,2549430.0,7945927.0,69.0,56.0,347.0,768.0
Finland,2009,30215990.0,181747.0,5326314.0,3.0,17.0,176690.0,58906.0,37476.0,21877.0,37136.0,113159.0,1.0,1.0,17.0,20.0
France,2009,465074190.0,1936422.0,64350226.0,9.0,108.0,1280556.0,292534.0,617462.0,279652.0,363434.0,1431541.0,3.0,5.0,40.0,106.0
Croatia,2009,21636140.0,45692.4,4309796.0,1.0,9.0,77316.0,56276.0,33730.0,37445.0,51906.0,93916.0,1.0,1.0,4.0,12.0
Hungary,2009,61308750.0,94605.6,10030975.0,3.0,13.0,151103.0,29648.0,69824.0,46787.0,75056.0,135523.0,1.0,1.0,11.0,4.0
Ireland,2009,69085020.0,169519.7,4521322.0,1.0,10.0,127229.0,32659.0,117205.0,16935.0,38814.0,116999.0,0.0,0.0,4.0,10.0
Iceland,2009,14634570.0,9419.1,319368.0,0.0,1.0,26078.0,69263.0,4612.0,1912.0,4030.0,6416.0,0.0,0.0,0.0,2.0
Italy,2009,476313990.0,1577255.9,59000586.0,20.0,227.0,969704.0,243281.0,392089.0,213466.0,307938.0,1179457.0,6.0,8.0,50.0,55.0
Lithuania,2009,12597530.0,26897.0,3183856.0,0.0,3.0,53964.0,19385.0,39026.0,8796.0,24648.0,53149.0,0.0,0.0,1.0,9.0
Latvia,2009,6996840.0,18922.0,2162834.0,13.0,137.0,40756.0,6645.0,15555.0,26744.0,34509.0,43320.0,1.0,0.0,3.0,5.0
Malta,2009,2896690.0,6259.6,410926.0,0.0,1.0,8310.0,6582.0,1602.0,468.0,1108.0,3536.0,0.0,0.0,0.0,5.0
Netherlands,2009,208075720.0,624842.0,16485787.0,1.0,31.0,366913.0,39795.0,136528.0,23159.0,36592.0,267782.0,4.0,1.0,4.0,4.0
Norway,2009,25613810.0,279533.4,4799252.0,1.0,5.0,194713.0,14571.0,32001.0,31820.0,41442.0,163514.0,1.0,0.0,4.0,0.0
Poland,2009,355737290.0,317040.6,38135876.0,16.0,274.0,819299.0,758262.0,309509.0,328135.0,438280.0,808434.0,10.0,9.0,43.0,95.0
Portugal,2009,63600050.0,175416.4,10563014.0,3.0,28.0,220993.0,71607.0,58195.0,49650.0,68012.0,149904.0,2.0,2.0,9.0,53.0
Romania,2009,99863390.0,125213.9,20440290.0,5.0,42.0,261637.0,441769.0,186066.0,125181.0,160508.0,276843.0,3.0,2.0,14.0,15.0
Sweden,2009,10475820.0,314637.5,9256347.0,1.0,10.0,164946.0,26229.0,53784.0,25963.0,43929.0,180142.0,1.0,1.0,3.0,12.0
Slovenia,2009,12327480.0,36254.9,2032362.0,1.0,6.0,48508.0,9944.0,20452.0,14414.0,16758.0,40401.0,1.0,0.0,2.0,2.0
Slovakia,2009,38941210.0,64095.5,5382401.0,1.0,7.0,89802.0,62722.0,28079.0,23391.0,31080.0,117439.0,1.0,1.0,3.0,2.0
Belgium,2010,133282060.0,363140.1,10839905.0,2.0,47.0,249805.0,60609.0,74683.0,30403.0,39552.0,145492.0,2.0,2.0,16.0,10.0
Bulgaria,2010,47579970.0,38290.0,7421766.0,6.0,91.0,138414.0,329099.0,36872.0,35365.0,49066.0,101314.0,2.0,1.0,6.0,10.0
Cyprus,2010,9281420.0,19461.1,819140.0,0.0,1.0,18566.0,21772.0,6286.0,1547.0,2983.0,12667.0,0.0,0.0,1.0,7.0
Czechia,2010,134001150.0,157920.8,10462088.0,2.0,25.0,254818.0,163881.0,65947.0,45170.0,60069.0,255472.0,1.0,3.0,11.0,8.0
Germany,2010,929723300.0,2564400.0,81802257.0,7.0,168.0,1458607.0,403458.0,625436.0,119349.0,228363.0,1363301.0,13.0,11.0,74.0,151.0
Denmark,2010,67185290.0,243165.4,5534738.0,0.0,16.0,144831.0,15560.0,85072.0,20906.0,32544.0,131029.0,1.0,0.0,2.0,5.0
Estonia,2010,15628930.0,14741.1,1333290.0,2.0,9.0,42059.0,83217.0,10618.0,10811.0,22136.0,22368.0,1.0,0.0,4.0,3.0
Greece,2010,115766570.0,224124.0,11119289.0,2.0,37.0,363739.0,233490.0,71474.0,47087.0,88912.0,218999.0,5.0,2.0,10.0,61.0
Spain,2010,310507420.0,1072709.0,46486619.0,6.0,132.0,936110.0,245095.0,456352.0,160718.0,243834.0,600977.0,8.0,4.0,25.0,91.0
European Union - 27 countries (from 2020),2010,3828151480.0,10980588.0,440660421.0,106.0,1576.0,8626623.0,3640635.0,3566063.0,1785979.0,2608914.0,7928120.0,70.0,58.0,378.0,721.0
Finland,2010,49599350.0,188143.0,5351427.0,3.0,20.0,187477.0,66096.0,38085.0,23148.0,38387.0,113729.0,1.0,1.0,26.0,23.0
France,2010,466103920.0,1995289.0,64658856.0,9.0,121.0,1236433.0,269419.0,605625.0,293551.0,378971.0,1465482.0,3.0,5.0,43.0,88.0
Croatia,2010,21283430.0,45861.8,4302847.0,1.0,8.0,69494.0,35096.0,36189.0,38462.0,52542.0,90880.0,1.0,1.0,3.0,8.0
Hungary,2010,61701810.0,99771.6,10014324.0,2.0,12.0,147986.0,30365.0,70408.0,50087.0,71467.0,130345.0,2.0,1.0,12.0,3.0
Ireland,2010,70087950.0,167391.4,4549428.0,1.0,9.0,120300.0,26675.0,115216.0,16041.0,36108.0,113651.0,0.0,0.0,4.0,9.0
Iceland,2010,14502740.0,10383.4,317630.0,0.0,1.0,24424.0,74202.0,4539.0,1793.0,4106.0,5942.0,0.0,0.0,0.0,3.0
Italy,2010,481781110.0,1611279.4,59190143.0,17.0,249.0,942306.0,224275.0,379241.0,213051.0,341317.0,1112896.0,5.0,9.0,53.0,43.0
Lithuania,2010,10408590.0,28033.8,3141976.0,0.0,3.0,57133.0,18018.0,37856.0,8581.0,20664.0,52622.0,0.0,0.0,1.0,7.0
Latvia,2010,9845220.0,17937.5,2120504.0,16.0,165.0,41972.0,4341.0,15205.0,20851.0,28750.0,40074.0,1.0,0.0,3.0,6.0
Malta,2010,2973530.0,6815.8,414027.0,0.0,1.0,9344.0,8123.0,1624.0,554.0,1243.0,3532.0,0.0,0.0,0.0,5.0
Netherlands,2010,219790250.0,639187.0,16574989.0,1.0,38.0,359974.0,35906.0,134081.0,23018.0,36494.0,278798.0,5.0,1.0,4.0,3.0
Norway,2010,31398630.0,325493.9,4858199.0,2.0,6.0,199560.0,18486.0,31678.0,34792.0,44673.0,166854.0,1.0,0.0,4.0,0.0
Poland,2010,374842530.0,359067.8,38022869.0,17.0,306.0,844647.0,824721.0,299621.0,360086.0,472551.0,776300.0,10.0,9.0,46.0,102.0
Portugal,2010,63133550.0,179610.8,10573479.0,2.0,28.0,204034.0,62349.0,57273.0,49825.0,66639.0,151542.0,2.0,2.0,9.0,45.0
Romania,2010,89434380.0,128278.9,20294683.0,5.0,49.0,248045.0,355405.0,169429.0,128626.0,164691.0,263394.0,4.0,2.0,14.0,15.0
Sweden,2010,14087650.0,374695.2,9340682.0,1.0,10.0,169518.0,27955.0,54326.0,26111.0,44209.0,176730.0,1.0,1.0,5.0,14.0
Slovenia,2010,12631150.0,36363.9,2046976.0,1.0,7.0,47750.0,10293.0,19837.0,14660.0,18217.0,39590.0,1.0,0.0,2.0,2.0
Slovakia,2010,40603090.0,68764.9,5390410.0,1.0,8.0,87856.0,67714.0,27913.0,26227.0,33192.0,117284.0,1.0,1.0,4.0,2.0
Belgium,2011,122901640.0,375967.8,11000638.0,2.0,36.0,231999.0,53265.0,73633.0,24682.0,33421.0,133484.0,2.0,2.0,15.0,10.0
Bulgaria,2011,56282540.0,41479.9,7369431.0,8.0,22.0,155931.0,654835.0,36694.0,38167.0,56375.0,102554.0,2.0,2.0,8.0,11.0
Cyprus,2011,8933520.0,19858.1,839751.0,0.0,1.0,21366.0,20769.0,6200.0,1385.0,2682.0,8772.0,0.0,0.0,1.0,9.0
Czechia,2011,132016410.00000001,165202.2,10486731.0,2.0,22.0,241283.0,167508.0,66275.0,43500.0,58441.0,243440.0,1.0,3.0,11.0,7.0
Germany,2011,898693090.0,2693560.0,80222065.0,7.0,166.0,1438303.0,387626.0,628152.0,114680.0,227623.0,1273867.0,12.0,11.0,74.0,139.0
Denmark,2011,61434940.0,247879.9,5560628.0,0.0,16.0,136759.0,14155.0,81587.0,18964.0,30048.0,124908.0,1.0,0.0,2.0,4.0
Estonia,2011,15879540.0,16677.3,1329660.0,3.0,11.0,40441.0,72547.0,10617.0,16016.0,34720.0,22637.0,1.0,0.0,5.0,4.0
Greece,2011,112679870.0,203308.2,11123392.0,2.0,37.0,326031.0,159588.0,70250.0,46815.0,76661.0,204375.0,4.0,2.0,11.0,56.0
Spain,2011,311071320.0,1063763.0,46667174.0,6.0,102.0,935774.0,281814.0,447418.0,164376.0,251183.0,581416.0,8.0,4.0,25.0,79.0
European Union - 27 countries (from 2020),2011,3722592340.0,11328511.2,439942305.0,92.0,1279.0,8345937.0,3727749.0,3546269.0,1647898.0,2496398.0,7509721.0,68.0,58.0,365.0,639.0
Finland,2011,42580870.0,197998.0,5375276.0,3.0,19.0,171623.0,60217.0,37347.0,20458.0,35598.0,105453.0,1.0,1.0,17.0,20.0
France,2011,439246790.0,2058369.0,64978721.0,7.0,105.0,1179221.0,219244.0,609897.0,242801.0,327445.0,1352039.0,3.0,5.0,37.0,65.0
Croatia,2011,22250530.0,45649.2,4289857.0,1.0,8.0,65893.0,29026.0,37444.0,36170.0,48258.0,85778.0,1.0,1.0,3.0,7.0
Hungary,2011,60689220.0,102152.0,9985722.0,2.0,13.0,138504.0,34192.0,71112.0,56095.0,74654.0,133734.0,2.0,1.0,13.0,3.0
Ireland,2011,65029050.0,171823.5,4570881.0,1.0,9.0,108216.0,24624.0,111236.0,14191.0,29516.0,110317.0,0.0,0.0,4.0,7.0
Iceland,2011,14261850.0,10934.3,318452.0,0.0,1.0,22128.0,82036.0,4572.0,1482.0,2870.0,5817.0,0.0,0.0,0.0,2.0
Italy,2011,476476160.0,1648755.8,59364690.0,18.0,259.0,904219.0,201895.0,376807.0,168200.0,311810.0,1021721.0,5.0,9.0,54.0,42.0
Lithuania,2011,10572340.0,31317.2,3052588.0,0.0,3.0,56062.0,19395.0,37247.0,8995.0,25844.0,50457.0,0.0,0.0,1.0,7.0
Latvia,2011,8648160.0,19666.0,2074605.0,0.0,5.0,39324.0,4299.0,15188.0,21186.0,31185.0,40467.0,1.0,0.0,2.0,1.0
Malta,2011,2959090.0,6924.6,414989.0,0.0,0.0,8195.0,7944.0,1409.0,581.0,1297.0,3402.0,0.0,0.0,0.0,3.0
Netherlands,2011,206031280.0,650359.0,16655799.0,1.0,23.0,346935.0,34534.0,132148.0,21117.0,34706.0,272005.0,3.0,1.0,4.0,3.0
Norway,2011,29119080.0,360552.4,4920305.0,2.0,6.0,197165.0,18325.0,31061.0,32195.0,42274.0,157634.0,1.0,0.0,4.0,0.0
Poland,2011,367971020.0,377042.4,38062718.0,17.0,303.0,824208.0,776329.0,298881.0,335455.0,446889.0,767546.0,11.0,9.0,45.0,96.0
Portugal,2011,65167230.0,176096.2,10572721.0,2.0,28.0,187195.0,56591.0,57043.0,50478.0,72981.0,143035.0,2.0,1.0,8.0,38.0
Romania,2011,95363400.0,138520.7,20199059.0,6.0,49.0,259035.0,327299.0,168270.0,118820.0,156557.0,257237.0,4.0,3.0,14.0,16.0
Sweden,2011,8844010.0,412844.7,9415570.0,1.0,9.0,163472.0,25237.0,53973.0,25575.0,45196.0,174637.0,1.0,1.0,6.0,11.0
Slovenia,2011,12648310.0,37058.6,2050189.0,1.0,7.0,46953.0,11274.0,19104.0,14547.0,17728.0,37111.0,1.0,0.0,2.0,2.0
Slovakia,2011,39333860.0,71785.8,5392446.0,1.0,8.0,80590.0,67037.0,27633.0,24246.0,30984.0,114583.0,1.0,1.0,4.0,2.0
Belgium,2012,120167360.0,386174.7,11075889.0,2.0,35.0,220113.0,47451.0,73554.0,24969.0,33782.0,129878.0,1.0,1.0,14.0,7.0
Bulgaria,2012,51727080.0,42255.3,7327224.0,2.0,13.0,128563.0,323012.0,37908.0,37265.0,51563.0,99855.0,1.0,1.0,4.0,6.0
Cyprus,2012,8407600.0,19495.4,862011.0,0.0,1.0,20812.0,16053.0,5856.0,1083.0,2026.0,8543.0,0.0,0.0,0.0,9.0
Czechia,2012,127839890.0,162587.5,10505445.0,1.0,24.0,229546.0,160202.0,66767.0,43709.0,58398.0,237766.0,1.0,3.0,11.0,6.0
Germany,2012,895880960.0,2745310.0,80327900.0,7.0,158.0,1433602.0,369062.0,633463.0,113100.0,224348.0,1257415.0,12.0,10.0,75.0,136.0
Denmark,2012,56419130.0,254578.0,5580516.0,0.0,15.0,126609.0,12715.0,80031.0,17917.0,28835.0,119814.0,1.0,0.0,2.0,4.0
Estonia,2012,16403890.0,17916.7,1325217.0,1.0,6.0,37478.0,42648.0,10756.0,7651.0,16868.0,23003.0,1.0,0.0,4.0,3.0
Greece,2012,109380180.0,188380.6,11086406.0,3.0,32.0,285548.0,142670.0,68182.0,48343.0,74580.0,196115.0,4.0,2.0,11.0,59.0
Spain,2012,306463850.0,1031104.0,46818219.0,6.0,94.0,881616.0,285079.0,444134.0,144336.0,226147.0,557260.0,8.0,5.0,26.0,65.0
European Union - 27 countries (from 2020),2012,3652676460.0,11396146.9,440552661.0,83.0,1236.0,7988187.0,3152620.0,3533988.0,1649587.0,2377742.0,7345950.0,65.0,56.0,355.0,593.0
Finland,2012,35270600.0,201037.0,5401267.0,3.0,16.0,161719.0,49949.0,37206.0,20180.0,34259.0,102019.0,1.0,1.0,19.0,19.0
France,2012,436668230.0,2088804.0,65276983.0,7.0,108.0,1152627.0,216353.0,604639.0,255544.0,340170.0,1304011.0,3.0,4.0,37.0,57.0
Croatia,2012,20932230.0,44717.2,4275984.0,1.0,7.0,58074.0,24396.0,35973.0,35031.0,48223.0,80173.0,1.0,0.0,2.0,6.0
Hungary,2012,56792630.0,100247.6,9931925.0,2.0,13.0,131727.0,30412.0,70220.0,58466.0,73206.0,134407.0,2.0,1.0,12.0,3.0
Ireland,2012,65426140.00000001,175218.5,4589287.0,2.0,8.0,110034.0,23330.0,117497.0,14106.0,29987.0,111590.0,0.0,0.0,4.0,6.0
Iceland,2012,14250210.0,11479.9,319575.0,0.0,1.0,22011.0,84919.0,4419.0,1550.0,2524.0,5694.0,0.0,0.0,0.0,2.0
Italy,2012,467036000.0,1624358.7,59394207.0,18.0,250.0,856959.0,180963.0,387484.0,185386.0,241341.0,1029142.0,5.0,9.0,51.0,38.0
Lithuania,2012,10923400.0,33410.2,3003641.0,0.0,4.0,55562.0,16976.0,36906.0,8614.0,21734.0,50993.0,0.0,0.0,1.0,6.0
Latvia,2012,7108170.0,22097.5,2044813.0,0.0,6.0,39517.0,4440.0,15947.0,21488.0,31182.0,39957.0,1.0,0.0,2.0,1.0
Malta,2012,3124490.0,7364.5,417546.0,0.0,1.0,8890.0,7846.0,1395.0,574.0,1294.0,3279.0,0.0,0.0,0.0,9.0
Netherlands,2012,201999750.0,652966.0,16730348.0,1.0,16.0,326780.0,34635.0,126372.0,19874.0,33565.0,264004.0,3.0,1.0,4.0,2.0
Norway,2012,32258650.000000004,399069.2,4985870.0,1.0,6.0,193109.0,16691.0,31287.0,32305.0,42617.0,158855.0,1.0,0.0,4.0,0.0
Poland,2012,359642900.0,385389.4,38063792.0,17.0,316.0,787290.0,746756.0,289649.0,338510.0,452496.0,745830.0,11.0,10.0,45.0,90.0
Portugal,2012,65053740.00000001,168295.6,10542398.0,2.0,26.0,173816.0,51823.0,55911.0,48985.0,68718.0,137139.0,2.0,1.0,8.0,33.0
Romania,2012,90781770.0,139319.8,20095996.0,5.0,45.0,251377.0,257428.0,163057.0,120769.0,160351.0,255555.0,3.0,2.0,14.0,15.0
Sweden,2012,5856790.0,430037.1,9482855.0,1.0,9.0,156098.0,24572.0,52836.0,23959.0,41515.0,166936.0,1.0,0.0,5.0,11.0
Slovenia,2012,12076270.0,36253.3,2055496.0,1.0,6.0,45515.0,10521.0,18949.0,13964.0,16767.0,35642.0,1.0,0.0,2.0,2.0
Slovakia,2012,35836600.0,73649.3,5404322.0,1.0,8.0,77149.0,57007.0,28544.0,25840.0,32431.0,112801.0,1.0,1.0,4.0,1.0
Belgium,2013,119599790.0,392880.0,11137974.0,1.0,32.0,210581.0,43039.0,72788.0,25488.0,34608.0,126011.0,1.0,1.0,9.0,6.0
Bulgaria,2013,47641280.0,42056.2,7284552.0,2.0,76.0,112590.0,162781.0,39428.0,34219.0,46956.0,95712.0,1.0,0.0,3.0,5.0
Cyprus,2013,7690810.0,18040.3,865878.0,0.0,1.0,15313.0,13499.0,5542.0,937.0,1651.0,7402.0,0.0,0.0,0.0,5.0
Czechia,2013,122997740.0,159461.5,10516125.0,2.0,25.0,217119.0,145253.0,69607.0,44147.0,58364.0,236061.0,1.0,3.0,10.0,5.0
Germany,2013,917292620.0,2811350.0,80523746.0,7.0,161.0,1436618.0,357349.0,639522.0,111408.0,225834.0,1212503.0,12.0,10.0,74.0,132.0
Denmark,2013,57791480.0,258742.7,5602628.0,0.0,15.0,122003.0,12804.0,77666.0,17695.0,28525.0,120967.0,1.0,0.0,2.0,4.0
Estonia,2013,19163300.0,18910.8,1320174.0,1.0,7.0,36608.0,41654.0,10888.0,9537.0,20833.0,22021.0,1.0,0.0,4.0,3.0
Greece,2013,101239980.0,179884.4,11003615.0,2.0,29.0,273678.0,121758.0,68033.0,43533.0,70383.0,179190.0,4.0,2.0,10.0,50.0
Spain,2013,280190480.0,1020677.0,46727890.0,5.0,103.0,812735.0,222068.0,447318.0,163896.0,240556.0,540568.0,7.0,4.0,23.0,53.0
European Union - 27 countries (from 2020),2013,3565971850.0,11516140.6,441257711.0,79.0,1268.0,7664202.0,2699067.0,3514811.0,1633157.0,2357374.0,7121268.0,63.0,52.0,334.0,522.0
Finland,2013,42487610.0,204321.0,5426674.0,3.0,16.0,158832.0,47612.0,36950.0,19505.0,34137.0,98070.0,1.0,1.0,18.0,17.0
France,2013,437550340.0,2117189.0,65600350.0,7.0,105.0,1133700.0,199384.0,593357.0,259647.0,343203.0,1295767.0,3.0,4.0,37.0,51.0
Croatia,2013,18742360.0,44532.9,4262140.0,0.0,8.0,57253.0,17047.0,29473.0,34096.0,48581.0,75108.0,1.0,0.0,2.0,5.0
Hungary,2013,54588350.0,102239.7,9908798.0,2.0,12.0,127895.0,29194.0,72182.0,57985.0,76259.0,131313.0,2.0,1.0,9.0,2.0
Ireland,2013,66001270.00000001,179285.6,4609779.0,1.0,9.0,111693.0,23341.0,118367.0,14478.0,30251.0,113458.0,0.0,0.0,4.0,7.0
Iceland,2013,14244400.0,12132.9,321857.0,0.0,1.0,21260.0,70079.0,4315.0,1486.0,2562.0,5647.0,0.0,0.0,0.0,2.0
Italy,2013,415242380.0,1612751.3,59685227.0,17.0,232.0,786853.0,150033.0,369768.0,179707.0,240862.0,994480.0,5.0,8.0,47.0,33.0
Lithuania,2013,10401300.0,35039.5,2971905.0,0.0,4.0,52909.0,14864.0,36583.0,8999.0,25697.0,50076.0,0.0,0.0,1.0,6.0
Latvia,2013,8314930.0,22791.3,2023825.0,0.0,4.0,38783.0,3930.0,16205.0,19611.0,28703.0,38516.0,1.0,0.0,2.0,1.0
Malta,2013,2797550.0,7944.3,422509.0,0.0,1.0,7132.0,5113.0,1462.0,484.0,1147.0,3734.0,0.0,0.0,0.0,3.0
Netherlands,2013,201224690.0,660463.0,16779575.0,1.0,14.0,311448.0,30501.0,123751.0,19634.0,33317.0,262263.0,3.0,1.0,4.0,2.0
Norway,2013,31975500.0,395856.8,5051275.0,1.0,6.0,189612.0,17065.0,31587.0,28415.0,38332.0,157956.0,1.0,0.0,4.0,0.0
Poland,2013,353384030.0,388356.4,38062535.0,16.0,307.0,747732.0,702404.0,294792.0,326406.0,432485.0,698656.0,10.0,10.0,44.0,80.0
Portugal,2013,64284440.0,170492.3,10487289.0,2.0,26.0,169890.0,47648.0,54583.0,47762.0,61504.0,135802.0,2.0,1.0,8.0,27.0
Romania,2013,78752750.0,142928.9,20020074.0,4.0,42.0,229871.0,207926.0,164547.0,113428.0,150387.0,244420.0,3.0,2.0,13.0,13.0
Sweden,2013,6017480.0,441850.7,9555893.0,1.0,9.0,152732.0,22461.0,53767.0,23367.0,42856.0,159628.0,1.0,1.0,5.0,9.0
Slovenia,2013,13074680.0,36454.3,2058821.0,1.0,6.0,42797.0,9722.0,18717.0,14053.0,16440.0,34787.0,1.0,0.0,2.0,2.0
Slovakia,2013,34746550.0,74492.8,5410836.0,1.0,9.0,69036.0,51750.0,28795.0,23874.0,30579.0,108171.0,1.0,1.0,3.0,1.0
Belgium,2014,113971730.0,403003.3,11180840.0,1.0,29.0,200344.0,40746.0,71192.0,20798.0,29655.0,119403.0,1.0,1.0,9.0,5.0
Bulgaria,2014,49437790.0,43024.7,7245677.0,3.0,12.0,118286.0,154120.0,40215.0,34168.0,49853.0,95011.0,1.0,0.0,3.0,5.0
Cyprus,2014,8061339.999999999,17482.8,858000.0,0.0,1.0,16025.0,16667.0,5759.0,874.0,1513.0,7219.0,0.0,0.0,0.0,5.0
Czechia,2014,120878770.0,157821.3,10512419.0,1.0,25.0,211813.0,134491.0,71614.0,41555.0,55853.0,231594.0,1.0,3.0,10.0,6.0
Germany,2014,884395140.0,2927430.0,80767463.0,7.0,157.0,1393624.0,335995.0,646932.0,103589.0,217719.0,1173315.0,12.0,10.0,75.0,125.0
Denmark,2014,54302950.0,265757.0,5627235.0,0.0,15.0,112787.0,10730.0,77825.0,16290.0,28003.0,112530.0,1.0,0.0,2.0,3.0
Estonia,2014,20780630.0,20048.2,1315819.0,1.0,7.0,34804.0,44085.0,10958.0,8235.0,17626.0,21727.0,1.0,0.0,4.0,3.0
Greece,2014,99229780.0,177236.0,10926807.0,4.0,32.0,269223.0,104489.0,65311.0,44464.0,74257.0,175738.0,4.0,2.0,16.0,34.0
Spain,2014,279804260.0,1032608.0,46512199.0,5.0,103.0,794012.0,242833.0,466390.0,142440.0,218771.0,537593.0,7.0,4.0,24.0,47.0
European Union - 27 countries (from 2020),2014,3439936610.0,11782563.6,442883888.0,79.0,1198.0,7394857.0,2495075.0,3535122.0,1476943.0,2189464.0,6872673.0,61.0,52.0,344.0,472.0
Finland,2014,37814980.0,206897.0,5451270.0,3.0,17.0,151163.0,44251.0,37587.0,19197.0,33625.0,95284.0,1.0,1.0,23.0,17.0
France,2014,409940550.0,2149765.0,66165980.0,6.0,98.0,1057786.0,157211.0,600236.0,217302.0,297611.0,1239933.0,3.0,5.0,33.0,44.0
Croatia,2014,18151100.0,44084.2,4246809.0,0.0,8.0,53656.0,13748.0,27923.0,29834.0,44780.0,69003.0,1.0,0.0,2.0,4.0
Hungary,2014,53890690.0,106263.8,9877365.0,2.0,12.0,126122.0,25791.0,72571.0,48974.0,70849.0,122246.0,2.0,1.0,10.0,3.0
Ireland,2014,65047680.0,195469.9,4637852.0,1.0,9.0,110515.0,17326.0,114714.0,13939.0,29662.0,110410.0,0.0,0.0,4.0,6.0
Iceland,2014,14216890.0,13472.6,325671.0,0.0,0.0,21188.0,63619.0,4627.0,1454.0,2389.0,5769.0,0.0,0.0,0.0,2.0
Italy,2014,393484620.0,1627405.6,60782668.0,17.0,241.0,764944.0,134081.0,357027.0,161324.0,214691.0,923888.0,4.0,8.0,49.0,32.0
Lithuania,2014,11103570.0,36581.3,2943472.0,0.0,4.0,55670.0,13354.0,39207.0,8911.0,26335.0,49163.0,0.0,0.0,1.0,4.0
Latvia,2014,12137320.0,23625.8,2001468.0,0.0,4.0,38415.0,3893.0,16461.0,19107.0,28405.0,38532.0,1.0,0.0,2.0,0.0
Malta,2014,2803030.0,8751.1,429424.0,0.0,1.0,6976.0,4820.0,1416.0,565.0,1349.0,3229.0,0.0,0.0,0.0,5.0
Netherlands,2014,192931270.0,671560.0,16829289.0,1.0,9.0,284866.0,30258.0,127273.0,18036.0,31861.0,244538.0,3.0,1.0,4.0,2.0
