countries,Year,GHG: Territorial & Low scenario [Euro],GHG: Territorial & Central scenario [Euro],GHG: Territorial & High scenario [Euro],GHG: Residential & Low scenario [Euro],GHG: Residential & Central scenario [Euro],GHG: Residential & High scenario [Euro],GHG: Footprint & Low scenario [Euro],GHG: Footprint & Central scenario [Euro],GHG: Footprint & High scenario [Euro],Nox (Health - VOLY) [Euro],Nox (Health - VSL) [Euro],"Nox (Crops, Forests, Buildings & Ecosystems) [Euro]",Nox (Crops) [Euro],Nox (Forests) [Euro],Nox (Buildings) [Euro],Nox (Ecosystems) [Euro],Nox (Total - VOLY) [Euro],Nox (Total - VSL) [Euro],PM2.5 (Health - VOLY) [Euro],PM2.5 (Health - VSL) [Euro],PM10 (Health - VOLY) [Euro],PM10 (Health - VSL) [Euro],SOx (Health - VOLY) [Euro],SOx (Health - VSL) [Euro],SOx (Buildings) [Euro],SOx (Total - VOLY) [Euro],SOx (Total - VSL) [Euro],NMVOC (Health - VOLY) [Euro],NMVOC (Health - VSL) [Euro],NMVOC (Forests & Crops) [Euro],NMVOC (Forests) [Euro],NMVOC (Crops) [Euro],NMVOC (Total - VOLY) [Euro],NMVOC (Total - VSL) [Euro],NH3 (Health - VOLY) [Euro],NH3 (Health - VSL) [Euro],NH3 (Ecosystems) [Euro],NH3 (Total - VOLY) [Euro],NH3 (Total - VSL) [Euro],Pb (Total) [Euro],Hg (Total) [Euro],Cd (Total) [Euro],As (Total) [Euro],Ni (Total) [Euro],Cr (Total) [Euro],Health - VOLY (Total) [Euro],Health - VSL (Total) [Euro],Crops (Total) [Euro],Forests (Total) [Euro],Buildings (Total) [Euro],Ecosystems (Total) [Euro],Air Pollutants - VOLY [Euro],Air Pollutants - VSL [Euro],Heavy Metals (Total) [Euro]
Bulgaria,1996,3574635750.0,5957726250.0,29731891000.0,,,,,,,2356074708.0,8093989702.0,134065368.0,82342618.0,19447754.0,27102721.0,5172275.0,2490140076.0,8228055070.0,2784274800.0,10497033300.0,3023607769.0,11399261510.0,24511352547.0,76227940173.0,498070419.0,25009422966.0,76726010592.0,141988104.0,408346440.0,8361024.0,1343736.0,7017288.0,150349128.0,416707464.0,869276856.0,3059145264.0,7282674.0,876559530.0,3066427938.0,15712473000.0,50709000.0,1296225000.0,165660000.0,1176000.0,50064000.0,33686574784.0,109685716389.0,89359906.0,20791490.0,525173140.0,12454949.0,34334354269.0,110333495874.0,17276307000.0
Bulgaria,1997,3356759070.0,5594598450.0,27919710360.0,,,,,,,1989893568.0,6836021792.0,113228928.0,69544928.0,16425184.0,22890416.0,4368400.0,2103122496.0,6949250720.0,2584365512.0,9743352502.0,2972728087.0,11207440730.0,23975536711.0,74561604649.0,487182647.0,24462719358.0,75048787296.0,118763733.0,341555005.0,6993448.0,1123947.0,5869501.0,125757181.0,348548453.0,819201976.0,2882922544.0,6863154.0,826065130.0,2889785698.0,5985704000.0,50709000.0,1296225000.0,154616000.0,1056000.0,50064000.0,32460489587.0,105572897222.0,75414429.0,17549131.0,510073063.0,11231554.0,33074757764.0,106187165399.0,7538374000.0
Bulgaria,1998,3116635830.0,5194393050.0,25922494840.0,,,,,,,1981910580.0,6808597270.0,112774680.0,69265930.0,16359290.0,22798585.0,4350875.0,2094685260.0,6921371950.0,2926281028.0,11032412963.0,3182860107.0,11999656530.0,21368774597.0,66454826123.0,434213269.0,21802987866.0,66889039392.0,121012848.0,348023280.0,7125888.0,1145232.0,5980656.0,128138736.0,355149168.0,689896776.0,2427873744.0,5779854.0,695676630.0,2433653598.0,7091758000.0,50709000.0,1296225000.0,143572000.0,888000.0,50064000.0,30270735936.0,99071389910.0,75246586.0,17504522.0,457011854.0,10130729.0,30830629627.0,99631283601.0,8633216000.0
Bulgaria,1999,2678877180.0,4464795300.0,22281454640.0,,,,,,,1796126748.0,6170360962.0,102203208.0,62772958.0,14825774.0,20661451.0,3943025.0,1898329956.0,6272564170.0,2587979320.0,9756976970.0,2885901963.0,10880098770.0,16152806224.0,50233668016.0,328224848.0,16481031072.0,50561892864.0,113909829.0,327595565.0,6707624.0,1078011.0,5629613.0,120617453.0,334303189.0,755998912.0,2660499328.0,6333648.0,762332560.0,2666832976.0,6994165000.0,33806000.0,1111050000.0,132528000.0,744000.0,43806000.0,24292722996.0,80029199611.0,68402571.0,15903785.0,348886299.0,10276673.0,24736192324.0,80472668939.0,8316099000.0
Bulgaria,2000,2543940630.0,4239901050.0,21159125240.0,,,,,,,1872266916.0,6431930654.0,106535736.0,65433986.0,15454258.0,21537317.0,4110175.0,1978802652.0,6538466390.0,2900245184.0,10934254864.0,3352725712.0,12640064480.0,16324562959.0,50767814881.0,331714943.0,16656277902.0,51099529824.0,128299410.0,368978850.0,7554960.0,1214190.0,6340770.0,135854370.0,376533810.0,733036944.0,2579691936.0,6141276.0,739178220.0,2585833212.0,5725456000.0,33806000.0,555525000.0,121484000.0,600000.0,28161000.0,25311137125.0,83722735665.0,71774756.0,16668448.0,353252260.0,10251451.0,25763084040.0,84174682580.0,6465032000.0
Bulgaria,2001,2893051350.0,4821752250.0,24062839800.0,,,,,,,1856027628.0,6376142682.0,105611688.0,64866438.0,15320214.0,21350511.0,4074525.0,1961639316.0,6481754370.0,2639147556.0,9949887051.0,2842008904.0,10714618160.0,15214758186.0,47316429174.0,309163722.0,15523921908.0,47625592896.0,104642334.0,300942990.0,6161904.0,990306.0,5171598.0,110804238.0,307104894.0,680474792.0,2394716048.0,5700918.0,686175710.0,2400416966.0,4749526000.0,0.0,370350000.0,22088000.0,432000.0,9387000.0,23337059400.0,77052736105.0,70038036.0,16310520.0,330514233.0,9775443.0,23763697632.0,77479374337.0,5151783000.0
Bulgaria,2002,2710884960.0,4518141600.0,22547678080.0,,,,,,,2010984144.0,6908475736.0,114429024.0,70282024.0,16599272.0,23133028.0,4414700.0,2125413168.0,7022904760.0,3051450196.0,11504314991.0,3407072039.0,12844954810.0,13755277735.0,42777585865.0,279507095.0,14034784830.0,43057092960.0,113544645.0,326545325.0,6686120.0,1074555.0,5611565.0,120230765.0,333231445.0,685861136.0,2413671584.0,5746044.0,691607180.0,2419417628.0,5074836000.0,33806000.0,925875000.0,110440000.0,648000.0,37548000.0,23024189895.0,76775548311.0,75893589.0,17673827.0,302640123.0,10160744.0,23430558178.0,77181916594.0,6183153000.0
Bulgaria,2003,3047701860.0,5079503100.0,25349139280.0,,,,,,,2121071940.0,7286668110.0,120693240.0,74129490.0,17507970.0,24399405.0,4656375.0,2241765180.0,7407361350.0,3283555228.0,12379377413.0,3536457897.0,13332750630.0,14922453257.0,46407389063.0,303224089.0,15225677346.0,46710613152.0,116836056.0,336011160.0,6879936.0,1105704.0,5774232.0,123715992.0,342891096.0,709729064.0,2497667216.0,5946006.0,715675070.0,2503613222.0,5139898000.0,50709000.0,925875000.0,132528000.0,696000.0,43806000.0,24690103442.0,82239863592.0,79903722.0,18613674.0,327623494.0,10602381.0,25126846713.0,82676606863.0,6293512000.0
Bulgaria,2004,2942468550.0,4904114250.0,24473865400.0,,,,,,,2095187016.0,7197743804.0,119220336.0,73224836.0,17294308.0,24101642.0,4599550.0,2214407352.0,7316964140.0,3252673596.0,12262950141.0,3581897613.0,13504062270.0,14312824242.0,44511501678.0,290836434.0,14603660676.0,44802338112.0,105996558.0,304837630.0,6241648.0,1003122.0,5238526.0,112238206.0,311079278.0,730220232.0,2569779408.0,6117678.0,736337910.0,2575897086.0,1366302000.0,50709000.0,1111050000.0,121484000.0,624000.0,43806000.0,24078799257.0,80350874931.0,78463362.0,18297430.0,314938076.0,10717228.0,24501215353.0,80773291027.0,2693975000.0
Bulgaria,2005,2896958610.0,4828264350.0,24095338280.0,,,,,,,2130239280.0,7318161320.0,121214880.0,74449880.0,17583640.0,24504860.0,4676500.0,2251454160.0,7439376200.0,3243310548.0,12227650383.0,3673257042.0,13848495180.0,14152014314.0,44011398326.0,287568778.0,14439583092.0,44298967104.0,106873380.0,307359300.0,6293280.0,1011420.0,5281860.0,113166660.0,313652580.0,713056408.0,2509376752.0,5973882.0,719030290.0,2515350634.0,1398833000.0,33806000.0,1111050000.0,121484000.0,600000.0,43806000.0,24018750972.0,80222441261.0,79731740.0,18595060.0,312073638.0,10650382.0,24439801792.0,80643492081.0,2709579000.0
Bulgaria,2006,3151851570.0,5253085950.0,26215400360.0,,,,,,,1864147272.0,6404036668.0,106073712.0,65150212.0,15387236.0,21443914.0,4092350.0,1970220984.0,6510110380.0,3255548216.0,12273787786.0,3548244490.0,13377187100.0,14043938666.0,43675293494.0,285372682.0,14329311348.0,43960666176.0,107095914.0,307999290.0,6306384.0,1013526.0,5292858.0,113402298.0,314305674.0,648469696.0,2282084224.0,5432784.0,653902480.0,2287517008.0,1398833000.0,33806000.0,1111050000.0,121484000.0,504000.0,43806000.0,23467444254.0,78320388562.0,70443070.0,16400762.0,306816596.0,9525134.0,23870629816.0,78723574124.0,2709483000.0
Bulgaria,2007,3339234360.0,5565390600.0,27773949280.0,,,,,,,1846211172.0,6342419518.0,105053112.0,64523362.0,15239186.0,21237589.0,4052975.0,1951264284.0,6447472630.0,3117237928.0,11752342238.0,3310272644.0,12480012760.0,15340268735.0,47706754865.0,311714095.0,15651982830.0,48018468960.0,101729421.0,292565685.0,5990376.0,962739.0,5027637.0,107719797.0,298556061.0,642078560.0,2259592640.0,5379240.0,647457800.0,2264971880.0,1171116000.0,33806000.0,925875000.0,132528000.0,480000.0,40677000.0,24357798460.0,80833687706.0,69550999.0,16201925.0,332951684.0,9432215.0,24785935283.0,81261824529.0,2304482000.0
Bulgaria,2008,3358232010.0,5597053350.0,27931961480.0,4234488836.7599998,7057481394.599999,35220192864.479996,4296102206.759999,7160170344.599999,35732659624.479996,1861710240.0,6395664560.0,105935040.0,65065040.0,15367120.0,21415880.0,4087000.0,1967645280.0,6501599600.0,3084795788.0,11630031673.0,3184726762.0,12006693980.0,10750179238.0,33432019642.0,218443526.0,10968622764.0,33650463168.0,100175487.0,288096695.0,5898872.0,948033.0,4950839.0,106074359.0,293995567.0,629658672.0,2215884768.0,5275188.0,634933860.0,2221159956.0,4912181000.0,33806000.0,555525000.0,110440000.0,336000.0,25032000.0,19611246187.0,65968391318.0,70015879.0,16315153.0,239859406.0,9362188.0,19946798813.0,66303943944.0,5637320000.0
Bulgaria,2009,2793704760.0,4656174600.0,23236528480.0,3668088928.77,6113481547.95,30509184105.96,3614209438.77,6023682397.95,30061043585.96,1747853016.0,6004522804.0,99456336.0,61085836.0,14427308.0,20106142.0,3837050.0,1847309352.0,6103979140.0,2803000896.0,10567632816.0,2722436318.0,10263819220.0,8477450274.0,26364051966.0,172261698.0,8649711972.0,26536313664.0,94979223.0,273152655.0,5592888.0,898857.0,4694031.0,100572111.0,278745543.0,618770680.0,2177567920.0,5183970.0,623954650.0,2182751890.0,650620000.0,33806000.0,370350000.0,77308000.0,336000.0,21903000.0,16464490407.0,55650747381.0,65779867.0,15326165.0,192367840.0,9021020.0,16746985299.0,55933242273.0,1154323000.0
Bulgaria,2010,2997538110.0,4995896850.0,24931904280.0,3825661924.98,6376103208.3,31819791249.04,3644807824.98,6074679708.3,30315544449.04,1576258632.0,5415032508.0,89692272.0,55088772.0,13010916.0,18132234.0,3460350.0,1665950904.0,5504724780.0,2904598180.0,10950666155.0,2616836978.0,9865700620.0,4874943487.0,15160603633.0,99058799.0,4974002286.0,15259662432.0,96349614.0,277093790.0,5673584.0,911826.0,4761758.0,102023198.0,282767374.0,607355584.0,2137396096.0,5088336.0,612443920.0,2142484432.0,2960321000.0,16903000.0,370350000.0,66264000.0,240000.0,18774000.0,12676342475.0,43806492802.0,59850530.0,13922742.0,117191033.0,8548686.0,12875855466.0,44006005793.0,3432852000.0
Bulgaria,2011,3545800020.0,5909666700.0,29492050960.0,4161775329.81,6936292216.349999,34615401155.88,3772611729.81,6287686216.349999,31378548355.879997,1775742228.0,6100332582.0,101043288.0,62060538.0,14657514.0,20426961.0,3898275.0,1876785516.0,6201375870.0,3134732044.0,11818297049.0,3006647875.0,11335321250.0,9700070855.0,30166283945.0,197105335.0,9897176190.0,30363389280.0,97528854.0,280485190.0,5743024.0,922986.0,4820038.0,103271878.0,286228214.0,604423568.0,2127077792.0,5063772.0,609487340.0,2132141564.0,715682000.0,33806000.0,370350000.0,88352000.0,264000.0,25032000.0,18319145424.0,61827797808.0,66880576.0,15580500.0,217532296.0,8962047.0,18628100843.0,62136753227.0,1233486000.0
Bulgaria,2012,3258806040.0,5431343400.0,27104989920.0,3843287700.21,6405479500.35,31966392935.08,3565180500.21,5941967500.35,29653247335.08,1464075444.0,5029641686.0,83308824.0,51168074.0,12084922.0,16841753.0,3214075.0,1547384268.0,5112950510.0,3060648980.0,11538995455.0,2750009479.0,10367772410.0,4784776756.0,14880193804.0,97226612.0,4882003368.0,14977420416.0,94962105.0,273103425.0,5591880.0,898695.0,4693185.0,100553985.0,278695305.0,624420576.0,2197450944.0,5231304.0,629651880.0,2202682248.0,422903000.0,16903000.0,185175000.0,22088000.0,144000.0,12516000.0,12778893340.0,44287157724.0,55861259.0,12983617.0,114068365.0,8445379.0,12970251960.0,44478516344.0,659729000.0
Bulgaria,2013,3001400640.0,5002334400.0,24964030720.0,3504922154.3700004,5841536923.95,29152050934.760002,3227936354.3700004,5379893923.95,26848232534.760002,1282174920.0,4404745980.0,72958320.0,44810820.0,10583460.0,14749290.0,2814750.0,1355133240.0,4477704300.0,2810474908.0,10595810693.0,2504304348.0,9441442920.0,2411274953.0,7498832327.0,48997081.0,2460272034.0,7547829408.0,91022112.0,261772320.0,5359872.0,861408.0,4498464.0,96381984.0,267132192.0,649458016.0,2285562304.0,5441064.0,654899080.0,2291003368.0,2472356000.0,0.0,185175000.0,22088000.0,120000.0,9387000.0,9748709257.0,34488166544.0,49309284.0,11444868.0,63746371.0,8255814.0,9881465594.0,34620922881.0,2689126000.0
Bulgaria,2014,3114580770.0,5190967950.0,25905401960.0,3705241671.81,6175402786.349999,30818200571.879997,3309229971.81,5515383286.349999,27524388971.879997,1347040968.0,4627584892.0,76649328.0,47077828.0,11118884.0,15495466.0,2957150.0,1423690296.0,4704234220.0,2806286176.0,10580018696.0,2658810049.0,10023942710.0,2282979560.0,7099846040.0,46390120.0,2329369680.0,7146236160.0,90355461.0,259855085.0,5320616.0,855099.0,4465517.0,95676077.0,265175701.0,662421480.0,2331183120.0,5549670.0,667971150.0,2336732790.0,390372000.0,0.0,185175000.0,33132000.0,120000.0,9387000.0,9847893694.0,34922430543.0,51543345.0,11973983.0,61885586.0,8506820.0,9981803428.0,35056340277.0,618186000.0
Bulgaria,2015,3326694210.0,5544490350.0,27669647080.0,3898119651.93,6496866086.55,32422455517.64,3419351151.93,5698918586.55,28440317517.64,1332327672.0,4577039268.0,75812112.0,46563612.0,10997436.0,15326214.0,2924850.0,1408139784.0,4652851380.0,2804807800.0,10574445050.0,2734489576.0,10309261040.0,2001843633.0,6225540447.0,40677441.0,2042521074.0,6266217888.0,91502367.0,263153495.0,5388152.0,865953.0,4522199.0,96890519.0,268541647.0,675862632.0,2378485008.0,5662278.0,681524910.0,2384147286.0,390372000.0,0.0,185175000.0,22088000.0,120000.0,12516000.0,9640833680.0,34327924308.0,51085811.0,11863389.0,56003655.0,8587128.0,9768373663.0,34455464291.0,610271000.0
Bulgaria,2016,3046642200.0,5077737000.0,25340325600.0,3746478459.78,6244130766.3,31161185919.440002,3381519459.78,5635865766.3,28125653919.440002,1264660176.0,4344576344.0,71961696.0,44198696.0,10438888.0,14547812.0,2776300.0,1336621872.0,4416538040.0,2584611908.0,9744281443.0,2322332152.0,8755392080.0,1393029333.0,4332186747.0,28306341.0,1421335674.0,4360493088.0,89359764.0,256991540.0,5261984.0,845676.0,4416308.0,94621748.0,262253524.0,701493064.0,2468683216.0,5877006.0,707370070.0,2474560222.0,390372000.0,0.0,185175000.0,22088000.0,120000.0,12516000.0,8355486397.0,29902111370.0,48615004.0,11284564.0,42854153.0,8653306.0,8466893424.0,30013518397.0,610271000.0
Bulgaria,2017,3172878450.0,5288130750.0,26390290600.0,3873101553.72,6455169256.2,32214368478.559998,3472163253.72,5786938756.2,28879580078.559998,1119793428.0,3846905382.0,63718488.0,39135738.0,9243114.0,12881361.0,2458275.0,1183511916.0,3910623870.0,2540178496.0,9576762416.0,2315878859.0,8731062610.0,1384704427.0,4306297093.0,28137179.0,1412841606.0,4334434272.0,88493403.0,254499955.0,5210968.0,837477.0,4373491.0,93704371.0,259710923.0,710980936.0,2502072784.0,5956494.0,716937430.0,2508029278.0,422903000.0,0.0,185175000.0,22088000.0,144000.0,12516000.0,8160029549.0,29217600240.0,43509229.0,10080591.0,41018540.0,8414769.0,8263052678.0,29320623369.0,642826000.0
Bulgaria,2018,2889582570.0,4815970950.0,24033988360.0,3595711375.6200004,5992852292.7,29907186679.760002,3415751875.6200004,5692919792.7,28410380679.760002,1082440788.0,3718585222.0,61593048.0,37830298.0,8934794.0,12451681.0,2376275.0,1144033836.0,3780178270.0,2472994520.0,9323471170.0,2319665502.0,8745338580.0,1164020353.0,3619990927.0,23652881.0,1187673234.0,3643643808.0,84532488.0,243108680.0,4977728.0,799992.0,4177736.0,89510216.0,248086408.0,711557456.0,2504101664.0,5961324.0,717518780.0,2510062988.0,2960321000.0,0.0,185175000.0,33132000.0,120000.0,12516000.0,7835211107.0,28154596243.0,42008034.0,9734786.0,36104562.0,8337599.0,7931396088.0,28250781224.0,3191264000.0
Bulgaria,2019,2812616730.0,4687694550.0,23393828040.0,3506469841.98,5844116403.3,29164923765.04,3340401841.98,5567336403.3,27783659765.04,1042992756.0,3583066614.0,59348376.0,36451626.0,8609178.0,11997897.0,2289675.0,1102341132.0,3642414990.0,2424454508.0,9140469793.0,2351505303.0,8865377370.0,1068402438.0,3322628442.0,21709926.0,1090112364.0,3344338368.0,82578183.0,237488255.0,4862648.0,781497.0,4081151.0,87440831.0,242350903.0,716960272.0,2523115168.0,6006588.0,722966860.0,2529121756.0,487965000.0,16903000.0,185175000.0,33132000.0,120000.0,15645000.0,7686893460.0,27672145642.0,40532777.0,9390675.0,33707823.0,8296263.0,7778820998.0,27764073180.0,738940000.0
Bulgaria,2020,2434279680.0,4057132800.0,20247024640.0,3117453603.39,5195756005.650001,25929296637.72,3076888533.39,5128147555.650001,25591898277.72,985984428.0,3387221882.0,56104488.0,34459238.0,8138614.0,11342111.0,2164525.0,1042088916.0,3443326370.0,2575577388.0,9710220273.0,2374651825.0,8952641750.0,1022733959.0,3180603881.0,20781943.0,1043515902.0,3201385824.0,84603813.0,243313805.0,4981928.0,800667.0,4181261.0,89585741.0,248295733.0,699170512.0,2460509728.0,5857548.0,705028060.0,2466367276.0,455434000.0,16903000.0,185175000.0,33132000.0,120000.0,15645000.0,7742721925.0,27934511319.0,38640499.0,8939281.0,32124054.0,8022073.0,7830447832.0,28022237226.0,706409000.0
Bulgaria,2021,2824998750.0,4708331250.0,23496815000.0,3516545374.02,5860908956.7,29248726602.96,3407360074.02,5678933456.7,28340582202.96,1073637864.0,3688343916.0,61092144.0,37522644.0,8862132.0,12350418.0,2356950.0,1134730008.0,3749436060.0,2510939504.0,9466528084.0,2305745589.0,8692859310.0,752855912.0,2341309208.0,15298024.0,768153936.0,2356607232.0,82961436.0,238590460.0,4885216.0,785124.0,4100092.0,87846652.0,243475676.0,708724272.0,2494131168.0,5937588.0,714661860.0,2500068756.0,487965000.0,16903000.0,185175000.0,33132000.0,240000.0,15645000.0,7434864577.0,26921762146.0,41622736.0,9647256.0,27648442.0,8294538.0,7522077549.0,27008975118.0,739060000.0
Cyprus,1990,346474170.0,577456950.0,2881785160.0,,,,,,,124478640.0,267491250.0,6818760.0,4950855.0,18135.0,1849770.0,0.0,131297400.0,274310010.0,61170800.0,131862750.0,79278864.0,170904258.0,324063454.0,569353284.0,11905414.0,335968868.0,581258698.0,6987016.0,11347234.0,506692.0,0.0,506692.0,7493708.0,11853926.0,37282851.0,82719390.0,0.0,37282851.0,82719390.0,813275000.0,0.0,0.0,0.0,144000.0,0.0,633261625.0,1233678166.0,5457547.0,18135.0,13755184.0,0.0,652492491.0,1252909032.0,813419000.0
Cyprus,1991,377326530.0,628877550.0,3138398440.0,,,,,,,122996016.0,264305250.0,6737544.0,4891887.0,17919.0,1827738.0,0.0,129733560.0,271042794.0,60564704.0,130556220.0,77486016.0,167039352.0,332855952.0,584800992.0,12228432.0,345084384.0,597029424.0,6776368.0,11005132.0,491416.0,0.0,491416.0,7267784.0,11496548.0,37574175.0,83365750.0,0.0,37574175.0,83365750.0,845806000.0,0.0,0.0,0.0,144000.0,0.0,638253231.0,1241072696.0,5383303.0,17919.0,14056170.0,0.0,657710623.0,1260530088.0,845950000.0
Cyprus,1992,405047160.0,675078600.0,3368963680.0,,,,,,,138618480.0,297876250.0,7593320.0,5513235.0,20195.0,2059890.0,0.0,146211800.0,305469570.0,60003504.0,129346470.0,75926384.0,163677198.0,381884789.0,670940694.0,14029649.0,395914438.0,684970343.0,6877500.0,11169375.0,498750.0,0.0,498750.0,7376250.0,11668125.0,41553396.0,92194440.0,0.0,41553396.0,92194440.0,845806000.0,0.0,0.0,0.0,168000.0,0.0,704864053.0,1365204427.0,6011985.0,20195.0,16089539.0,0.0,726985772.0,1387326146.0,845974000.0
Cyprus,1993,423325980.0,705543300.0,3520997040.0,,,,,,,141906336.0,304941500.0,7773424.0,5644002.0,20674.0,2108748.0,0.0,149679760.0,312714924.0,59509648.0,128281890.0,74454208.0,160503576.0,405175771.0,711861066.0,14885311.0,420061082.0,726746377.0,6849728.0,11124272.0,496736.0,0.0,496736.0,7346464.0,11621008.0,43142436.0,95720040.0,0.0,43142436.0,95720040.0,845806000.0,0.0,0.0,0.0,192000.0,0.0,731038127.0,1412432344.0,6140738.0,20674.0,16994059.0,0.0,754193598.0,1435587815.0,845998000.0
Cyprus,1994,438619230.0,731032050.0,3648198040.0,,,,,,,146004144.0,313747250.0,7997896.0,5806983.0,21271.0,2169642.0,0.0,154002040.0,321745146.0,59015792.0,127217310.0,72952880.0,157267110.0,424933509.0,746573814.0,15611169.0,440544678.0,762184983.0,7092340.0,11518285.0,514330.0,0.0,514330.0,7606670.0,12032615.0,43321203.0,96116670.0,0.0,43321203.0,96116670.0,878337000.0,0.0,0.0,0.0,192000.0,0.0,753319868.0,1452440439.0,6321313.0,21271.0,17780811.0,0.0,777443263.0,1476563834.0,878529000.0
